model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType,useForward,neighborhoodsize,mvlmean,mvlvar,klideal,covdivideal,meandivideal,entropydivideal
truth,9,1,1,,,,,0,,,,,0,none,,,,none,,,23.121817615050695,0,,,,
observed,9,1,1,,,,,0,,,,,0,none,,,,none,,,23.07666627581267,0,,,,
ideal,9,1,1,80,1280,16,0,0,,,,,0,none,,,0.6972810861144487,none,,,24,1.2000000000000002,,,,
particle,9,1,1,80,1280,16,0,0,0.45387412912638636,1.1396862579659122,0.016880280295975894,-0.7026924091355018,0,none,,,0.5928715882547163,none,,,23.94515017146494,1.0521208460071145,,,,
franken,9,1,1,80,1280,16,0,0,0.002626129615613174,0.015095931258150452,0.00034405798095495706,-0.012813859623492234,0,none,,,0.7006194058460297,none,,4,23.993092983978862,1.2315697684334848,0.006260813948191204,0.015310836277722228,0.00045424164731183074,-0.009504263976842854
truth,9,1,2,,,,,0,,,,,0,none,,,,none,,,27.87091262119422,0,,,,
observed,9,1,2,,,,,0,0.007669393305606839,0,0.007669393305606839,0,0,none,,,,none,,,27.636716300943306,300,,,,
ideal,9,1,2,80,1280,16,0,0,0.002575468254991477,0.005500465785179154,67867586777309275e-22,-0.0029317842888654075,0,none,,,0.3874630651161368,none,,,27.632679989843478,0.029966703662594796,,,,
particle,9,1,2,80,1280,16,0,0,8248138075854056e14,8248138075854056e14,7491958954065857e-30,0,0,none,0.12560097,,1.5996115962665245,none,,,25.49813023095096,7561253768031246e-30,,,,
franken,9,1,2,80,1280,16,0,0,5119011751.57523,5119011765.357592,0.8894026281299469,-14.671764117795327,0,none,0.400156924,,0.441800983849468,none,,4,26.750719350310376,0.01329267418184484,,,,
truth,9,1,3,,,,,0,,,,,0,none,,,,none,,,9.08084962055149,0,,,,
observed,9,1,3,,,,,0,0.002509613479125353,0,0.002509613479125353,0,0,none,,,,none,,,9.113207646250899,300,,,,
ideal,9,1,3,80,1280,16,1,0,0.0028774653909908014,0.0038681385988524517,31296218220724395e-21,-0.0010219694260823742,0,none,,,0.43017199268177636,none,,,9.116043454346244,0.029966703662594796,,,,
particle,9,1,3,80,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,39273e-8,,NaN,none,,,NaN,NaN,,,,
franken,9,1,3,80,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.098304498,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,4,,,,,0,,,,,0,none,,,,none,,,3.521281800817185,0,,,,
observed,9,1,4,,,,,0,0.0006477451502956864,0,0.0006477451502956864,0,0,none,,,,none,,,3.2769531674489425,300,,,,
ideal,9,1,4,80,1280,16,1,0,0.004096305324588273,0.014105001714875018,348614084663715e-20,-0.010012182531133383,0,none,,,0.22110656885376256,none,,,3.279278126530933,0.029966703662594796,,,,
particle,9,1,4,80,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,411266e-9,,NaN,none,,,NaN,NaN,,,,
franken,9,1,4,80,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.03231716,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,5,,,,,0,,,,,0,none,,,,none,,,-13.350835740869627,0,,,,
observed,9,1,5,,,,,0,0.00014932568549162734,0,0.00014932568549162734,0,0,none,,,,none,,,-13.304935353778221,300,,,,
ideal,9,1,5,80,1280,16,1,0,0.004085387700533166,0.02149344961124629,0.00015587493964019355,-0.01756393685035332,0,none,,,0.1846380416220046,none,,,-13.304487862720682,0.029966703662594796,,,,
particle,9,1,5,80,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,43446e-8,,NaN,none,,,NaN,NaN,,,,
franken,9,1,5,80,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.046111536,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,6,,,,,0,,,,,0,none,,,,none,,,-9.805456857627032,0,,,,
observed,9,1,6,,,,,0,0.00031118616760871247,0,0.00031118616760871247,0,0,none,,,,none,,,-9.808986507692612,300,,,,
ideal,9,1,6,80,1280,16,1,0,0.0012981853430642707,0.028521272708545913,53027155946791905e-22,-0.02722839008107632,0,none,,,0.14715977577779898,none,,,-9.807054961588491,0.029966703662594796,,,,
particle,9,1,6,80,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,350037e-9,,NaN,none,,,NaN,NaN,,,,
franken,9,1,6,80,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,250.314585544,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,7,,,,,0,,,,,0,none,,,,none,,,5.394721626655129,0,,,,
observed,9,1,7,,,,,0,0.0005531616032567867,0,0.0005531616032567867,0,0,none,,,,none,,,5.508307095408043,300,,,,
ideal,9,1,7,80,1280,16,1,0,0.0027750845091808417,0.005891512245294495,16485085485853394e-21,-0.0031329128215995066,0,none,,,0.29260987393728644,none,,,5.507940824069566,0.029966703662594796,,,,
particle,9,1,7,80,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,369763e-9,,NaN,none,,,NaN,NaN,,,,
franken,9,1,7,80,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,28.784441348,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,8,,,,,0,,,,,0,none,,,,none,,,10.551815177520638,0,,,,
observed,9,1,8,,,,,0,0.0004032693124240387,0,0.0004032693124240387,0,0,none,,,,none,,,10.179127467195833,300,,,,
