model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType,useForward,neighborhoodsize,mvlmean,mvlvar,klideal,covdivideal,meandivideal,entropydivideal
truth,9,1,1,,,,,0,,,,,0,none,,,,none,,,24.807717587342452,0,,,,
observed,9,1,1,,,,,0,,,,,0,none,,,,none,,,24.896846725343266,0,,,,
ideal,9,1,1,800,128000,1600,0,0,,,,,0,none,,,0.5562345844891721,none,,,24,1.2000000000000002,,,,
particle,9,1,1,800,128000,1600,0,0,0.0031561880220807516,-0.02204687048633336,8091589471400814e-20,0.025122142613700105,0,none,,,0.568240097894357,none,,,24.011322495100103,1.2775107160133226,,,,
franken,9,1,1,800,128000,1600,0,0,19573835083823578e-21,-0.00031960702761968385,20847126601618154e-22,0.0003370961500433457,0,none,,,0.5597420903732964,none,,4,24.000225776936528,1.1992968379340296,2999220017433925e-20,-0.0007904489076486776,30718369496619665e-22,0.0008173692708733549
truth,9,1,2,,,,,0,,,,,0,none,,,,none,,,24.188825541082416,0,,,,
observed,9,1,2,,,,,0,0.0003406184193425573,0,0.0003406184193425573,0,0,none,,,,none,,,24.17093776207558,300,,,,
ideal,9,1,2,800,128000,1600,0,0,0.003355872033734385,0.013931498029893833,22085278322325926e-22,-0.010577834523991683,0,none,,,0.12137541063042856,none,,,24.17074804202888,0.029966703662594796,,,,
particle,9,1,2,800,128000,1600,0,0,78245.70721780916,78257.72534611255,0.044089205033448,-12.062217508430894,0,none,0.163071305,,0.31372996634546607,none,,,25.199384754450072,0.0011072342492249468,,,,
franken,9,1,2,800,128000,1600,0,0,NaN,NaN,NaN,NaN,0,none,28.790409812,,NaN,none,,4,NaN,NaN,,,,
truth,9,1,3,,,,,0,,,,,0,none,,,,none,,,22.01031495406561,0,,,,
observed,9,1,3,,,,,0,0.000832906261439044,0,0.000832906261439044,0,0,none,,,,none,,,22.313600607244744,300,,,,
ideal,9,1,3,800,128000,1600,1,0,0.00537763057511994,0.011823811096644654,2638493775218464e-20,-0.0064725654592769,0,none,,,0.3496097832148942,none,,,22.31296056327231,0.029966703662594796,,,,
