truth,9,1,1,,,,,0,,,,,0,none,,,,none,,,24.477817998758084,0.0,,,,
observed,9,1,1,,,,,0,,,,,0,none,,,,none,,,24.916763009334126,0.0,,,,
ideal,9,1,1,200,1280,16,0,0,,,,,0,none,,,0.19755867194207408,none,,,24.0,0.30000000000000004,,,,
particle,9,1,1,200,1280,16,0,0,0.3359670679400393,0.4209230423820949,0.004686462855466162,-0.08964243729752176,0,none,,,0.20515082559540426,none,,,23.859850098233487,0.35293424211842667,,,,
franken,9,1,1,200,1280,16,0,0,0.0022882361908737408,0.03267970899473068,1.0408437123389676e-5,-0.030401881240980328,0,none,,,0.18975576329239843,none,,5,23.99777373664622,0.3051358521544636,Inf,Inf,4.713289438215333e-6,-0.03320665524489841
truth,9,1,2,,,,,0,,,,,0,none,,,,none,,,19.25135215426861,0.0,,,,
observed,9,1,2,,,,,0,1.5170151141131911,0.0,1.5170151141131911,0.0,0,none,,,,none,,,19.15603594883475,75.0,,,,
ideal,9,1,2,200,1280,16,0,0,0.004908550774255592,0.007567666254930068,0.0019136006009503666,-0.004572716081624844,0,none,,,1.3656803673939302,none,,,19.17746941808769,0.11946902654866776,,,,
particle,9,1,2,200,1280,16,0,0,NaN,NaN,NaN,NaN,0,none,0.001225511,,NaN,none,,,NaN,NaN,,,,
franken,9,1,2,200,1280,16,0,0,NaN,NaN,NaN,NaN,0,none,0.521580529,,NaN,none,,5,NaN,NaN,,,,
truth,9,1,3,,,,,0,,,,,0,none,,,,none,,,4.276284738768898,0.0,,,,
observed,9,1,3,,,,,0,0.16443808152850603,0.0,0.16443808152850603,0.0,0,none,,,,none,,,4.364707022458012,75.0,,,,
ideal,9,1,3,200,1280,16,1,0,0.0032641486202500507,-0.027068502701978137,0.0015494611215432687,0.028783190200684917,0,none,,,0.612488563517138,none,,,4.36284698030269,0.11946902654866776,,,,
particle,9,1,3,200,1280,16,1,0,Inf,Inf,0.0,0.0,0,none,0.001153745,,5.960860666925177,none,,,3.584229502338827,0.0,,,,
franken,9,1,3,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.171947181,,NaN,none,,5,NaN,NaN,,,,
truth,9,1,4,,,,,0,,,,,0,none,,,,none,,,7.112902330309163,0.0,,,,
observed,9,1,4,,,,,0,1.2583179901321981,0.0,1.2583179901321981,0.0,0,none,,,,none,,,6.465719776239038,75.0,,,,
ideal,9,1,4,200,1280,16,1,0,0.0026354424474318195,-0.0014113576373912344,4.495378462354796e-5,0.004001846300199507,0,none,,,0.5458407203299327,none,,,6.499656647147745,0.11946902654866776,,,,
particle,9,1,4,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.002931765,,NaN,none,,,NaN,NaN,,,,
franken,9,1,4,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.208526258,,NaN,none,,5,NaN,NaN,,,,
truth,9,1,5,,,,,0,,,,,0,none,,,,none,,,17.70260191769674,0.0,,,,
observed,9,1,5,,,,,0,0.4710775565787289,0.0,0.4710775565787289,0.0,0,none,,,,none,,,17.297162665244183,75.0,,,,
ideal,9,1,5,200,1280,16,1,0,0.0023731174446388914,0.011682824918434124,0.00014357549300616777,-0.009453282966801403,0,none,,,0.6731922365150912,none,,,17.308826302278867,0.11946902654866776,,,,
particle,9,1,5,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.002812351,,NaN,none,,,NaN,NaN,,,,
franken,9,1,5,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.173110267,,NaN,none,,5,NaN,NaN,,,,
finkel,9,1,2,200,1280,16,80,3181,1.5918569590331142,-0.44588134977401567,1.307950721743348,0.729787587063782,10,bkf.SampleLog,0.0,,67.9100177028537,bkf.MhSampled,1.0,,18.48567212059688,0.3045059156065977,,,,
finkel,9,1,3,200,1280,16,80,5095,0.07283737193325042,-0.13105132401204367,0.015761701533148504,0.18812699441214562,10,bkf.SampleLog,0.0,,41.99852425015666,bkf.MhSampled,1.0,,4.23803936644936,0.15538554223794143,,,,
finkel,9,1,4,200,1280,16,80,4311,2.11760517266432,-0.06288357126580402,2.0080575085791468,0.172431235350977,10,bkf.SampleLog,0.0,,50.832314156262335,bkf.MhSampled,1.0,,6.512409009421673,0.11127302294605286,,,,
finkel,9,1,5,200,1280,16,80,3966,0.26381142207404434,-0.10650993226765586,0.146781723432787,0.22353963090891318,10,bkf.SampleLog,0.0,,0.8607608133682807,bkf.MhSampled,1.0,,17.170094366644182,0.13140321920040263,,,,
