model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType,useForward,neighborhoodsize,mvlmean,mvlvar,klideal,covdivideal,meandivideal,entropydivideal
truth,9,1,1,,,,,0,,,,,0,none,,,,none,,,25.43575417081377,0,,,,
observed,9,1,1,,,,,0,,,,,0,none,,,,none,,,25.402325399959974,0,,,,
ideal,9,1,1,800,128000,1600,0,0,,,,,0,none,,,0.6041819624650673,none,,,24,1.2000000000000002,,,,
particle,9,1,1,800,128000,1600,0,0,0.003996440570934894,-0.016011734764865393,0.00025482699861317066,0.019753348337187115,0,none,,,0.624472661094176,none,,,24.052083938391274,1.2040425784265223,,,,
franken,9,1,1,800,128000,1600,0,0,11554845977254676e-21,0.000459663853358272,15609575393587896e-22,-0.000449669964920376,0,none,,,0.62128625739537,none,,4,23.997520162546472,1.2024006782701426,2578611916669168e-20,5728031887930474e-20,22606064860364318e-22,-33754806198649494e-21
truth,9,1,2,,,,,0,,,,,0,none,,,,none,,,25.385174678805164,0,,,,
observed,9,1,2,,,,,0,0.0002178711265649815,0,0.0002178711265649815,0,0,none,,,,none,,,25.759801033702782,300,,,,
ideal,9,1,2,800,128000,1600,0,0,0.0023910257847900604,0.02257539171289739,2274557777194801e-21,-0.020186640485884526,0,none,,,0.14926680064463302,none,,,25.757847869403445,0.029966703662594796,,,,
particle,9,1,2,800,128000,1600,0,0,495087804.71064025,495087831.8938929,8701919865298293e-22,-27.18325350374186,0,none,0.10612891,,0.05663904099373722,none,,,25.63804407216209,3076402077726723e-22,,,,
franken,9,1,2,800,128000,1600,0,0,0.19856748858257153,0.6357748683198714,0.014893495920879681,-0.4521008756581796,0,none,24.273951518,,0.08312751597767086,none,,4,25.72036802393997,0.029250756170716614,,,,
truth,9,1,3,,,,,0,,,,,0,none,,,,none,,,25.317320671503353,0,,,,
observed,9,1,3,,,,,0,0.0001678888276364064,0,0.0001678888276364064,0,0,none,,,,none,,,25.328029934752905,300,,,,
ideal,9,1,3,800,128000,1600,1,0,0.003862978044627175,0.011601650685488499,6483614412900852e-20,-0.007803508784990333,0,none,,,0.14136310319904002,none,,,25.328484305259654,0.029966703662594796,,,,
particle,9,1,3,800,128000,1600,1,0,250325.379531945,250345.73378675402,19314720692564537e-23,-20.354255002177148,0,none,0.007049174,,0.059942159250513674,none,,,25.51181468737278,2909035150839033e-21,,,,
franken,9,1,3,800,128000,1600,1,0,1.6820530717584634,3.5221735437787185,0.007631980980310561,-1.8477524530005658,0,none,23.432671549,,0.1661395359789468,none,,4,25.458210112824354,0.01337419581880547,,,,
truth,9,1,4,,,,,0,,,,,0,none,,,,none,,,25.235871641591153,0,,,,
observed,9,1,4,,,,,0,0.00027962795621384705,0,0.00027962795621384705,0,0,none,,,,none,,,25.306065951620518,300,,,,
ideal,9,1,4,800,128000,1600,1,0,0.003213059612012776,-0.039314807307983125,38341833916275346e-21,0.04248952508607964,0,none,,,0.1984517981077595,none,,,25.30601393662129,0.029966703662594796,,,,
particle,9,1,4,800,128000,1600,1,0,125110.34688878024,125129.28959181943,9077755166491816e-22,-18.94270394695343,0,none,0.005320559,,0.0643917318776523,none,,,25.362406218491262,5970269645633993e-21,,,,
franken,9,1,4,800,128000,1600,1,0,6090.811932137176,6102.835206140104,0.0003269479113422199,-12.02360095083909,0,none,22.949364996,,0.5770683576894046,none,,4,25.4031858070449,0.0005164012918977937,,,,
truth,9,1,5,,,,,0,,,,,0,none,,,,none,,,25.13193369015022,0,,,,
