truth,9,1,1,,,,,0,,,,,0,none,,,,none,,,23.504243864657653,0.0,,,,
observed,9,1,1,,,,,0,,,,,0,none,,,,none,,,23.676425219432513,0.0,,,,
ideal,9,1,1,200,1280,16,0,0,,,,,0,none,,,0.6440452163038686,none,,,24.0,1.2000000000000002,,,,
particle,9,1,1,200,1280,16,0,0,0.5463252549229234,1.0728431577955235,0.006505322428232547,-0.5330232253008327,0,none,,,0.5782573385414955,none,,,23.94505965633929,1.069862273853834,,,,
franken,9,1,1,200,1280,16,0,0,0.002949735990498873,-0.015846361041608192,0.00028154370627350207,0.01851455332583356,0,none,,,0.6443788964663957,none,,5,24.04829159768432,1.275833735326637,Inf,Inf,0.0002288363779372554,0.008793895780472672
truth,9,1,2,,,,,0,,,,,0,none,,,,none,,,2.5886147095475938,0.0,,,,
observed,9,1,2,,,,,0,1.0357054994747377,0.0,1.0357054994747377,0.0,0,none,,,,none,,,2.5415522555934746,75.0,,,,
ideal,9,1,2,200,1280,16,0,0,0.002555893470333735,0.01513533244893317,0.00014893310240187847,-0.012728372081001313,0,none,,,1.0682681125181526,none,,,2.6365011394182822,0.11946902654866776,,,,
particle,9,1,2,200,1280,16,0,0,NaN,NaN,NaN,NaN,0,none,0.000943413,,NaN,none,,,NaN,NaN,,,,
franken,9,1,2,200,1280,16,0,0,NaN,NaN,NaN,NaN,0,none,0.18036238,,NaN,none,,5,NaN,NaN,,,,
truth,9,1,3,,,,,0,,,,,0,none,,,,none,,,-0.6115884991964888,0.0,,,,
observed,9,1,3,,,,,0,1.4815234368689598,0.0,1.4815234368689598,0.0,0,none,,,,none,,,-1.0384098860962871,75.0,,,,
ideal,9,1,3,200,1280,16,1,0,0.004678587248871263,-0.05816069809133673,0.00022843585717507596,0.06261084948303292,0,none,,,0.5530508184547465,none,,,-1.0242446580113151,0.11946902654866776,,,,
particle,9,1,3,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.000601367,,NaN,none,,,NaN,NaN,,,,
franken,9,1,3,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.122291723,,NaN,none,,5,NaN,NaN,,,,
truth,9,1,4,,,,,0,,,,,0,none,,,,none,,,0.13338741948124344,0.0,,,,
observed,9,1,4,,,,,0,0.0308790248142799,0.0,0.0308790248142799,0.0,0,none,,,,none,,,0.4218931557245904,75.0,,,,
ideal,9,1,4,200,1280,16,1,0,0.00521837118790344,0.047423412040037784,0.0012926276689221867,-0.04349766852105654,0,none,,,0.7546664642183035,none,,,0.42483626911791417,0.11946902654866776,,,,
particle,9,1,4,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.000650007,,NaN,none,,,NaN,NaN,,,,
franken,9,1,4,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.103474612,,NaN,none,,5,NaN,NaN,,,,
truth,9,1,5,,,,,0,,,,,0,none,,,,none,,,12.50516813294643,0.0,,,,
observed,9,1,5,,,,,0,0.12333265023735519,0.0,0.12333265023735519,0.0,0,none,,,,none,,,12.510092673675997,75.0,,,,
ideal,9,1,5,200,1280,16,1,0,0.0033312888150466118,-0.028792190313914928,0.00013615329927244585,0.03198732582968909,0,none,,,0.782833583018367,none,,,12.496961969962134,0.11946902654866776,,,,
particle,9,1,5,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.000627695,,NaN,none,,,NaN,NaN,,,,
franken,9,1,5,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.113694759,,NaN,none,,5,NaN,NaN,,,,
truth,9,1,1,,,,,0,,,,,0,none,,,,none,,,25.10240023493795,0.0,,,,
observed,9,1,1,,,,,0,,,,,0,none,,,,none,,,24.977863036291158,0.0,,,,
