ideal,9,1,1,200,1280,16,0,0,,,,,0,none,,,0.8199574382137021,none,,,24.0,1.2000000000000002,,,,
particle,9,1,1,200,1280,16,0,0,0.9156624193517287,2.0021042073685744,0.0017399285938249868,-1.0881817166106709,0,none,,,0.6272172936679514,none,,,24.158852233251707,1.1512244477666314,,,,
franken,9,1,1,200,1280,16,0,0,0.0033446294572607727,0.020880246046725004,0.00022705583460152113,-0.01776267242406575,0,none,,,0.7955308002291986,none,,5,24.00296882591175,1.2156725699601159,Inf,Inf,0.00023638561696619605,-0.045661533292411474
truth,9,1,2,,,,,0,,,,,0,none,,,,none,,,-0.37890485668136975,0.0,,,,
observed,9,1,2,,,,,0,0.007462216253741021,0.0,0.007462216253741021,0.0,0,none,,,,none,,,0.16503685399029333,75.0,,,,
ideal,9,1,2,200,1280,16,0,0,0.002711854119083028,-0.031425975274560924,0.00039265539168845055,0.0337451740019555,0,none,,,0.9096722745178041,none,,,0.270501292689449,0.11946902654866776,,,,
particle,9,1,2,200,1280,16,0,0,NaN,NaN,NaN,NaN,0,none,0.000944111,,NaN,none,,,NaN,NaN,,,,
franken,9,1,2,200,1280,16,0,0,NaN,NaN,NaN,NaN,0,none,0.145793606,,NaN,none,,5,NaN,NaN,,,,
truth,9,1,3,,,,,0,,,,,0,none,,,,none,,,14.005707393213992,0.0,,,,
observed,9,1,3,,,,,0,2.4127130406212682,0.0,2.4127130406212682,0.0,0,none,,,,none,,,13.48704579835011,75.0,,,,
ideal,9,1,3,200,1280,16,1,0,0.003637187672039089,0.0113055729872961,0.0013483858873243654,-0.009016771202581377,0,none,,,1.9453921779154255,none,,,13.476836887460053,0.11946902654866776,,,,
particle,9,1,3,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.000862016,,NaN,none,,,NaN,NaN,,,,
franken,9,1,3,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.1486171,,NaN,none,,5,NaN,NaN,,,,
truth,9,1,4,,,,,0,,,,,0,none,,,,none,,,0.8143310623390421,0.0,,,,
observed,9,1,4,,,,,0,0.6507536243475167,0.0,0.6507536243475167,0.0,0,none,,,,none,,,0.5545038744773838,75.0,,,,
ideal,9,1,4,200,1280,16,1,0,0.003691229892563083,-0.01441337991797916,7.60188350074259e-5,0.018028590975534817,0,none,,,1.1865749420986338,none,,,0.5522712275944173,0.11946902654866776,,,,
particle,9,1,4,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.0008771,,NaN,none,,,NaN,NaN,,,,
franken,9,1,4,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.099561271,,NaN,none,,5,NaN,NaN,,,,
truth,9,1,5,,,,,0,,,,,0,none,,,,none,,,11.402099221595202,0.0,,,,
observed,9,1,5,,,,,0,0.015182855304116167,0.0,0.015182855304116167,0.0,0,none,,,,none,,,11.118039271196276,75.0,,,,
ideal,9,1,5,200,1280,16,1,0,0.00514245284790136,-0.006894770749804158,0.002621925946053129,0.009415297651652388,0,none,,,2.000537720674396,none,,,11.138609314798842,0.11946902654866776,,,,
particle,9,1,5,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.001376856,,NaN,none,,,NaN,NaN,,,,
franken,9,1,5,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.102837824,,NaN,none,,5,NaN,NaN,,,,
truth,9,1,1,,,,,0,,,,,0,none,,,,none,,,24.938270125682788,0.0,,,,
observed,9,1,1,,,,,0,,,,,0,none,,,,none,,,24.737120809325404,0.0,,,,
ideal,9,1,1,200,1280,16,0,0,,,,,0,none,,,0.7330270259069516,none,,,24.0,1.2000000000000002,,,,
particle,9,1,1,200,1280,16,0,0,0.569896234908593,1.2879880228505922,0.021832523885212188,-0.7399243118272114,0,none,,,0.8181882230951857,none,,,24.21015531342767,0.27566711505885855,,,,
franken,9,1,1,200,1280,16,0,0,0.0031685666844757493,-0.023876791377021256,0.0001386747031449025,0.026906683358352102,0,none,,,0.7408975249618441,none,,5,24.022365913886517,1.2391375461189598,Inf,Inf,0.0001356871885202169,0.026144695314648164
truth,9,1,2,,,,,0,,,,,0,none,,,,none,,,1.3967807007539905,0.0,,,,
observed,9,1,2,,,,,0,2.252876320840542,0.0,2.252876320840542,0.0,0,none,,,,none,,,0.8178018776379972,75.0,,,,
ideal,9,1,2,200,1280,16,0,0,0.0038695301448647625,0.019461459202203695,0.0004894340801640389,-0.01608136313750297,0,none,,,1.0730006632203697,none,,,0.9203779755245556,0.11946902654866776,,,,
particle,9,1,2,200,1280,16,0,0,NaN,NaN,NaN,NaN,0,none,0.001010423,,NaN,none,,,NaN,NaN,,,,
franken,9,1,2,200,1280,16,0,0,NaN,NaN,NaN,NaN,0,none,0.084843805,,NaN,none,,5,NaN,NaN,,,,
truth,9,1,3,,,,,0,,,,,0,none,,,,none,,,3.241894932919676,0.0,,,,
observed,9,1,3,,,,,0,0.07812664216177133,0.0,0.07812664216177133,0.0,0,none,,,,none,,,3.2527508096728517,75.0,,,,
ideal,9,1,3,200,1280,16,1,0,0.0038754232924390736,0.019203486086514305,0.0013884567816149003,-0.016716519575690134,0,none,,,0.4917167714068705,none,,,3.2563220086271216,0.11946902654866776,,,,
particle,9,1,3,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.005479285,,NaN,none,,,NaN,NaN,,,,
franken,9,1,3,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.108499228,,NaN,none,,5,NaN,NaN,,,,
truth,9,1,4,,,,,0,,,,,0,none,,,,none,,,-8.874260790195425,0.0,,,,
observed,9,1,4,,,,,0,0.008592702815176217,0.0,0.008592702815176217,0.0,0,none,,,,none,,,-8.653275310523632,75.0,,,,
ideal,9,1,4,200,1280,16,1,0,0.004271609935938585,0.009191562402077228,0.0008862216876473376,-0.005806174153785981,0,none,,,0.5871008902802823,none,,,-8.634824735030394,0.11946902654866776,,,,
particle,9,1,4,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.011866494,,NaN,none,,,NaN,NaN,,,,
franken,9,1,4,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.168314429,,NaN,none,,5,NaN,NaN,,,,
truth,9,1,5,,,,,0,,,,,0,none,,,,none,,,8.180148609227164,0.0,,,,
observed,9,1,5,,,,,0,0.01624502399330798,0.0,0.01624502399330798,0.0,0,none,,,,none,,,8.237827458947521,75.0,,,,
ideal,9,1,5,200,1280,16,1,0,0.00137040577342176,-0.011725792637083435,4.109868370962121e-5,0.013055099726795576,0,none,,,0.785250202625584,none,,,8.238993088225586,0.11946902654866776,,,,
particle,9,1,5,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.011714293,,NaN,none,,,NaN,NaN,,,,
franken,9,1,5,200,1280,16,1,0,NaN,NaN,NaN,NaN,0,none,0.139610214,,NaN,none,,5,NaN,NaN,,,,
finkel,9,1,2,200,1280,16,80,3171,2.018969994883631,-0.5495621767185496,1.7766515588803262,0.7918806127218541,10,bkf.SampleUniform,0.0,,19.19592607546761,bkf.MhSampled,1.0,,1.0732732467483894,0.21167188796634678,,,,
finkel,9,1,3,200,1280,16,80,4000,0.23064395829226667,-0.013461815346814824,0.12570378476548502,0.11840198887359647,10,bkf.SampleUniform,0.0,,28.771834479379027,bkf.MhSampled,1.0,,3.352569756920716,0.1513278601120845,,,,
finkel,9,1,4,200,1280,16,80,6619,0.23228381427377057,-0.11731657237066291,0.17070774124496033,0.17889264539947322,10,bkf.SampleUniform,0.0,,54.954703391435814,bkf.MhSampled,1.0,,-8.558338656449923,0.1916794844643305,,,,
finkel,9,1,5,200,1280,16,80,7438,0.2452990768426407,0.261868544029178,0.14278268481036951,-0.15935215199690686,10,bkf.SampleUniform,0.0,,0.4492036761496044,bkf.MhSampled,1.0,,8.300049541290123,0.10788109153990044,,,,
