model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType,useForward,neighborhoodsize,mvlmean,mvlvar,klideal,covdivideal,meandivideal,entropydivideal
truth,30,1,1,,,,,0,,,,,0,none,,,,none,,,4.766936905253173,0,,,,
observed,30,1,1,,,,,0,,,,,0,none,,,,none,,,6.235569753514543,0,,,,
ideal,30,1,1,40,320,1600,0,0,,,,,0,none,,,10.726678362141868,none,,,0,15.000000000000004,,,,
particle,30,1,1,40,320,1600,0,0,0.027960230944217002,-0.008611168283666704,0.025055587426021552,0.01151581180186215,0,none,,,10.7221389822579,none,,,0.14723204997662243,14.772502972070697,,,,
franken,30,1,1,40,320,1600,0,0,0.2682575777437607,-0.014583742341122363,0.24478214383472915,0.038059176250153856,0,none,,,11.017900867260455,none,,3,-0.3092123937708002,17.328785192749812,0.15208692792691983,-0.015390468126481689,0.13957565145035056,0.027901744603050924
truth,30,1,2,,,,,0,,,,,0,none,,,,none,,,5.295608190559724,0,,,,
observed,30,1,2,,,,,0,0.4109358425764823,0,0.4109358425764823,0,0,none,,,,none,,,6.704526247544183,3,,,,
ideal,30,1,2,40,320,1600,0,0,0.0029035539321585454,0.012327111656701218,0.00039548608489334183,-0.009819043809436014,0,none,,,1.054883030178257,none,,,5.556879350491625,2.2404347605316914,,,,
particle,30,1,2,40,320,1600,0,0,7359.927956869861,7365.139969852547,1.7840617375443262,-6.996074720230575,0,none,0.212113374,,2.921031634602095,none,,,3.3654409056788013,1.3872385316310922,,,,
franken,30,1,2,40,320,1600,0,0,1.0979112038883534,1.1548066069219378,0.16826110050824877,-0.22515650354183325,0,none,0.244366166,,1.2338970474590756,none,,3,4.1113151570659054,2.1533216676566425,,,,
truth,30,1,3,,,,,0,,,,,0,none,,,,none,,,6.109784108306705,0,,,,
observed,30,1,3,,,,,0,0.4730593902478689,3172065784643304e-32,0.47305939024786886,0,0,none,,,,none,,,6.668943149189934,3,,,,
ideal,30,1,3,40,320,1600,1,0,0.003330507184927077,0.013455284785069254,0.0002187361709300087,-0.010343513771072189,0,none,,,0.5349605545750713,none,,,6.349284043224898,1.4561552805714753,,,,
particle,30,1,3,40,320,1600,1,0,12510.346512976643,12520.663869510116,0.1762026780620886,-10.493559211531936,0,none,0.021337574,,1.2412253040604955,none,,,2.2616691223505083,0.035769611340470374,,,,
franken,30,1,3,40,320,1600,1,0,0.33022418926776503,0.5912573090245788,0.027464713286026583,-0.2884978330428404,0,none,0.016191629,,0.5788424057742078,none,,3,5.3905720045700045,1.302303375647646,,,,
truth,30,1,4,,,,,0,,,,,0,none,,,,none,,,4.824584060142105,0,,,,
observed,30,1,4,,,,,0,0.2580193631539878,-3172065784643304e-32,0.2580193631539878,0,0,none,,,,none,,,5.298945001791196,3,,,,
ideal,30,1,4,40,320,1600,1,0,0.003343584417937733,-0.006519236350574431,9415753951650371e-20,0.00976866322899566,0,none,,,0.5227017079689736,none,,,5.45165561831252,1.3126002234401124,,,,
particle,30,1,4,40,320,1600,1,0,29.929741237731456,34.50055583677346,0.1258646609292509,-4.69667925997125,0,none,0.020257394,,0.7016684591106708,none,,,3.401475905784064,0.109748062456326,,,,
franken,30,1,4,40,320,1600,1,0,0.058653605880300205,0.12633656594645296,0.007506450146182828,-0.07518941021233558,0,none,0.004658915,,0.5496540981006671,none,,3,5.0408149031991165,1.432303734440125,,,,
truth,30,1,5,,,,,0,,,,,0,none,,,,none,,,4.422151675174884,0,,,,
observed,30,1,5,,,,,0,0.31014437519623683,-6344131569286608e-32,0.3101443751962369,0,0,none,,,,none,,,7.2786936979018675,3,,,,
ideal,30,1,5,40,320,1600,1,0,0.0041533868319270535,0.011247669416543316,0.00016502448743591162,-0.007259307072052172,0,none,,,0.5869419012113353,none,,,5.386975293864247,1.2833839659166648,,,,
