model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType,useForward,neighborhoodsize,mvlmean,mvlvar
truth,30,1,1,,,,,0,,,,,0,none,,,,none,,,3.3995660868675586,0
observed,30,1,1,,,,,0,,,,,0,none,,,,none,,,3.2130036506325643,0
ideal,30,1,1,400,320,1600,0,0,,,,,0,none,,,10.406035089357722,none,,,0,15.000000000000004
particle,30,1,1,400,320,1600,0,0,0.038259486534789874,0.004632122308633413,0.0364898750305455,-0.0028625108043890514,0,none,,,10.554314612084717,none,,,0.13430174420215124,14.891153371528421
franken,30,1,1,400,320,1600,0,0,0.15145926059757034,-0.007272251402124996,0.14063118076153452,0.018100331238160773,0,none,,,10.619801738514608,none,,3,-0.4824476221134887,16.563312970692632
truth,30,1,2,,,,,0,,,,,0,none,,,,none,,,1.1140501051232317,0
observed,30,1,2,,,,,0,1.3462310277950529,0,1.3462310277950529,0,0,none,,,,none,,,-0.14126583209929344,3
ideal,30,1,2,400,320,1600,0,0,0.0041252890291745,0.006383211658829024,0.0004917316469743081,-0.0027496542766288316,0,none,,,1.0486824104551922,none,,,0.15256223969306387,2.2404347605316914
particle,30,1,2,400,320,1600,0,0,6.4499463366358825,-1.0223154478700383,5.47471530146795,1.9975464830379703,0,none,0.111253537,,1.8070287293251108,none,,,-1.082510009319909,0.04014438581993364
franken,30,1,2,400,320,1600,0,0,6.805956776371106,-1.0284433773211517,5.803917623002198,2.0304825306900596,0,none,0.235665343,,1.0574792721745454,none,,3,0.010010117692619974,2.1077683370530487
truth,30,1,3,,,,,0,,,,,0,none,,,,none,,,1.119297979572219,0
observed,30,1,3,,,,,0,0.9070245634759782,4440892098500626e-31,0.9070245634759777,0,0,none,,,,none,,,2.48775933574638,3
ideal,30,1,3,400,320,1600,1,0,0.0027322193452689924,-0.011964835663657181,0.0001999344215537646,0.014497120587372408,0,none,,,0.4642269280536314,none,,,1.3846330016125996,1.4561552805714753
particle,30,1,3,400,320,1600,1,0,1.4303128896473516,0.7858298871394839,0.6320484477675559,0.012434554740311576,0,none,0.016475992,,0.8814858803903196,none,,,-0.7196112753796344,1.0436675581935315
franken,30,1,3,400,320,1600,1,0,0.7562460859641855,-0.6039862267176722,0.3759548201015367,0.9842774925803213,0,none,0.006605977,,0.4499573932209551,none,,3,1.2442316944256886,1.476046818113948
truth,30,1,4,,,,,0,,,,,0,none,,,,none,,,-0.7798849375507745,0
observed,30,1,4,,,,,0,1.724598387983074,0,1.724598387983074,0,0,none,,,,none,,,-2.551559897209753,3
