model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType
ideal,25,1,1,100,2000,10000,0,0,0.05335147697502231,0.054086463280116626,0.017980843622840748,-0.018715829927935065,0,none,,,2.421278532233038,none
particle,25,1,1,100,2000,10000,0,0,0.0005071710077274807,-0.004653211308230404,0.0002355710510966873,0.0049248112648611975,0,none,,,2.485775925153485,none
franken,25,1,1,100,2000,10000,0,0,0.0030316152027960257,0.00010115459799778237,0.001277969506867727,0.001652491097930516,0,none,,,2.475488591589366,none
ideal,25,1,2,100,2000,10000,0,0,0.05285102755415181,0.015195754294551944,0.020850214918838015,0.016805058340761844,0,none,,,2.193885748348534,none
particle,25,1,2,100,2000,10000,0,0,5.478123700417571,-0.7185490060695068,4.983162877294273,1.2135098291928061,0,none,0.829002159,,4.895691287279397,none
franken,25,1,2,100,2000,10000,0,0,5.63309298355238,-0.721944412357877,5.133377663709464,1.2216597322007936,0,none,0.274681818,,4.9266447652148,none
ideal,25,1,3,100,2000,10000,0,0,0.09704897091262908,0.10284954815448497,0.057870304963909214,-0.0636708822057651,0,none,,,2.5245962406626212,none
particle,25,1,3,100,2000,10000,0,0,4.950034057445099,-0.0004983262170625835,4.492285122162516,0.4582472614996454,0,none,0.118743036,,4.92891538229709,none
franken,25,1,3,100,2000,10000,0,0,4.472840934393673,-0.3379026631569372,4.038564722226972,0.7721788753236377,0,none,0.029548155,,4.580430568355614,none
ideal,25,1,4,100,2000,10000,0,0,0.13601331718469642,0.016593966806565497,0.11052136989117717,0.008897980486953751,0,none,,,3.7426446646106557,none
particle,25,1,4,100,2000,10000,0,0,11.28210133217279,0.0034511838210345147,10.765150566084106,0.5134995822676491,0,none,0.159451539,,6.113460547070253,none
franken,25,1,4,100,2000,10000,0,0,5.771637579635667,-0.18895586490455227,5.266431220737637,0.6941622238025815,0,none,0.028424976,,5.148335686762753,none
ideal,25,1,5,100,2000,10000,0,0,0.09332758469874251,0.11471426670985449,0.0530577199169738,-0.07444440192808577,0,none,,,5.877229908523366,none
particle,25,1,5,100,2000,10000,0,0,18.17357319406395,0.10764902690860773,17.552493717990714,0.513430449164627,0,none,0.271779237,,7.699693350888548,none
franken,25,1,5,100,2000,10000,0,0,9.535886172204073,-0.1276206795572061,9.026818808123886,0.6366880436373917,0,none,0.178320932,,5.755284678374507,none
ideal,25,1,6,100,2000,10000,0,0,0.08852371779115537,0.05141194900054702,0.06396984718535204,-0.026858078394743676,0,none,,,5.105957656455776,none
particle,25,1,6,100,2000,10000,0,0,23.068869493367398,0.34914635967871144,22.391595423839032,0.3281277098496571,0,none,0.136495694,,17.203066564512305,none
franken,25,1,6,100,2000,10000,0,0,18.109120437126155,-0.06964485665959255,17.569066335148083,0.6096989586376665,0,none,0.024414484,,14.149945597200205,none
ideal,25,1,7,100,2000,10000,0,0,0.15794430081084104,0.14225901532768778,0.11549597249936383,-0.0998106870162106,0,none,,,3.96949090829569,none
particle,25,1,7,100,2000,10000,0,0,81.66778161065733,-0.1871640726543287,80.94708449444792,0.9078611888637439,0,none,0.100993179,,23.94887727752467,none
franken,25,1,7,100,2000,10000,0,0,50.13067195061245,-0.03802045140006416,49.55873496531542,0.6099574366971009,0,none,0.024878209,,16.74767599977091,none
ideal,25,1,8,100,2000,10000,0,0,0.10556479690022098,0.09354649406793511,0.07320278753982368,-0.06118448470753779,0,none,,,3.8005106489047686,none
particle,25,1,8,100,2000,10000,0,0,63.93403543174182,0.7805998700534944,63.25396512068476,-0.10052955899643892,0,none,0.178041637,,32.22565970434689,none
franken,25,1,8,100,2000,10000,0,0,65.87644192408476,0.2675305845471878,65.18834831845864,0.4205630210789321,0,none,0.031850156,,22.064688501874556,none
ideal,25,1,9,100,2000,10000,0,0,0.1239664004709937,-0.006243461483524865,0.09407108889060833,0.03613877306391023,0,none,,,2.97230805562985,none
particle,25,1,9,100,2000,10000,0,0,113.59716066284702,1.0259505761909657,112.7882776403842,-0.21706755372813463,0,none,0.186376504,,66.96135035661901,none
franken,25,1,9,100,2000,10000,0,0,95.39066481929657,0.3629824279567902,94.66474083166712,0.3629415596726791,0,none,0.02457109,,41.938666846436625,none
ideal,25,1,10,100,2000,10000,0,0,0.2022362085609904,0.038628794402604555,0.1780404710250146,-0.014433056866628803,0,none,,,2.9910380211786505,none
particle,25,1,10,100,2000,10000,0,0,377.220004413977,0.3200980366488839,376.6104338386704,0.28947253865764366,0,none,0.124480531,,123.47814288858177,none
franken,25,1,10,100,2000,10000,0,0,198.3625977909455,0.5946556598273828,197.60657927850025,0.16136285261783884,0,none,0.025446461,,82.2883643131193,none
finkel,25,1,2,100,2000,10000,5,3104,0.6216238745246921,0.7626428415528984,0.21574451191441046,-0.3567634789426168,2,bkf.SampleUniform,1.496306236,,2.11926163844279,bkf.MhSampled
finkel,25,1,3,100,2000,10000,5,3694,1.2239468076868938,1.0575778197786576,0.6273542743729649,-0.46098528646472875,2,bkf.SampleUniform,0.547936203,,2.5887193930579877,bkf.MhSampled
finkel,25,1,4,100,2000,10000,5,3689,2.1334519116687547,1.6116427157989062,1.1469732630279215,-0.6251640671580725,2,bkf.SampleUniform,0.345670322,,3.1097850230664306,bkf.MhSampled
finkel,25,1,5,100,2000,10000,5,3949,3.2592570347604006,1.9870062452420238,1.9900655528505962,-0.7178147633322198,2,bkf.SampleUniform,0.305734028,,4.974475407478533,bkf.MhSampled
finkel,25,1,6,100,2000,10000,5,4310,7.34405561102845,2.115558204335152,5.862352807979383,-0.6338554012860851,2,bkf.SampleUniform,0.240911577,,10.315531550181255,bkf.MhSampled
