model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType,useForward,neighborhoodsize,mvlmean,mvlvar
truth,48,1,1,,,,,0,,,,,0,none,,,,none,,,-1.4975412172639786,0
observed,48,1,1,,,,,0,,,,,0,none,,,,none,,,1.9880898199318304,0
ideal,48,1,1,80,3200,12800,0,0,,,,,0,none,,,2.2375275163840254,none,,,0,3
particle,48,1,1,80,3200,12800,0,0,0.0003549093118009036,0.0010431523219456285,0.00012709240536898521,-0.0008153354155137102,0,none,,,2.2254356942635565,none,,,0.011056909436476534,2.9917454215700965
franken,48,1,1,80,3200,12800,0,0,0.0015695618115318549,0.003129297929226213,0.00046062883359985357,-0.002020364951294212,0,none,,,2.212711421675745,none,,4,-0.01784096627083378,3.059709263416028
truth,48,1,2,,,,,0,,,,,0,none,,,,none,,,2.9311185305186482,0
observed,48,1,2,,,,,0,0.8633890642323317,4163336342344337e-32,0.8633890642323317,0,0,none,,,,none,,,1.6709920700999823,27
ideal,48,1,2,80,3200,12800,0,0,0.0043230429199090405,0.0038975633057902054,0.0014365743299516833,-0.0010110947158328489,0,none,,,1.5934982537592797,none,,,0.6965481230387314,2.9415108036066497
particle,48,1,2,80,3200,12800,0,0,2.175743295160183,-0.5895318590927525,1.8789267181588385,0.8863484360940976,0,none,0.351284495,,1.725709247882645,none,,,5.044321706630561,0.6513883796833109
franken,48,1,2,80,3200,12800,0,0,2.15077111041822,-0.5893305088984857,1.8539357827337704,0.8861658365829355,0,none,0.331292132,,1.384631030835604,none,,4,0.5364010720724998,1.7770489230705613
truth,48,1,3,,,,,0,,,,,0,none,,,,none,,,0.9083542379291101,0
observed,48,1,3,,,,,0,1.0689945689785791,0,1.0689945689785791,0,0,none,,,,none,,,1.5714961587513274,27
ideal,48,1,3,80,3200,12800,1,0,0.004189257220501748,0.0031668130426609487,0.0015478959486474216,-0.0005254517708066231,0,none,,,1.5313087382051491,none,,,1.0851125591277735,2.849242761497168
particle,48,1,3,80,3200,12800,1,0,2.041592442011918,-0.35920964316604426,1.88704210923478,0.5137599759431817,0,none,0.363008615,,1.7855729361139123,none,,,1.8868820786619747,2.372168342148857
franken,48,1,3,80,3200,12800,1,0,1.4823490605351168,-0.5470679080235512,1.2454616924590336,0.7839552760996346,0,none,0.130135674,,1.380737421942763,none,,4,0.8450243203361071,1.7378700047189457
truth,48,1,4,,,,,0,,,,,0,none,,,,none,,,-1.0652345293734016,0
observed,48,1,4,,,,,0,1.0188793374372944,0,1.0188793374372944,0,0,none,,,,none,,,-0.688383770439613,27
ideal,48,1,4,80,3200,12800,1,0,0.0038162538865298377,0.015148897922722726,0.0009511957540562008,-0.012283839790249088,0,none,,,1.672556860657913,none,,,0.5425268385266295,2.8356069968065976
particle,48,1,4,80,3200,12800,1,0,2.4784501043381786,-0.5409021721813045,2.2332832830766085,0.7860689934428746,0,none,0.240091187,,2.210604865963185,none,,,2.1844147740193818,0.37172746691454256
franken,48,1,4,80,3200,12800,1,0,1.8257975942662494,-0.5447696107768268,1.5878332206502908,0.7827339843927859,0,none,0.127667934,,1.4676025967601667,none,,4,0.2793319273268614,1.7255206672268368
truth,48,1,5,,,,,0,,,,,0,none,,,,none,,,-1.5483160268344252,0
observed,48,1,5,,,,,0,0.9511465918610539,-13877787807814457e-33,0.9511465918610539,0,0,none,,,,none,,,-1.9261494147372051,27
ideal,48,1,5,80,3200,12800,1,0,0.004113710415376558,0.0026945546672300785,0.0015124961499262193,-9334040177973993e-20,0,none,,,1.6775199402756797,none,,,-1.1978615683169318,2.8349388091086443
particle,48,1,5,80,3200,12800,1,0,1.9933380833821095,-0.4379812451161931,1.7891275093280552,0.6421918191702476,0,none,0.28602158,,1.6397919620208108,none,,,-1.331932027086192,1.2660348850302352
franken,48,1,5,80,3200,12800,1,0,1.1013867145055305,-0.5475060942325579,0.8654228260356884,0.7834699827023999,0,none,0.126817087,,1.4624376964157013,none,,4,-1.0512087134827715,1.7470054341553038
truth,48,1,6,,,,,0,,,,,0,none,,,,none,,,-6.499591716997957,0
observed,48,1,6,,,,,0,1.0711232311453327,13877787807814457e-33,1.0711232311453327,0,0,none,,,,none,,,-4.863068058275526,27
ideal,48,1,6,80,3200,12800,1,0,0.004109335710924475,0.000245752883846137,0.0017969648880304797,0.0020666179390478596,0,none,,,1.4683119373394589,none,,,-3.6932238619543147,2.834868872434135
particle,48,1,6,80,3200,12800,1,0,2.032643636556069,-0.4709539207022767,1.8242655697245982,0.6793319875337477,0,none,0.202976265,,1.6369706896681204,none,,,-1.9821527621059496,0.31542608678928247
franken,48,1,6,80,3200,12800,1,0,1.6819251791958294,-0.5438464155014362,1.4457607804324932,0.7800108142647723,0,none,0.123419131,,1.4012571019345375,none,,4,-3.024449726780004,1.758710246212514
truth,48,1,7,,,,,0,,,,,0,none,,,,none,,,-1.4530468167685209,0
observed,48,1,7,,,,,0,1.1222718498130617,-27755575615628914e-33,1.1222718498130617,0,0,none,,,,none,,,0.6774567724722591,27
ideal,48,1,7,80,3200,12800,1,0,0.004255150312525399,0.029327556125193666,0.0006614557738552227,-0.025733861586523493,0,none,,,1.5495238546381453,none,,,-1.7348712601512932,2.8348644732445534
particle,48,1,7,80,3200,12800,1,0,1.6267402908459827,-0.44995171309532145,1.4323677457161443,0.6443242582251596,0,none,0.20359228,,1.6214211404673,none,,,-0.42857256081993667,2.156482359008895
franken,48,1,7,80,3200,12800,1,0,1.4623523936903813,-0.5403109123972045,1.225075442793991,0.7775878632935949,0,none,0.137026169,,1.4630484966598134,none,,4,-0.9271576616892151,1.8034799981524472
truth,48,1,8,,,,,0,,,,,0,none,,,,none,,,-4.221021957036275,0
observed,48,1,8,,,,,0,1.422386747493884,13877787807814457e-33,1.422386747493884,0,0,none,,,,none,,,-2.8122268956653995,27
ideal,48,1,8,80,3200,12800,1,0,0.00423546569698606,0.00015471766365283968,0.0010658396481769935,0.0030149083851562265,0,none,,,1.59717523678071,none,,,-2.154564644203232,2.8348642298253015
particle,48,1,8,80,3200,12800,1,0,1.9346133755709511,-0.5263904905054217,1.7063686968632372,0.7546351692131352,0,none,0.269828566,,1.608451235444217,none,,,-1.934491655419329,0.2895752583186655
franken,48,1,8,80,3200,12800,1,0,1.8556812762316879,-0.5466294051708058,1.6205821794908062,0.7817285019116876,0,none,0.127916152,,1.4696726485118274,none,,4,-1.2970349576437874,1.7771618464799834
truth,48,1,9,,,,,0,,,,,0,none,,,,none,,,-0.9397049324466753,0
observed,48,1,9,,,,,0,0.9937331501791117,13877787807814457e-33,0.9937331501791117,0,0,none,,,,none,,,0.017071770010279375,27
ideal,48,1,9,80,3200,12800,1,0,0.0034761016197066455,0.0022026761840387293,0.0007398718782270609,0.0005335535574408573,0,none,,,1.4954855038477184,none,,,0.12044563195911667,2.834864201504476
