model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType
ideal,25,1,1,100,200,1000,0,0,0.04259601057423792,0.11299592121769705,0.011554519491620301,-0.08195443013507944
particle,25,1,1,100,200,1000,0,0,0.004317292675510724,0.005209905939444148,0.001459646588377848,-0.0023522598523112725
franken,25,1,1,100,200,1000,0,0,0.027201522590469984,0.059109969273264396,0.01045670780851932,-0.042365154491313735
ideal,25,1,2,100,200,1000,0,0,0.05334261360002832,0.09811769109793797,0.019530001932832698,-0.06430507943074235,NA,NA,NA
particle,25,1,2,100,200,1000,0,0,3.5948603873250375,-0.7253166629629891,3.0890818290652184,1.2310952212228083,NA,NA,0.125225953
franken,25,1,2,100,200,1000,0,0,3.5980654349137566,-0.6698181388309327,3.137941400215411,1.1299421735292785,NA,NA,0.23713672
ideal,25,1,3,100,200,1000,0,0,0.09068121489179919,0.10309026103203883,0.05370702386711528,-0.06611607000735492,NA,NA,NA
particle,25,1,3,100,200,1000,0,0,6.737377261974029,-0.1175805187464819,6.25269188385885,0.6022658968616594,NA,NA,0.012380103
franken,25,1,3,100,200,1000,0,0,8.822587280312733,-0.32419773594138335,8.378494157641034,0.7682908586130821,NA,NA,0.003024322
ideal,25,1,4,100,200,1000,0,0,0.09649945404414087,0.037349952898371425,0.06383500425409946,-0.00468550310833,NA,NA,NA
particle,25,1,4,100,200,1000,0,0,16.28666077132233,0.2175156951943771,15.73005147210635,0.3390936040216052,NA,NA,0.015273354
franken,25,1,4,100,200,1000,0,0,13.54571026102492,-0.12296050525628408,13.074830063864772,0.5938407024164353,NA,NA,0.005559167
ideal,25,1,5,100,200,1000,0,0,0.09741331334608642,0.10211006106202328,0.0685123762103998,-0.07320912392633666,NA,NA,NA
particle,25,1,5,100,200,1000,0,0,25.954607315301953,0.31525082173775976,25.371190206086442,0.2681662874777547,NA,NA,0.016986477
franken,25,1,5,100,200,1000,0,0,16.329912598223814,-0.043302883974055434,15.857425340516855,0.515790141681015,NA,NA,0.0017573
ideal,25,1,6,100,200,1000,0,0,0.08604938880611654,-0.013920888090370787,0.06337431533208963,0.0365959615643977,NA,NA,NA
particle,25,1,6,100,200,1000,0,0,50.512697710990444,0.27054932628162576,49.83208896527716,0.41005941943166047,NA,NA,0.0162089
franken,25,1,6,100,200,1000,0,0,49.18869610202423,0.032629681834273117,48.554561633275135,0.601504786914825,NA,NA,0.002985871
ideal,25,1,7,100,200,1000,0,0,0.10423245630263106,0.06936981197960504,0.0673571372714826,-0.03249449294845658,NA,NA,NA
particle,25,1,7,100,200,1000,0,0,107.89532110537415,0.6022078142023293,106.98031409790187,0.3127991932699635,NA,NA,0.016370656
franken,25,1,7,100,200,1000,0,0,48.74698305811327,0.6658475264014585,47.99329546737339,0.08784006433841815,NA,NA,0.002042754
ideal,25,1,8,100,200,1000,0,0,0.14689592635122112,0.0327999217194134,0.12390407109577567,-0.00980806646396797,NA,NA,NA
particle,25,1,8,100,200,1000,0,0,121.41994969116723,1.0096389496014366,120.62927873412889,-0.2189679925631137,NA,NA,0.039313788
franken,25,1,8,100,200,1000,0,0,146.0325482534869,0.42964076085645386,145.36803911033329,0.23486838229715323,NA,NA,0.002958189
ideal,25,1,9,100,200,1000,0,0,0.09555640082651437,-0.007422945185132451,0.0733537848624148,0.029625561149232024,NA,NA,NA
particle,25,1,9,100,200,1000,0,0,238.82476568460467,1.0602932687699957,237.99986729116915,-0.2353948753345085,NA,NA,0.010917406
franken,25,1,9,100,200,1000,0,0,252.30839363993576,0.6413988881521571,251.55725944212358,0.1097353096600252,NA,NA,0.002348585
ideal,25,1,10,100,200,1000,0,0,0.09663086430790238,0.06728010338526763,0.05435626207491162,-0.025005501152276864,NA,NA,NA
particle,25,1,10,100,200,1000,0,0,575.0507505922262,1.0085383555035445,574.2552296747648,-0.21301743804214582,NA,NA,0.006765196
franken,25,1,10,100,200,1000,0,0,722.6624397722392,0.7081482238311483,721.7905363059609,0.163755242447223,NA,NA,0.001998576
finkel,25,1,2,100,200,1000,1,333,0.538224326149994,0.7724149316082911,0.0942324515460567,-0.3284230570043536,1,compromise2.1..log7.5_20,0.976522292
finkel,25,1,3,100,200,1000,1,344,2.2148306240661375,2.450788980776299,0.5659640848072115,-0.8019224415173734,1,compromise2.1..log7.5_20,0.480484278
finkel,25,1,4,100,200,1000,1,498,3.5230222564137788,2.1667875627170803,2.166786119988797,-0.810551426292098,1,compromise2.1..log7.5_20,0.266006647
finkel,25,1,5,100,200,1000,1,655,6.782738619498407,2.190601658696693,5.508676721338882,-0.9165397605371669,1,compromise2.1..log7.5_20,0.221175532
finkel,25,1,6,100,200,1000,1,701,14.459159385686815,3.311379200370374,12.295062727348832,-1.1472825420323918,1,compromise2.1..log7.5_20,0.246461072
finkel,25,1,7,100,200,1000,1,749,15.792133121799399,8.663617357439106,8.872911777368678,-1.7443960130083889,1,compromise2.1..log7.5_20,0.208188535
finkel,25,1,8,100,200,1000,1,1086,8810282153861392e11,8810282153861392e11,13.048558896944092,-6.1730412823583265,1,compromise2.1..log7.5_20,1.412765041
finkel,25,1,9,100,200,1000,1,1330,464.95805888321786,457.43552775528957,10.875042710919079,-3.3525115829907675,1,compromise2.1..log7.5_20,0.673086214
finkel,25,1,10,100,200,1000,1,1207,,,,,1,compromise2.1..log7.5_20,0.24093319,SingularException
