model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType
finkel,25,2,6,300,120,600,40,106524,0.8618702624666565,-0.13446094888531318,0.7890448263184926,0.20728638503347716,3,bkf.SampleUniform,11.047760536,,3.4331330542269156,bkf.MhCompromise,true
finkel,25,2,7,300,120,600,40,104811,0.8984553967772277,-0.13009902701918924,0.8426000436276562,0.18595438016876084,3,bkf.SampleUniform,11.122088802,,2.8683814510785064,bkf.MhCompromise,true
finkel,25,2,8,300,120,600,40,97984,1.1283390580196908,-0.07631788664583686,1.0556692473403064,0.14898769732522152,3,bkf.SampleUniform,11.173642057,,3.1508848504812756,bkf.MhCompromise,true
finkel,25,2,9,300,120,600,40,105897,0.7341833123048549,-0.15616715459690286,0.6570517926732726,0.23329867422848502,3,bkf.SampleUniform,10.917383667,,3.567325548503709,bkf.MhCompromise,true
finkel,25,2,10,300,120,600,40,100147,0.9201592624616162,-0.17942112542372862,0.8454284549427299,0.25415193294261496,3,bkf.SampleUniform,10.959974843,,2.786790712352914,bkf.MhCompromise,true
finkel,25,2,2,300,120,600,40,95013,0.2891873381253004,-0.07858835533913441,0.24750922704178896,0.12026646642264592,9,bkf.SampleUniform,12.562392021,,1.9865353875131844,bkf.MhCompromise,true
finkel,25,2,3,300,120,600,40,99833,0.5177621450604273,0.004281172009061557,0.46794944301407626,0.045531530037289415,9,bkf.SampleUniform,12.424552188,,2.550441248619545,bkf.MhCompromise,true
finkel,25,2,4,300,120,600,40,104560,0.631047521784449,-0.0757924110953467,0.5679172084257746,0.13892272445402096,9,bkf.SampleUniform,12.376966865,,3.066987653979291,bkf.MhCompromise,true
finkel,25,2,5,300,120,600,40,97477,0.7517159583807485,-0.09780709631099474,0.6944212987822235,0.15510175590951988,9,bkf.SampleUniform,12.328373587,,3.607667770051835,bkf.MhCompromise,true
finkel,25,2,6,300,120,600,40,106851,0.7685747185176597,-0.09726794861130555,0.7002365035638904,0.16560616356507482,9,bkf.SampleUniform,12.348894603,,3.608183742195159,bkf.MhCompromise,true
finkel,25,2,7,300,120,600,40,100756,1.1276115298176685,-0.023761717180107944,1.0443791006525995,0.10699414634517662,9,bkf.SampleUniform,12.619150159,,2.9674884610398005,bkf.MhCompromise,true
finkel,25,2,8,300,120,600,40,98062,1.0661232560367742,-0.07456610673549044,0.9961040369115748,0.14458532586068992,9,bkf.SampleUniform,12.439502925,,3.037882725252807,bkf.MhCompromise,true
finkel,25,2,9,300,120,600,40,102183,0.5527147525537348,-0.08758156062753525,0.4726076012288505,0.16768871195241947,9,bkf.SampleUniform,12.515520299,,3.4928826193691953,bkf.MhCompromise,true
finkel,25,2,10,300,120,600,40,103266,0.7672490428062118,-0.09969422641895023,0.6971783028924307,0.16976496633273122,9,bkf.SampleUniform,12.377651816,,2.7408112140357797,bkf.MhCompromise,true
finkel,25,2,2,300,120,600,10,11274,0.41709950322001543,0.2223794663604625,0.29787360833553217,-0.10315357147597928,3,bkf.SampleUniform,10.025462193,,1.810430595971764,bkf.MhCompromise,true
finkel,25,2,3,300,120,600,10,9793,0.762827686440992,0.0388715440187912,0.714941103076529,0.009015039345671758,3,bkf.SampleUniform,9.903696226,,2.530553179553391,bkf.MhCompromise,true
finkel,25,2,4,300,120,600,10,10803,0.7967113820744004,-0.04108469053481159,0.7494210328148267,0.08837503979438524,3,bkf.SampleUniform,10.363504562,,3.1677954549468623,bkf.MhCompromise,true
finkel,25,2,5,300,120,600,10,9430,1.0879740275709746,-0.044651072399206404,1.0348130836553646,0.0978120163148164,3,bkf.SampleUniform,9.951320052,,3.7652257211696996,bkf.MhCompromise,true
finkel,25,2,6,300,120,600,10,10501,1.2133972968874762,-0.07747895637825025,1.1515929049332476,0.13928334833247918,3,bkf.SampleUniform,10.158632717,,3.658872524814123,bkf.MhCompromise,true
finkel,25,2,7,300,120,600,10,11813,1.0184778595052326,-0.03817237971911991,0.9671275807236935,0.08952265850065921,3,bkf.SampleUniform,9.831178834,,2.956227982496017,bkf.MhCompromise,true
finkel,25,2,8,300,120,600,10,10215,1.1115047642484377,-0.09672578674953425,1.0609410514293092,0.14728949956866288,3,bkf.SampleUniform,9.771211893,,3.0289076451289363,bkf.MhCompromise,true
finkel,25,2,9,300,120,600,10,11226,0.7233428925347183,-0.11289127504788668,0.6712933229856143,0.1649408445969907,3,bkf.SampleUniform,10.034917235,,3.427880594248959,bkf.MhCompromise,true
finkel,25,2,10,300,120,600,10,10278,0.914339611454525,-0.04525259212810309,0.860079302681702,0.0995129009009263,3,bkf.SampleUniform,9.868036356,,2.658683129652351,bkf.MhCompromise,true
finkel,25,2,2,300,120,600,10,11342,0.3502325005359979,0.0050968506200163854,0.3241985158972668,0.02093713401871474,9,bkf.SampleUniform,10.719261818,,1.9312241116867293,bkf.MhCompromise,true
finkel,25,2,3,300,120,600,10,9923,0.7354464447811745,0.03783203158095905,0.6861218028636693,0.011492610336546211,9,bkf.SampleUniform,10.555668768,,2.5868223051198904,bkf.MhCompromise,true
finkel,25,2,4,300,120,600,10,10874,0.6561386124918009,0.036803860588791704,0.6018276978441127,0.01750705405889639,9,bkf.SampleUniform,13.363030938,,3.06314692535675,bkf.MhCompromise,true
finkel,25,2,5,300,120,600,10,8914,0.9644818639162822,-0.06673150473391135,0.9199333882072322,0.1112799804429611,9,bkf.SampleUniform,10.455444581,,3.665473193252023,bkf.MhCompromise,true
finkel,25,2,6,300,120,600,10,11718,1.1812509688685195,-0.08399516921360031,1.1209219498233698,0.14432418825875024,9,bkf.SampleUniform,14.217346953,,3.5540707884143377,bkf.MhCompromise,true
finkel,25,2,7,300,120,600,10,11370,1.1040664034524827,-0.02871055872532069,1.0609331712237102,0.07184379095409286,9,bkf.SampleUniform,13.944797587,,2.940898738120355,bkf.MhCompromise,true
finkel,25,2,8,300,120,600,10,9977,1.2089731377618935,-0.0689608080842837,1.1468379388003678,0.1310960070458097,9,bkf.SampleUniform,10.37311207,,3.0006003704769486,bkf.MhCompromise,true
finkel,25,2,9,300,120,600,10,11196,0.7251516430894432,-0.04128016890016012,0.6527882340597032,0.11364357792990011,9,bkf.SampleUniform,10.378889449,,3.453037405691934,bkf.MhCompromise,true
finkel,25,2,10,300,120,600,10,10416,0.9385097715491426,-0.08453927491955679,0.8854257527635947,0.13762329370510465,9,bkf.SampleUniform,10.366679605,,2.6146176662081033,bkf.MhCompromise,true
finkel,25,2,2,300,120,600,40,104217,0.3185874939078848,-0.046889441132991067,0.24149599174637407,0.12398094329450181,3,bkf.SampleLog,11.401201904,,1.9365198128696923,bkf.MhCompromise,true
finkel,25,2,3,300,120,600,40,97014,0.5773500554146486,-0.1575487935704417,0.5260793725283273,0.20881947645676294,3,bkf.SampleLog,11.115246841,,2.696381583978735,bkf.MhCompromise,true
finkel,25,2,4,300,120,600,40,101711,0.5343977108681344,-0.16566016152426813,0.47134696180345964,0.22871091058894294,3,bkf.SampleLog,10.959068411,,3.2158440986204564,bkf.MhCompromise,true
finkel,25,2,5,300,120,600,40,98360,0.7471523077809651,-0.11811932907470313,0.6707928548719945,0.19447878198367363,3,bkf.SampleLog,11.17540878,,3.7655521341448486,bkf.MhCompromise,true
finkel,25,2,6,300,120,600,40,105231,0.8349310483718989,-0.09868884665953248,0.7529242169264415,0.18069567810498982,3,bkf.SampleLog,10.991559524,,3.691968485628301,bkf.MhCompromise,true
finkel,25,2,7,300,120,600,40,105009,1.0411023332431566,-0.06259027101057327,0.9466889455831984,0.15700365867053126,3,bkf.SampleLog,10.971637704,,3.037112966023998,bkf.MhCompromise,true
finkel,25,2,8,300,120,600,40,103879,0.8782938176454335,-0.14130889406569686,0.7925265958287898,0.22707611588234067,3,bkf.SampleLog,11.303187564,,3.044385268382299,bkf.MhCompromise,true
finkel,25,2,9,300,120,600,40,104928,0.7132034860584002,-0.1419090249294678,0.6444138165037052,0.2106986944841629,3,bkf.SampleLog,11.083606938,,3.4936538371441035,bkf.MhCompromise,true
finkel,25,2,10,300,120,600,40,103776,0.8224175569695357,-0.19874949167385023,0.7415875601576314,0.2795794884857543,3,bkf.SampleLog,11.112750685,,2.6801225046045367,bkf.MhCompromise,true
finkel,25,2,2,300,120,600,40,105690,0.27232738035140003,-0.049936441602882464,0.23435726532686083,0.08790655662742164,9,bkf.SampleLog,12.595839209,,1.8841877089550148,bkf.MhCompromise,true
finkel,25,2,3,300,120,600,40,96412,0.5773359215278607,-0.10242319635917754,0.5233692013126184,0.1563899165744199,9,bkf.SampleLog,12.180147845,,2.6103252732535362,bkf.MhCompromise,true
finkel,25,2,4,300,120,600,40,109471,0.3778544223133429,-0.13044325900503678,0.3042651967166429,0.20403248460173676,9,bkf.SampleLog,12.285612209,,3.036798962339325,bkf.MhCompromise,true
finkel,25,2,5,300,120,600,40,100453,0.6844050750694294,-0.14288199005516747,0.6050845192159788,0.22220254590861802,9,bkf.SampleLog,12.286645997,,3.5754364547183664,bkf.MhCompromise,true
finkel,25,2,6,300,120,600,40,104990,0.7212310514325246,-0.1379793046549766,0.6309818440014527,0.22822851208604863,9,bkf.SampleLog,12.621610068,,3.6089223951588405,bkf.MhCompromise,true
finkel,25,2,7,300,120,600,40,107552,0.7205594917549886,-0.1991630408512582,0.6257268770260149,0.2939956555802319,9,bkf.SampleLog,12.635400087,,2.9426214503019508,bkf.MhCompromise,true
finkel,25,2,8,300,120,600,40,102160,0.9046750569787718,-0.17224714412005354,0.8121266812906688,0.2647955198081565,9,bkf.SampleLog,14.977141589,,3.1075476989341695,bkf.MhCompromise,true
finkel,25,2,9,300,120,600,40,109037,0.6758022178455374,-0.15147600969138456,0.567935200408072,0.25934302712884993,9,bkf.SampleLog,12.828015277,,3.553377597572492,bkf.MhCompromise,true
finkel,25,2,10,300,120,600,40,104275,0.9318041104234949,-0.1907141617021253,0.8309454647942957,0.2915728073313245,9,bkf.SampleLog,13.32709408,,2.8713174173167366,bkf.MhCompromise,true
finkel,25,2,2,300,120,600,10,12139,0.3323035053451414,-0.025338692965301612,0.28798403795359934,0.06965816035684372,3,bkf.SampleLog,10.098967785,,1.9023239590507137,bkf.MhCompromise,true
finkel,25,2,3,300,120,600,10,9893,0.6410400363185436,-0.02901011167744791,0.5709885978237111,0.0990615501722803,3,bkf.SampleLog,9.781778267,,2.6114623723454002,bkf.MhCompromise,true
finkel,25,2,4,300,120,600,10,10994,0.6748205066082258,-0.04880087619524462,0.610872175303775,0.11274920749969537,3,bkf.SampleLog,10.050985063,,3.1984865036905914,bkf.MhCompromise,true
finkel,25,2,5,300,120,600,10,10697,0.9100001052583016,-0.08742516217837948,0.8465322829109273,0.15089298452575386,3,bkf.SampleLog,10.023853723,,3.705482850716772,bkf.MhCompromise,true
finkel,25,2,6,300,120,600,10,12237,1.0175956546293918,-0.14042393566769737,0.9584580721609904,0.19956151813609876,3,bkf.SampleLog,9.758751667,,3.710338577604287,bkf.MhCompromise,true
finkel,25,2,7,300,120,600,10,12452,1.0394691249911494,-0.07569696452373881,0.9731312389644967,0.14203485055039147,3,bkf.SampleLog,9.969494836,,2.9857201366766977,bkf.MhCompromise,true
finkel,25,2,8,300,120,600,10,10735,1.1680849872285801,-0.11487483718888358,1.1013999346460854,0.1815598897713783,3,bkf.SampleLog,10.208189486,,3.02593223516403,bkf.MhCompromise,true
finkel,25,2,9,300,120,600,10,12208,0.7785432303233121,-0.06445726780816846,0.7174207401745858,0.1255797579568947,3,bkf.SampleLog,10.15504795,,3.3386208313084644,bkf.MhCompromise,true
finkel,25,2,10,300,120,600,10,10747,0.7293106452334145,-0.07189140647673092,0.652527185635232,0.14867486607491331,3,bkf.SampleLog,10.091499126,,2.616512531020379,bkf.MhCompromise,true
finkel,25,2,2,300,120,600,10,11930,0.35346511005091436,-0.0240887230310311,0.30693883187568993,0.07061500120625555,9,bkf.SampleLog,10.786542181,,1.888655648725819,bkf.MhCompromise,true
finkel,25,2,3,300,120,600,10,10483,0.5923035614675711,0.02156276088493639,0.5383397043839372,0.03240109619869752,9,bkf.SampleLog,10.492134709,,2.5694709540001597,bkf.MhCompromise,true
finkel,25,2,4,300,120,600,10,11310,0.6221084731828546,-0.061559835353965336,0.5688880189685973,0.11478028956822253,9,bkf.SampleLog,10.489113487,,3.032536449275311,bkf.MhCompromise,true
finkel,25,2,5,300,120,600,10,9586,0.8865364731982993,0.00255934959543469,0.825652822985407,0.05832430061745768,9,bkf.SampleLog,10.236175649,,3.6045840429703997,bkf.MhCompromise,true
finkel,25,2,6,300,120,600,10,11918,0.9455692814895235,-0.03320069980738552,0.8767186981207566,0.10205128317615234,9,bkf.SampleLog,10.642106544,,3.58757071191872,bkf.MhCompromise,true
finkel,25,2,7,300,120,600,10,12400,1.2695148340030062,-0.09544287351195627,1.209133283811635,0.15582442370332744,9,bkf.SampleLog,10.18208675,,3.067941538500643,bkf.MhCompromise,true
finkel,25,2,8,300,120,600,10,10878,1.079999783347049,-0.07715195941670597,1.030688708564663,0.12646303419909224,9,bkf.SampleLog,10.46996601,,3.1426604431201266,bkf.MhCompromise,true
finkel,25,2,9,300,120,600,10,11635,0.808339630790262,-0.05315366603139621,0.7436562745290195,0.11783702229263868,9,bkf.SampleLog,10.59089388,,3.6235235131902375,bkf.MhCompromise,true
finkel,25,2,10,300,120,600,10,11185,0.987546465323279,-0.14546949022804348,0.9208996975615634,0.21211625798975892,9,bkf.SampleLog,10.549416344,,2.8535808776008427,bkf.MhCompromise,true
ideal,25,1,1,800,320,1600,0,0,0.004155466218019805,0.0017921749575767476,0.002199681617069653,0.00016360964337340522,0,none,,,1.9693809394618027,none
particle,25,1,1,800,320,1600,0,0,0.002455903759289036,-0.0014297350427208422,0.0012666426047597578,0.00261899619725012,0,none,,,1.9608449731339617,none
franken,25,1,1,800,320,1600,0,0,0.015261069709190733,-0.0011027524334463745,0.00508725093662587,0.011276571206011237,0,none,,,1.9646316860000805,none
ideal,25,1,2,800,320,1600,0,0,0.006002280033680866,0.03158304041034621,0.0033560396068723418,-0.02893679998353768,0,none,,,1.898308783626469,none
particle,25,1,2,800,320,1600,0,0,2.7563599169248176,-0.6459682376878125,2.393045050493604,1.0092831041190269,0,none,0.02202336,,3.5624461649173287,none
franken,25,1,2,800,320,1600,0,0,2.8625813473038844,-0.6407041336296403,2.4775469547064732,1.0257385262270509,0,none,0.003458702,,3.5781935011416963,none
ideal,25,1,3,800,320,1600,1,0,0.0050992457155257,0.01792336382419718,0.0014259718460889607,-0.014250089954760441,0,none,,,1.9720674075554645,none
particle,25,1,3,800,320,1600,1,0,3.449763683519587,-0.42437294130267805,3.0998222753452294,0.7743143494770363,0,none,0.030309007,,3.808783174493781,none
franken,25,1,3,800,320,1600,1,0,2.5709941843943764,-0.45260163850166657,2.2554381438197084,0.7681576790763346,0,none,0.018736796,,3.593098170179445,none
ideal,25,1,4,800,320,1600,1,0,0.006785506632677151,0.009187977635011974,0.003051635675093681,-0.005454106677428502,0,none,,,2.876587869300289,none
particle,25,1,4,800,320,1600,1,0,2.364693481998077,-0.2687642892871085,2.0617402268240004,0.5717175444611853,0,none,0.025783951,,4.041723284008926,none
franken,25,1,4,800,320,1600,1,0,2.521881384746134,-0.39022406682920263,2.1971011111132874,0.7150043404620496,0,none,0.003365719,,4.366699994071837,none
ideal,25,1,5,800,320,1600,1,0,0.004571099020173999,0.00010199959537354752,0.0015216460462597065,0.002947453378540745,0,none,,,1.8276937798510242,none
particle,25,1,5,800,320,1600,1,0,3.5025232472881895,-0.28069102223204767,3.21481416482607,0.5684001046941674,0,none,0.029027904,,2.9757501053704676,none
franken,25,1,5,800,320,1600,1,0,4.2936088850518495,-0.3774404120845385,3.9697358420229785,0.7013134551134101,0,none,0.003164985,,3.5597055649285116,none
ideal,25,1,6,800,320,1600,1,0,0.004497600888609502,0.007257712485296608,0.002030471549851755,-0.004790583146538862,0,none,,,1.9491092415887583,none
particle,25,1,6,800,320,1600,1,0,3.0231390995207406,-0.0841549268158222,2.7650927793329343,0.3422012470036285,0,none,0.033447687,,3.5538161515149413,none
franken,25,1,6,800,320,1600,1,0,2.7434725115098213,-0.37219638749897743,2.424885455951105,0.6907834430576931,0,none,0.003352395,,3.635197702065466,none
ideal,25,1,7,800,320,1600,1,0,0.004802042197150799,0.0012745822550098151,0.0023378994635393055,0.001189560478601678,0,none,,,2.235356463864255,none
particle,25,1,7,800,320,1600,1,0,3.8342083148676336,-0.04955702430389361,3.5626455190243522,0.3211198201471751,0,none,0.031667021,,2.9991504653174714,none
franken,25,1,7,800,320,1600,1,0,6.0280130144301065,-0.3655685497375582,5.715722232364477,0.6778593318031895,0,none,0.006145122,,3.4236636217144487,none
ideal,25,1,8,800,320,1600,1,0,0.007069710843679102,-0.0034473164791061772,0.003390885561879325,0.007126141760905953,0,none,,,2.4103252614277073,none
particle,25,1,8,800,320,1600,1,0,2.8843128928685764,-0.23940467109576377,2.545803767838119,0.5779137961262211,0,none,0.019453429,,3.6536118354652762,none
franken,25,1,8,800,320,1600,1,0,3.53533556248586,-0.3833618396714513,3.21370775034467,0.7049896518126421,0,none,0.002971369,,4.176765477480367,none
ideal,25,1,9,800,320,1600,1,0,0.004927977744741625,0.015165449955996224,0.001367515988020227,-0.011604988199274826,0,none,,,2.2324019855825914,none
particle,25,1,9,800,320,1600,1,0,8.457409052425232,-0.26284083064085706,8.142188269042954,0.5780616140231352,0,none,0.014732564,,4.027391755486532,none
franken,25,1,9,800,320,1600,1,0,8.573560033741565,-0.34724870223152027,8.266351547224673,0.6544571887484129,0,none,0.003059399,,4.3906146916683575,none
ideal,25,1,10,800,320,1600,1,0,0.00689222408510756,0.006705930412519767,0.004769450292262591,-0.004583156619674797,0,none,,,2.5543328827837053,none
particle,25,1,10,800,320,1600,1,0,6.11402782886203,-0.24204588865520787,5.797832517400707,0.5582412001165313,0,none,0.067319394,,3.425353716207361,none
franken,25,1,10,800,320,1600,1,0,5.9627181460619685,-0.3217069037731773,5.645423584224593,0.639001465610553,0,none,0.007319474,,3.53818197899595,none
finkel,25,1,2,800,320,1600,40,106701,0.15609215919229172,-0.07246853100988032,0.12164897937086529,0.10691171083130677,3,bkf.SampleUniform,55.307606987,,2.1097979467769754,bkf.MhSampled,true
finkel,25,1,3,800,320,1600,40,110594,0.39529296369332634,-0.12992998051957827,0.3436341707078184,0.18158877350508612,3,bkf.SampleUniform,55.571120361,,2.3230990423475486,bkf.MhSampled,true
finkel,25,1,4,800,320,1600,40,99879,0.5591406670366957,-0.14937463015438124,0.49914631026413464,0.20936898692694228,3,bkf.SampleUniform,54.725393816,,3.935661324881259,bkf.MhSampled,true
finkel,25,1,5,800,320,1600,40,102760,1.4082614051489357,-0.16639673107795772,1.33021932587132,0.2444388103555732,3,bkf.SampleUniform,55.395355296,,2.5867766142454514,bkf.MhSampled,true
finkel,25,1,6,800,320,1600,40,101320,1.5089463210979495,-0.17581848860004465,1.4300784993645301,0.25468631033346384,3,bkf.SampleUniform,56.288959585,,2.5296283690952217,bkf.MhSampled,true
finkel,25,1,7,800,320,1600,40,102538,2.091073108118543,-0.17427377531695568,2.0056620610393656,0.259684822396133,3,bkf.SampleUniform,56.170218114,,2.3270899596059134,bkf.MhSampled,true
finkel,25,1,8,800,320,1600,40,101920,1.1735838073012907,-0.17214782418996236,1.093843413317985,0.25188821817326806,3,bkf.SampleUniform,58.177349462,,2.8428326069237353,bkf.MhSampled,true
finkel,25,1,9,800,320,1600,40,102688,2.220771042352834,-0.15047702758221973,2.1420119711767103,0.22923609875834355,3,bkf.SampleUniform,59.797104934,,2.5320705199191145,bkf.MhSampled,true
finkel,25,1,10,800,320,1600,40,100771,1.1290292669090758,-0.15233082042689547,1.0573763620784535,0.22398372525751756,3,bkf.SampleUniform,63.604073022,,2.381253002326309,bkf.MhSampled,true
finkel,25,1,2,800,320,1600,40,108687,0.14483935085400948,-0.06127910636388709,0.10818086271588011,0.09793759450201645,9,bkf.SampleUniform,73.837713014,,2.092530015163923,bkf.MhSampled,true
finkel,25,1,3,800,320,1600,40,106233,0.4030676430614768,-0.09906067959614104,0.35291623144220136,0.14921209121541648,9,bkf.SampleUniform,59.081905999,,2.3913111860147866,bkf.MhSampled,true
finkel,25,1,4,800,320,1600,40,106125,0.6222867281261798,-0.12172804203434076,0.5663694149031351,0.1776453552573855,9,bkf.SampleUniform,58.132269777,,3.9649027477788046,bkf.MhSampled,true
finkel,25,1,5,800,320,1600,40,108906,1.4529161813582405,-0.1523478386307085,1.3851974185211824,0.22006660146776658,9,bkf.SampleUniform,61.143339249,,2.6073240853367343,bkf.MhSampled,true
finkel,25,1,6,800,320,1600,40,107835,1.4324809237335219,-0.1748468379624174,1.3646867574691404,0.24264100422679905,9,bkf.SampleUniform,59.694310351,,2.4936145762420083,bkf.MhSampled,true
finkel,25,1,7,800,320,1600,40,109438,2.0394840171906754,-0.17052460424010218,1.9646726990698802,0.24533592236089785,9,bkf.SampleUniform,59.803441027,,2.275113969690855,bkf.MhSampled,true
finkel,25,1,8,800,320,1600,40,102445,1.0729530770553408,-0.19446935939613297,1.0001440987238026,0.2672783377276711,9,bkf.SampleUniform,61.823404927,,2.843463580427707,bkf.MhSampled,true
finkel,25,1,9,800,320,1600,40,103366,2.1498099431244007,-0.16377237287484736,2.0803829636875344,0.23319935231171363,9,bkf.SampleUniform,61.336875839,,2.517689745595635,bkf.MhSampled,true
finkel,25,1,10,800,320,1600,40,104907,1.0248437703301647,-0.19845811913644654,0.9382652306677899,0.2850366587988214,9,bkf.SampleUniform,60.411170099,,2.3928939998458136,bkf.MhSampled,true
finkel,25,1,2,800,320,1600,10,7275,0.1407538208328391,-0.0601214900915884,0.10093849708184538,0.09993681384258213,3,bkf.SampleUniform,52.983172775,,2.0526778269418138,bkf.MhSampled,true
finkel,25,1,3,800,320,1600,10,7365,0.41622161718244477,-0.10675451358513191,0.36779414592177545,0.15518198484580126,3,bkf.SampleUniform,50.709235931,,2.3254912497768405,bkf.MhSampled,true
finkel,25,1,4,800,320,1600,10,7136,0.5712277682690494,-0.08328629434491797,0.514401116851667,0.1401129457623004,3,bkf.SampleUniform,52.070353605,,3.905197426774653,bkf.MhSampled,true
finkel,25,1,5,800,320,1600,10,6714,1.2885994062206019,-0.07701226895202984,1.2288491495844813,0.13676252558815,3,bkf.SampleUniform,52.174647222,,2.423467521384071,bkf.MhSampled,true
finkel,25,1,6,800,320,1600,10,6964,1.245080619857463,-0.10198925180974366,1.1952751055296695,0.15179476613753723,3,bkf.SampleUniform,52.646761274,,2.3586044672753816,bkf.MhSampled,true
finkel,25,1,7,800,320,1600,10,6985,1.8893997973885295,-0.11418205258358599,1.8322778471301906,0.17130400284192482,3,bkf.SampleUniform,52.767813549,,2.273348523165683,bkf.MhSampled,true
finkel,25,1,8,800,320,1600,10,6493,1.069286790082363,-0.12445246426053244,1.0128935729494368,0.18084568139345847,3,bkf.SampleUniform,53.164515428,,2.758320448417078,bkf.MhSampled,true
finkel,25,1,9,800,320,1600,10,6964,2.1176391316243826,-0.11895685247440382,2.0519167359446127,0.1846792481541737,3,bkf.SampleUniform,53.13733815,,2.454986304306824,bkf.MhSampled,true
finkel,25,1,10,800,320,1600,10,6813,1.0826210162512477,-0.05082226204846013,1.0249469344985902,0.10849634380111761,3,bkf.SampleUniform,53.851938781,,2.2346212963821985,bkf.MhSampled,true
finkel,25,1,2,800,320,1600,10,7134,0.16864541724466797,-0.05703089567586794,0.13708134054516824,0.08859497237536769,9,bkf.SampleUniform,51.36541301,,2.0849348613472327,bkf.MhSampled,true
finkel,25,1,3,800,320,1600,10,6581,0.4147638010231708,-0.06853056445783423,0.369965125986609,0.11332923949439591,9,bkf.SampleUniform,51.329252832,,2.285809735444629,bkf.MhSampled,true
finkel,25,1,4,800,320,1600,10,7140,0.6245368453276474,-0.08442607636993796,0.5647067477574417,0.1442561739401436,9,bkf.SampleUniform,52.832161664,,3.891680877753164,bkf.MhSampled,true
finkel,25,1,5,800,320,1600,10,7093,1.3057042482446994,-0.09324971258719505,1.2406897600427451,0.15826420078914918,9,bkf.SampleUniform,54.963574264,,2.4565316969587307,bkf.MhSampled,true
finkel,25,1,6,800,320,1600,10,7585,1.321262081657637,-0.0787048581021052,1.2563052167836342,0.14366172297610807,9,bkf.SampleUniform,53.556826707,,2.439710453284578,bkf.MhSampled,true
finkel,25,1,7,800,320,1600,10,7580,2.009566174081133,-0.1176530170789987,1.9440799536138775,0.18313923754625436,9,bkf.SampleUniform,53.935002983,,2.23522677977763,bkf.MhSampled,true
finkel,25,1,8,800,320,1600,10,7138,1.096819283165496,-0.10022944685952714,1.0357662791908904,0.1612824508341328,9,bkf.SampleUniform,55.893342025,,2.7093111032210664,bkf.MhSampled,true
finkel,25,1,9,800,320,1600,10,7349,2.180900845335394,-0.14142434295006034,2.1101795252812563,0.21214566300419857,9,bkf.SampleUniform,56.099661341,,2.4670337486864415,bkf.MhSampled,true
finkel,25,1,10,800,320,1600,10,7095,1.0891194087793599,-0.14260076623646106,1.0263559781883453,0.20536419682747573,9,bkf.SampleUniform,56.417307968,,2.3317330622555605,bkf.MhSampled,true
finkel,25,1,2,800,320,1600,40,104505,0.1586429640222617,-0.07872198994519713,0.12617427652043092,0.1111906774470279,3,bkf.SampleLog,64.735857687,,2.093820498627522,bkf.MhSampled,true
finkel,25,1,3,800,320,1600,40,105367,0.4619467404830612,-0.08289929840080049,0.41213529250117026,0.13271074638269148,3,bkf.SampleLog,54.635294473,,2.316148608412049,bkf.MhSampled,true
finkel,25,1,4,800,320,1600,40,104841,0.7484378211781495,-0.13174575343281184,0.6860250816220311,0.1941584929889301,3,bkf.SampleLog,57.316007742,,3.976523231586271,bkf.MhSampled,true
finkel,25,1,5,800,320,1600,40,102046,1.618807161974436,-0.19076214295599508,1.5502738614859066,0.2592954434445245,3,bkf.SampleLog,56.081838005,,2.601208806612251,bkf.MhSampled,true
finkel,25,1,6,800,320,1600,40,105854,1.5512841882704609,-0.1735227535335773,1.4825917360956724,0.24221520570836574,3,bkf.SampleLog,59.662765935,,2.5030730591878294,bkf.MhSampled,true
finkel,25,1,7,800,320,1600,40,102791,1.9948857439032952,-0.18351442903920337,1.9227627655681667,0.25563740737433194,3,bkf.SampleLog,58.065414049,,2.2448832619911876,bkf.MhSampled,true
finkel,25,1,8,800,320,1600,40,101945,1.0971476108376708,-0.15194476573266302,1.0260232606014423,0.2230691159688914,3,bkf.SampleLog,50.246515032,,2.7997436913234606,bkf.MhSampled,true
finkel,25,1,9,800,320,1600,40,99899,2.254528210780345,-0.12835761303358392,2.17956640256631,0.20331942124761831,3,bkf.SampleLog,52.821138138,,2.5325813960957886,bkf.MhSampled,true
finkel,25,1,10,800,320,1600,40,106555,1.0645783210484128,-0.19576569857925524,0.9871480000229937,0.27319601960467427,3,bkf.SampleLog,50.544434643,,2.442407620193181,bkf.MhSampled,true
finkel,25,1,2,800,320,1600,40,111965,0.17635266626095697,-0.11860428313687149,0.13901080614760308,0.1559461432502254,9,bkf.SampleLog,52.431715004,,2.1609754772763434,bkf.MhSampled,true
finkel,25,1,3,800,320,1600,40,105296,0.384558387588384,-0.08468715398075755,0.3449248998133661,0.12432064175577553,9,bkf.SampleLog,51.124230213,,2.341919069764557,bkf.MhSampled,true
finkel,25,1,4,800,320,1600,40,106222,0.5853575820454808,-0.07555232531299011,0.5290433800867768,0.1318665272716942,9,bkf.SampleLog,51.939252107,,3.9286689440654796,bkf.MhSampled,true
finkel,25,1,5,800,320,1600,40,110736,1.2654516480518734,-0.14225780426229911,1.2024034873950096,0.20530596491916317,9,bkf.SampleLog,52.641362527,,2.502752639449149,bkf.MhSampled,true
