model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType
ideal,25,1,1,80,20,10,0,0,0.05207870085624208,0.07540195849316322,0.01635169881519723,-0.039674956452118375,0,none,,,1.7399284062137932,none
particle,25,1,1,80,20,10,0,0,1.3239711902131235,1.5708634412598497,0.09754887851030322,-0.34444112955702955,0,none,,,1.7439651009701556,none
franken,25,1,1,80,20,10,0,0,0.40225584636050465,0.7046497897553963,0.06359761732561799,-0.3659915607205096,0,none,,,1.7339392993785812,none
ideal,25,1,2,80,20,10,0,0,0.032702837207441646,-0.06225491964901578,0.01428388811070422,0.0806738687457532,0,none,,,1.7131152685225879,none
particle,25,1,2,80,20,10,0,0,7.935686017262821,-0.2013077525129169,7.264089535211693,0.8729042345640431,0,none,0.082682163,,4.4737003395759585,none
franken,25,1,2,80,20,10,0,0,5.578903337828699,-0.4527195388181148,5.057810324066066,0.9738125525807471,0,none,0.232146191,,4.170177860680804,none
ideal,25,1,3,80,20,10,0,0,0.06637523839245695,0.05325562081713489,0.04306165959948058,-0.02994204202415854,0,none,,,2.559027615464336,none
particle,25,1,3,80,20,10,0,0,9.501623976505353,1.9519025541284414,7.983649473525431,-0.43392805114851885,0,none,373507e-9,,7.412661258083898,none
franken,25,1,3,80,20,10,0,0,10.268471170127158,0.23531041408109432,9.657275006238347,0.37588574980771544,0,none,544182e-9,,6.366205073829476,none
ideal,25,1,4,80,20,10,0,0,0.07436402205837941,-0.023639093239828324,0.047342986485528045,0.050660128812679686,0,none,,,2.7972072717887606,none
particle,25,1,4,80,20,10,0,0,25.946359097930195,2.145884055256351,24.18260022768989,-0.3821251850160439,0,none,355317e-9,,11.716914533481212,none
franken,25,1,4,80,20,10,0,0,13.004050570830413,0.620253074586965,12.23403888954467,0.14975860669877844,0,none,471778e-9,,7.949997963454756,none
ideal,25,1,5,80,20,10,0,0,0.11591492357935394,0.025468967476383747,0.08258706999964437,0.007858886103325836,0,none,,,2.8171072782618127,none
particle,25,1,5,80,20,10,0,0,35.076730884265686,6.425948994824981,29.579703383277057,-0.9289214938363417,0,none,286455e-9,,20.09066254443435,none
franken,25,1,5,80,20,10,0,0,22.7449441937373,1.1268004150583715,21.70749779267946,-0.08935401400053125,0,none,368527e-9,,12.964455779767889,none
ideal,25,1,6,80,20,10,0,0,0.15715332859067407,0.02251911750150587,0.12354522084618633,0.011088990242981892,0,none,,,3.4830837389241815,none
particle,25,1,6,80,20,10,0,0,80.46686411753959,2.894043839912789,78.23038414068353,-0.6575638630567336,0,none,383038e-9,,39.649994781883535,none
franken,25,1,6,80,20,10,0,0,42.43309130542305,0.8725059860199958,41.58783734484948,-0.0272520254464296,0,none,0.002119839,,19.94733288019346,none
finkel,25,1,2,80,20,10,5,2203,0.3657365958337032,0.3802537049751297,0.28655748356822175,-0.3010745927096483,3,bkf.SampleUniform,1.093836412,,1.5821631334591815,bkf.MhCompromise
finkel,25,1,3,80,20,10,5,2193,1.378328684056788,0.6528784416484092,1.1800339719414716,-0.4545837295330928,3,bkf.SampleUniform,0.677533927,,2.892650783283373,bkf.MhCompromise
finkel,25,1,4,80,20,10,5,2247,2.5196666829350507,0.5776154169863004,2.3345896410885794,-0.39253837513982903,3,bkf.SampleUniform,0.487729423,,3.087878078214207,bkf.MhCompromise
finkel,25,1,5,80,20,10,5,2358,5.1907752182741635,0.6882063504207996,4.963133150719715,-0.4605642828663513,3,bkf.SampleUniform,0.610401424,,3.9889236344549794,bkf.MhCompromise
finkel,25,1,6,80,20,10,5,2302,8.764217287589014,0.6376466560747128,8.545013956913806,-0.4184433253995031,3,bkf.SampleUniform,0.429161327,,3.5849114706393435,bkf.MhCompromise
finkel,25,1,2,80,20,10,5,2320,0.40069671553504105,0.4087357540431694,0.292841801032293,-0.30088083954042144,6,bkf.SampleUniform,2.583450329,,1.6009493509711745,bkf.MhCompromise
finkel,25,1,3,80,20,10,5,2246,1.2737321420627286,0.8468807933618364,0.9690373808671641,-0.5421860321662721,6,bkf.SampleUniform,0.513748292,,2.9089570380763763,bkf.MhCompromise
finkel,25,1,4,80,20,10,5,2383,3.0193262818844593,0.7930571458992951,2.7701527973690534,-0.5438836613838893,6,bkf.SampleUniform,0.45115872,,3.35429509672013,bkf.MhCompromise
finkel,25,1,5,80,20,10,5,2606,6.259151873818735,0.8467525004752131,5.960739019822359,-0.5483396464788373,6,bkf.SampleUniform,0.477315659,,4.7624792437294845,bkf.MhCompromise
finkel,25,1,6,80,20,10,5,2728,8.823382818580624,1.0977125031363388,8.321747101303492,-0.5960767858592068,6,bkf.SampleUniform,0.441145852,,4.232867683334191,bkf.MhCompromise
finkel,25,1,2,80,20,10,70,54505,0.5618159961089477,0.9233015118628793,0.27652824128625125,-0.6380137570401828,3,bkf.SampleUniform,0.840224271,,1.52184533194706,bkf.MhCompromise
finkel,25,1,3,80,20,10,70,57667,1.4306387043421334,1.3660444645848484,0.9100048772122551,-0.84541063745497,3,bkf.SampleUniform,0.872826469,,2.8390281007667957,bkf.MhCompromise
finkel,25,1,4,80,20,10,70,63265,2.585651540257302,1.5073194030229011,1.9962706915173156,-0.9179385542829146,3,bkf.SampleUniform,0.88153494,,3.4697308144920527,bkf.MhCompromise
finkel,25,1,5,80,20,10,70,55918,4.188262375377474,1.8101334526498793,3.407948165979774,-1.0298192432521796,3,bkf.SampleUniform,1.053950044,,4.770793126496895,bkf.MhCompromise
finkel,25,1,6,80,20,10,70,55556,7.838085979292009,2.134450415114952,6.8074479212751715,-1.1038123570981144,3,bkf.SampleUniform,0.985208522,,4.866005835389716,bkf.MhCompromise
finkel,25,1,2,80,20,10,70,64644,0.4171280540908583,0.7533535731353966,0.17927877299861927,-0.5155042920431576,6,bkf.SampleUniform,1.467381058,,1.4962494769059163,bkf.MhCompromise
finkel,25,1,3,80,20,10,70,66452,1.169342969851182,1.3117041383047288,0.6931377359250401,-0.8354989043785869,6,bkf.SampleUniform,1.335452695,,2.723906202667235,bkf.MhCompromise
finkel,25,1,4,80,20,10,70,67115,2.383644107624018,1.6173717251161663,1.681475885163841,-0.915203502655989,6,bkf.SampleUniform,0.979352874,,3.319418681508077,bkf.MhCompromise
finkel,25,1,5,80,20,10,70,63346,4.58393704450322,1.6049862511895043,3.906998064870514,-0.9280472715567973,6,bkf.SampleUniform,0.954663037,,4.959747000533235,bkf.MhCompromise
finkel,25,1,6,80,20,10,70,60167,7.856917505489236,2.1718818780877815,6.784944538980991,-1.0999089115795357,6,bkf.SampleUniform,0.940494123,,5.379604887283715,bkf.MhCompromise
finkel,25,1,2,80,20,10,200,175495,0.4837811212543328,0.7746027482907,0.2507487702025524,-0.5415703972389194,3,bkf.SampleUniform,1.647757831,,1.4967137475514478,bkf.MhCompromise
finkel,25,1,3,80,20,10,200,194007,1.2495780304529631,1.4163881404897074,0.6927642431795308,-0.859574353216275,3,bkf.SampleUniform,1.671550038,,2.7391551335456366,bkf.MhCompromise
finkel,25,1,4,80,20,10,200,203577,2.388618477553688,1.6913577213301934,1.6396345630270532,-0.9423738068035588,3,bkf.SampleUniform,1.58268359,,3.500583382207531,bkf.MhCompromise
finkel,25,1,5,80,20,10,200,183625,4.910654330844737,1.8979542533849503,4.054306872112038,-1.0416067946522516,3,bkf.SampleUniform,1.572318432,,5.192557306393889,bkf.MhCompromise
finkel,25,1,6,80,20,10,200,172189,7.607720863881547,2.3007714851979837,6.427969530655944,-1.1210201519723806,3,bkf.SampleUniform,1.637629247,,5.4790834760789995,bkf.MhCompromise
finkel,25,1,2,80,20,10,200,200998,0.5554811992649308,0.7622418908741397,0.3325426797817787,-0.5393033713909876,6,bkf.SampleUniform,2.179256576,,1.5045194981785117,bkf.MhCompromise
finkel,25,1,3,80,20,10,200,212846,1.2493311616692855,1.1842217217865696,0.8295634926450116,-0.7644540527622956,6,bkf.SampleUniform,2.15062434,,2.7829101405863073,bkf.MhCompromise
finkel,25,1,4,80,20,10,200,219236,2.775712193807698,1.5571238017852447,2.15079538448693,-0.9322069924644765,6,bkf.SampleUniform,2.12549768,,3.1932408072088525,bkf.MhCompromise
finkel,25,1,5,80,20,10,200,206871,5.667230004914981,1.6404470480190438,4.967726914621726,-0.9409439577257881,6,bkf.SampleUniform,2.64236637,,4.608503791215432,bkf.MhCompromise
finkel,25,1,6,80,20,10,200,186418,7.699564977715584,1.9778385681200796,6.715424644141726,-0.9936982345462214,6,bkf.SampleUniform,2.213138715,,4.657891107483403,bkf.MhCompromise
ideal,25,2,1,80,20,10,0,0,0.06817563138162683,0.1094173911538612,0.02477597922145333,-0.06601773899368771,0,none,,,1.8937362182213056,none
particle,25,2,1,80,20,10,0,0,0.6596274283757307,0.5165122317888053,0.2098582744623214,-0.06674307787539588,0,none,,,2.2854448434959047,none
franken,25,2,1,80,20,10,0,0,0.33649891751195077,0.4360633650837568,0.10395213906938375,-0.2035165866411898,0,none,,,1.783837891508067,none
