model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType,useForward,neighborhoodsize,mvlmean,mvlvar
truth,60,1,1,,,,,0,,,,,0,none,,,,none,,,1.7742134177929214,0
observed,60,1,1,,,,,0,,,,,0,none,,,,none,,,1.9810068376758134,0
ideal,60,1,1,80,1280,6400,0,0,,,,,0,none,,,2.365922412556646,none,,,0,3
particle,60,1,1,80,1280,6400,0,0,0.0007239251102869712,0.003905895053765804,0.0002599508287061857,-0.0034419207721850184,0,none,,,2.3706259891205432,none,,,-0.0021296183660000946,2.994405098493402
franken,60,1,1,80,1280,6400,0,0,0.0037257854152242744,0.0061875446086035735,0.0011939902349581996,-0.0036557494283374994,0,none,,,2.3850731059285364,none,,4,-0.1279921679752288,2.84702755296149
truth,60,1,2,,,,,0,,,,,0,none,,,,none,,,-0.8463001319442827,0
observed,60,1,2,,,,,0,0.9250956679448571,0,0.9250956679448571,0,0,none,,,,none,,,-1.3993105013559501,27
ideal,60,1,2,80,1280,6400,0,0,0.003885953032771013,0.012121934630473993,0.0005244848730120292,-0.00876046647071501,0,none,,,1.6386256378603707,none,,,-1.6052568523620037,2.989318466860442
particle,60,1,2,80,1280,6400,0,0,1.4572278736347493,-0.5822156371503876,1.1749220722684908,0.8645214385166462,0,none,0.337396694,,2.9314375622973956,none,,,-0.8966550198354878,3.778369104483654
franken,60,1,2,80,1280,6400,0,0,1.3992911241691537,-0.5738317005989526,1.1214716034773153,0.8516512212907912,0,none,0.269289323,,2.893947773069598,none,,4,-1.3471314889286554,1.7269782333640071
truth,60,1,3,,,,,0,,,,,0,none,,,,none,,,1.9005851455142493,0
observed,60,1,3,,,,,0,1.0270062087877692,0,1.0270062087877692,0,0,none,,,,none,,,1.364462560893505,27
ideal,60,1,3,80,1280,6400,1,0,0.005338718309278785,0.016960422511652903,0.001258484436763107,-0.012880188639137223,0,none,,,1.6240399826597398,none,,,0.9271368658008303,3.1166868507782306
particle,60,1,3,80,1280,6400,1,0,2.620996574176812,-0.4151157683577116,2.379371226544348,0.6567411159901753,0,none,0.164748754,,2.9789672589620495,none,,,-2.34308981828746,1.1116175534179409
franken,60,1,3,80,1280,6400,1,0,2.3057781945103955,-0.48847740790179517,2.058152162427099,0.7361034399850914,0,none,0.039990296,,2.8517575789224345,none,,4,0.7861649542213699,1.6105064063370746
truth,60,1,4,,,,,0,,,,,0,none,,,,none,,,1.0826111944200467,0
observed,60,1,4,,,,,0,1.012991630513817,0,1.012991630513817,0,0,none,,,,none,,,1.0641103297296601,27
ideal,60,1,4,80,1280,6400,1,0,0.00434927396184053,-0.0007083187832484517,0.0010524703905857539,0.004005122354503228,0,none,,,1.6052320641664597,none,,,0.6610664880390629,3.154264455727636
particle,60,1,4,80,1280,6400,1,0,2.218407185718952,-0.3712029987675608,2.0156989941162062,0.5739111903703066,0,none,0.182698018,,3.3304282450813627,none,,,-0.7029917046712398,0.5924765251712041
franken,60,1,4,80,1280,6400,1,0,1.44499348937799,-0.46357814475257025,1.2008087169278805,0.7077629172026797,0,none,0.036536732,,2.788043166309732,none,,4,0.4923984517491913,1.846159308910301
truth,60,1,5,,,,,0,,,,,0,none,,,,none,,,-0.4087400681941259,0
observed,60,1,5,,,,,0,0.9526723734664597,-4163336342344337e-32,0.9526723734664597,0,0,none,,,,none,,,0.9339794342106329,27
ideal,60,1,5,80,1280,6400,1,0,0.0035095388593619544,-0.006189887338056824,0.0006918117528090837,0.009007614444609695,0,none,,,1.4954586435403991,none,,,-0.37478123281330245,3.164004606363714
particle,60,1,5,80,1280,6400,1,0,2.2642420990575016,-0.3891560498002684,2.041442121022427,0.6119560278353423,0,none,0.139362648,,2.9622132344278778,none,,,0.012284601624029922,2.5911157341807023
franken,60,1,5,80,1280,6400,1,0,1.412713917360389,-0.4720137103681046,1.1635410091536071,0.7211866185748865,0,none,0.036825641,,2.7212193670698843,none,,4,-0.3121726358099862,1.7264951007356186
truth,60,1,6,,,,,0,,,,,0,none,,,,none,,,0.366631405837631,0
observed,60,1,6,,,,,0,1.0031367497989836,-13877787807814457e-33,1.0031367497989836,0,0,none,,,,none,,,2.0267134027905507,27
ideal,60,1,6,80,1280,6400,1,0,0.0040018243136998805,-0.0001642917724227616,0.0014113745355723648,0.002754741550550277,0,none,,,1.753273018430086,none,,,1.3194290518822358,3.1664862025845855
particle,60,1,6,80,1280,6400,1,0,1.9759894478805375,-0.49017162438206396,1.7040654943576063,0.7620955779049952,0,none,0.099323951,,2.9599189944710793,none,,,0.41781622687537234,0.13364232950699761
franken,60,1,6,80,1280,6400,1,0,1.543756884566401,-0.4639537365504142,1.299874235288237,0.7078363858285783,0,none,0.037861308,,2.7488665412752957,none,,4,0.9283417416817765,1.8023183421760245
truth,60,1,7,,,,,0,,,,,0,none,,,,none,,,0.5903458568644901,0
observed,60,1,7,,,,,0,1.4793665029519523,0,1.4793665029519523,0,0,none,,,,none,,,1.6606425402070513,27
ideal,60,1,7,80,1280,6400,1,0,0.005669623399249637,-0.01911236206834467,0.0021116036437875546,0.022670381823806752,0,none,,,1.6312759763844464,none,,,2.540093892970292,3.1671182555670145
particle,60,1,7,80,1280,6400,1,0,1.934246825881836,-0.3632784796799143,1.726850167611895,0.5706751379498554,0,none,0.154100481,,2.357090702580402,none,,,-0.5827650611361549,0.17684989545338703
franken,60,1,7,80,1280,6400,1,0,1.488185995918888,-0.46597568631920494,1.2396975591732808,0.714464123064812,0,none,0.038067456,,2.4137145790399828,none,,4,2.0651091460709567,1.9129541714580718
