model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType,useForward,neighborhoodsize,mvlmean,mvlvar
truth,48,1,1,,,,,0,,,,,0,none,,,,none,,,-2.4383279836278158,0
observed,48,1,1,,,,,0,,,,,0,none,,,,none,,,-0.473578188154426,0
ideal,48,1,1,80,3200,12800,0,0,,,,,0,none,,,2.6064140793463473,none,,,0,3
particle,48,1,1,80,3200,12800,0,0,0.00029333515821254293,0.0006076262116200826,6461361627369814e-20,-0.000378904669681238,0,none,,,2.6344283499963823,none,,,0.01063239790142284,3.0322321936759273
franken,48,1,1,80,3200,12800,0,0,0.001395909208931127,-0.0077213865252126895,0.00041686547425919793,0.008700430259884621,0,none,,,2.630763406342988,none,,4,0.034194099311478966,2.9947754880649606
truth,48,1,2,,,,,0,,,,,0,none,,,,none,,,-1.2489562635999074,0
observed,48,1,2,,,,,0,0.515110404098235,0,0.515110404098235,0,0,none,,,,none,,,-2.837468284237014,27
ideal,48,1,2,80,3200,12800,0,0,0.004237366034040809,0.00896835070072198,0.0013788225835819343,-0.006109807250263109,0,none,,,1.603020337925327,none,,,-1.8478776189988957,2.989318466860442
particle,48,1,2,80,3200,12800,0,0,1.6344375505971387,-0.5880979059475193,1.3524761825541076,0.8700592739905505,0,none,0.534280805,,1.860180735785204,none,,,-2.4920952529482996,4.61005317534225
franken,48,1,2,80,3200,12800,0,0,1.5991808256517146,-0.5891545341826497,1.3173939209229624,0.870941438911402,0,none,0.376419921,,1.4343034851286338,none,,4,-1.5149706116766382,1.824008718345566
truth,48,1,3,,,,,0,,,,,0,none,,,,none,,,-2.2613347686618037,0
observed,48,1,3,,,,,0,0.9304929334711134,0,0.9304929334711134,0,0,none,,,,none,,,0.6976783025338484,27
ideal,48,1,3,80,3200,12800,1,0,0.004319622855347443,-0.010949856279739364,0.0012732548304016688,0.013996224304685136,0,none,,,1.6020268726743057,none,,,-0.6154483401242321,3.1166868507782306
particle,48,1,3,80,3200,12800,1,0,1.040336630587217,-0.4838968981229972,0.7755310283355328,0.7487025003746812,0,none,0.284364808,,1.763586851453101,none,,,-2.546651967392466,1.2759277559379985
franken,48,1,3,80,3200,12800,1,0,0.9370466470896834,-0.4821739224302359,0.6849242479732515,0.7342963215466679,0,none,0.144213471,,1.3977859996978579,none,,4,-0.319530967906676,1.773493433440422
truth,48,1,4,,,,,0,,,,,0,none,,,,none,,,0.8389030739086474,0
observed,48,1,4,,,,,0,1.1008610889039447,0,1.1008610889039447,0,0,none,,,,none,,,2.737771498391373,27
ideal,48,1,4,80,3200,12800,1,0,0.00458518730796282,0.012860316654020168,0.0017516273397145488,-0.010026756685771897,0,none,,,1.365032850550275,none,,,2.557715829843583,3.154264455727636
