model,mod,M,MEquiv,r,sampType,mhType,hpl,nIter,useForward,dimension,rep,startTime,step,checksum,putime,samptime,klerror,kl,covdiv,meandiv,entropydiv,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,v0101,v0202,v0303,v0404,v0505,v0606,v0707,v0808,v0909,v1010,v1111,v1212,v1313,v1414,v1515,v1616,v1717,v1818,v1919,v2020,v2121,v2222,v2323,v2424,v2525,v2626,v2727,v2828,v2929,v3030,v0102,v0203,v0304,v0405,v0506,v0607,v0708,v0809,v0910,v1011,v1112,v1213,v1314,v1415,v1516,v1617,v1718,v1819,v1920,v2021,v2122,v2223,v2324,v2425,v2526,v2627,v2728,v2829,v2930,v0103,v0204,v0305,v0406,v0507,v0608,v0709,v0810,v0911,v1012,v1113,v1214,v1315,v1416,v1517,v1618,v1719,v1820,v1921,v2022,v2123,v2224,v2325,v2426,v2527,v2628,v2729,v2830
Block PF,block,32000,400,3,,,,,,30,1,2018-08-29T16:49:42.613,1,0.9989908632365132,8.100393765,0,,0.053641295044846035,-0.037752457299894945,0.027284525612510657,0.06410922673223031,-0.0031993654010642513,0.032224570529444274,-0.13198037027178833,-0.2619848987535107,-0.07184621963549453,0.024225903664376713,0.35966244672971903,0.006578654424028052,-0.24345152456322194,0.153442561384866,0.007178166218925863,-0.19241127473425879,-0.27531497024013385,-0.004179452141412021,0.23210484680718424,0.03645567339273792,-0.05046800978026235,0.14154559563949842,0.17269564212324773,0.015606010471192588,-0.02603830023441267,-0.18645853442174465,0.03478417919649257,-0.011481330254916988,0.09439456968388454,-0.008347912467190646,0.12946753123766783,-0.061798341577751936,0.010054067202184713,-0.018660369224364426,0.14316292235658135,0.5099855912914882,0.6688401327933632,0.5544953616354167,0.49104403960317433,0.12885481550438754,0.6840823838773862,0.5240302943046233,0.6941285338418932,0.6223230701082471,0.14236754041911287,0.6142635865545867,0.666036414238091,0.5132292245147783,0.6956903629975609,0.13878253566485688,0.6546829770657064,0.5415365829185026,0.7172193270198036,0.4782347731844998,0.14806466058052353,0.5708329306923149,0.6608501353948202,0.5605241698426269,0.6665094333372364,0.13847067124306728,0.6646982843643992,0.5730374474449286,0.6581344818749854,0.5449055119973332,0.03187528500722583,0.11677552785143802,0,0.05225999788453954,0.05850776303455324,0,0.10425133607114657,0.10576781146919971,0,0.04743005222825268,0.026723816297705656,0,0.08095052893240015,0.12206330788626055,0,0.031291434524259365,0.09176025137298298,0,0.11779959609611952,0.021070718959054095,0,0.10288302738533692,0.10979296829731053,0,0.02599923753793907,0.024867834342120306,0,0.10028673605969918,0.10174626732810355,0.00260604206246711,0,0,0.017547433843009722,0,0,-0.01603679011761987,0,0,-0.01992933446389091,0,0,-0.019772304700169382,0,0,-0.0018904110312234304,0,0,-0.0033947227550440518,0,0,-0.009856980048799072,0,0,-0.038500311733296044,0,0,-0.0075438055248787765
Block PF,block,32000,400,3,,,,,,30,1,2018-08-29T16:49:42.613,2,0.6227296731420382,7.877196633,0,,0.011278278664631715,-0.005195546406664959,0.0027401307872513487,0.013733694284045325,-0.000933490832044831,0.014314395673891811,0.015373014231755022,-0.05962565173031131,-0.05442430114903951,0.027832383681580142,0.03568967667015244,0.09235142050743672,-0.003911774759006947,0.08983191527817291,0.006382967312744681,-0.038372409703195665,-0.1242654541659367,-0.060217846614613046,0.07377936889373199,0.05016946342640738,-0.0030123983331575843,0.06042615460016276,0.08296007492419566,0.06376701770215731,-0.010526911455734395,-0.05317530660135472,-0.019659113228936875,0.06535353505688146,0.12818900189481364,0.030841516867616492,0.022531059941996334,0.11385536151956208,0.0014815858106731472,-0.0046790601036091894,0.13689039825596966,0.14258562961759214,0.5445224965854247,0.18608130988917929,0.5349443956968916,0.07962346232063831,0.5426739298636037,0.19269379933804914,0.5370109501238373,0.20163415574472474,0.14045963838063732,0.15781881553709123,0.5425935131235421,0.19630991612538512,0.5410302704817952,0.08321498733676949,0.5295868227462834,0.20202288031167417,0.5439291960264417,0.1970142060073829,0.13821439771559077,0.14221677987931003,0.5543200099255426,0.2109046160454968,0.5422125150689224,0.08343907130715592,0.5290213839219025,0.1876234212456522,0.5335537517886265,0.19847487215588774,0.004025023575619305,0.03567867089049174,0,0.03368459194691063,0.020016679489546517,0,0.04160445282702521,0.042881862269807586,0,0.01060727691755712,0.0035050109798860593,0,0.04099259053533171,0.041317707976241916,0,0.008443193895636036,0.04557516148272727,0,0.04964205709302755,0.007125866799783288,0,0.04238229888952586,0.05035405103143378,0,0.02091507682053407,0.011475996675184622,0,0.040781341267198845,0.04891365482114756,-0.003641403982978174,0,0,0.005731108710580701,0,0,-0.009834964751047432,0,0,0.0014447162950332875,0,0,0.0049417132703247334,0,0,0.005557783939325969,0,0,0.0008152304106150621,0,0,0.018080893584852924,0,0,0.004210086500662421,0,0,0.013713057195542708
Block PF,block,32000,400,3,,,,,,30,1,2018-08-29T16:49:42.613,3,0.21575880963633653,8.092170352,0,,0.008289941777566754,0.015085898888155067,0.0009605638771355045,-0.007756520987723817,0.0005315571431184496,0.003030200482209422,0.009517505836017709,-0.0045620546550459995,-0.02247821044671605,-0.005832172201803987,0.027259887838887054,0.0728104617840779,0.07250842876215646,0.019541234123082507,0.022738995753473823,0.0033249207458048158,-0.04151820215087609,-0.08296705892411271,-0.07242848696380921,-0.010590801496631497,0.012304042524263425,0.010353547249658174,-0.015785859679503078,0.0398683268271961,-0.011989267468780263,-0.013055515540608242,-0.015500920818606101,0.08130726162146182,0.05403420269945158,0.03711753101455273,0.00989310568202717,0.061657077107773794,0.020268845090981355,-0.0047330340247687674,0.1379901754683758,0.09340336554413138,0.5249081444170616,0.13829943017828317,0.5238352794135416,0.07550056991251129,0.5224883958037987,0.14403552685403553,0.5296709454396006,0.1385334350765816,0.13898536310318052,0.09635765267530229,0.5276632979189447,0.14322517350804584,0.5229473887284877,0.07504987808649836,0.5289343999289885,0.14393315677945684,0.5180524783925634,0.14525739451115144,0.14045820948972243,0.09498362634769063,0.5264183824698608,0.14835732675430718,0.5181047913542433,0.07445361754197652,0.5209842744573431,0.13758368372345176,0.5286167773980186,0.14546847503917673,0.0014170888602554983,0.0176561978945304,0,0.015147180635223927,0.024031953042674907,0,0.038452429451402204,0.020727066626019162,0,-995246930895326e-19,0.003613329090417638,0,0.0370270950326926,0.023324725714237948,0,0.005404213104171602,0.03491204089715592,0,0.03389214593394673,0.0011165360879191503,0,0.01551717767071502,0.04073273217208451,0,0.016499885364963107,0.008337299652080311,0,0.01795494871440292,0.036933956118377353,0.0003282648406184393,0,0,0.005465216343713302,0,0,0.005370803088239011,0,0,0.0009931863358540786,0,0,0.0037908121868832057,0,0,0.00552671338636488,0,0,0.004240238073879751,0,0,0.013727175013317624,0,0,-0.0004584429785505705,0,0,0.011671648823572382
Block PF,block,32000,400,3,,,,,,30,1,2018-08-29T16:49:42.613,4,-0.10296765857181467,7.871386101,0,,0.007096770035174305,0.014559023731678231,0.00034938628845684265,-0.007811639984960768,0.003422556535030985,0.003725378453336453,0.019828804230675567,-0.06301502429978861,-0.011743138024626898,0.008467599273492943,0.007100148702850251,0.0514862485485158,0.05803147078943505,0.025283680762473115,-0.002118770575600948,0.018739722489028887,-0.00550698671047356,-0.04406965892613024,-0.02704842486028547,-0.007928064933234225,-0.008173342766052194,-0.03400627650449876,-0.006344635184038612,0.005894372997876762,0.001636823947913757,-0.025560885957644476,-0.001042442239800545,0.057832825621638606,0.007748689813958931,0.010446920455409181,0.00738996681572035,-0.045824739465883335,0.01157887645772071,0.01012301877348254,0.13631979035984038,0.08518806698166898,0.5039983570257724,0.1298977623080347,0.5239715752211197,0.07481255898288064,0.5255011755549055,0.13477582867309087,0.5272371291839892,0.128209159762751,0.14155796349431332,0.08754595866438351,0.5255208132645434,0.13774835062615234,0.5340089469314299,0.0739773015772078,0.527108042370683,0.13353393772683722,0.5236953559840144,0.13729491955258705,0.13840128462258422,0.08702205162242453,0.5247033624128077,0.1393047921685059,0.5260593694952439,0.07331331753031826,0.5164040094615474,0.1301663903509647,0.5244428951702468,0.13479027092401435,0.0020910534629717753,0.011397812144582109,0,0.011831863204523379,0.018999404789354236,0,0.030279977567789478,0.015212768530713591,0,0.0036918812155269072,0.0028235342025291865,0,0.038675977910198014,0.015769482118572414,0,0.0043915837501132884,0.031994804673189256,0,0.03526824950739722,0.0028494215257235445,0,0.008131898747308694,0.03730392280876208,0,0.020485949495676472,0.0062960687667537344,0,0.01026597230757854,0.03563532834240261,0.0011527745075928864,0,0,0.005036574678523562,0,0,-0.00689801304896465,0,0,0.0021021085921364086,0,0,0.0037104394485076566,0,0,0.004959415365665991,0,0,0.003422065950871731,0,0,0.009644092684194944,0,0,-0.006190840718659278,0,0,0.010543885160467774
Block PF,block,32000,400,3,,,,,,30,1,2018-08-29T16:49:42.613,5,0.7383852866669633,7.845505358,0,,0.006883947169597318,0.006333450401631945,0.0003626916820076713,0.0001878050859577031,0.0055037091360383705,-0.0035293769978157474,0.00440831707076661,0.07673142505339325,-0.018035025092843604,-0.001962588555131428,0.010068819617819205,0.015545840059279836,-0.010453279138971427,0.0357378798038141,-0.0008947685265872085,-0.0013953974174985007,-0.01277308322550863,-0.017525231753877435,0.017528112575969867,-0.0007326011641596297,-0.010346562023503258,-0.04181614376825005,0.017338697968100003,0.017982338901648555,0.0024140991885694546,-0.013086739945363829,-0.004001138912459901,0.037630055231710924,0.004810580611568693,-0.011276567340056443,-0.050283044215999606,-0.10652068632779216,-0.01408017436524367,0.0031881799508758357,0.13757362882193472,0.08915516006909634,0.500144859624918,0.12792474005606094,0.5186014052858934,0.07465292556097111,0.5264913980217095,0.13419599243915126,0.5203777224388928,0.12929842906619005,0.1404594324412001,0.08752839296394721,0.5227929203675014,0.13610055549165873,0.5185381309271716,0.07522173841757276,0.5217190666306519,0.137394783800551,0.5264681828318503,0.1344400470127472,0.13933522400065082,0.08646065003597533,0.5218419940604704,0.13644773959377854,0.5253605904428919,0.07634740089188978,0.5146799702874753,0.12878448424536548,0.5188510147912433,0.12867582507904354,0.0009007520611725583,0.010403964528055542,0,0.010606038545470198,0.01753634115480222,0,0.03394604362325816,0.013212050091969761,0,0.0017735940712291297,0.002652864192055058,0,0.0341691066218386,0.01462819249612172,0,0.006621915953528411,0.03826118723989989,0,0.034128556346471134,0.003750085797678711,0,0.010391979419255945,0.04139487941445394,0,0.022119451736355367,0.00261478548797994,0,0.011726466744395578,0.0338102455537488,-0.006063363177244437,0,0,0.005507866438774277,0,0,0.00014861858963031687,0,0,0.0020876245084940704,0,0,0.003837542681468288,0,0,0.006746286353425354,0,0,-0.001067001806268129,0,0,0.008409632771918151,0,0,0.008835210208800407,0,0,0.010059501841054891
Block PF,block,32000,400,3,,,,,,30,1,2018-08-29T16:49:42.613,6,0.5722107288385876,8.122748754,0,,0.007363357822144793,0.018675671848715453,0.0007373956271827278,-0.012049709653753385,0.0003876202888286606,0.00015184984045635286,0.01116007484148207,0.05625935260313733,0.013251992792239764,0.007947100031993282,0.017496382756906792,-0.003689595916297972,-0.0935458083230685,-0.026571888868445068,-0.00042969576727180936,-0.021259550457228604,-0.017465483203783938,-0.03610883168549295,-0.08093531019444097,0.017482539193564073,-0.004233125372347102,-0.011139450582988375,-0.02396349387028887,0.007973823528252252,-0.001504920480730032,0.014257358754733773,0.009468209031268993,0.017291635117424375,0.01724893176867348,-0.0007804259166786509,-0.00868563630155236,-0.04842379791073281,-0.012069569812231506,-0.001150546250974549,0.13827966005986772,0.08610796873999932,0.5333168054412871,0.12643427090906426,0.5183438554487049,0.07585238685865503,0.5198208046904864,0.13258618094632302,0.5222604333401865,0.13068582307860413,0.14113295056062602,0.08716244702225673,0.5103722829756426,0.13219071761601664,0.5300756715589893,0.07385114564062448,0.5207990250969685,0.13367063639689575,0.5245986003293966,0.12677041410619505,0.13988268108050317,0.08325410873842826,0.5294728423891245,0.1296367520704556,0.5178130623843733,0.07544486127031362,0.5281997336431836,0.12727310014139853,0.524649759058468,0.13249014110870067,0.0031089897329037515,0.012257542304977878,0,0.010405542892903961,0.01953885966643555,0,0.037153093237428145,0.011220334800304115,0,0.003986024038597277,0.002337325503145008,0,0.03095239041785277,0.014235444316329528,0,0.0047167118180676945,0.034662808516047194,0,0.031933655590172666,0.0018668212933501856,0,0.01664514012354343,0.034870002805399654,0,0.02080213986072318,0.006445547444187956,0,0.012033927652771184,0.035324855780118,-0.0017494124057396705,0,0,0.005090330435014503,0,0,0.005905219849035144,0,0,0.0017568180658015793,0,0,0.0026908241586840126,0,0,0.004963138038042718,0,0,0.0008221366799961189,0,0,0.01096270576498148,0,0,-0.003518218870166826,0,0,0.008869704327172025
Block PF,block,32000,400,3,,,,,,30,1,2018-08-29T16:49:42.613,7,0.31534109547839956,8.067969916,0,,0.007254373729387032,0.01318456833173874,0.0008756497203676638,-0.006805844322719371,-0.003412443406991983,-0.010686105709288074,-0.047108502714034495,0.028010794610921978,0.00394295020414015,0.005072762640486034,0.01190111647609482,-0.0006640593000943884,-0.04656596890685716,-0.10503080256619614,-0.002074953133640367,-0.007830532537500434,0.0013473148982169336,-0.03264338639236297,-0.10834569565430574,-0.03082013936179734,-0.006485304289409299,-0.04129041733013794,-0.013750283635536986,0.010637235742951917,0.011896762012098439,0.019755321089318656,0.007413982946507858,-0.012427459669610619,0.03094881623507717,0.01685684512819957,0.030556214368440693,-0.04743693971181279,-0.011069643023164044,-0.008112168463413616,0.13869409698216226,0.08559910628798749,0.5267218897093034,0.13032764022064489,0.5187745994530437,0.07546327216475712,0.5306999517442955,0.13385166102155077,0.5305739036669449,0.12650550313990674,0.1375767567261906,0.08759769852165718,0.5175789166468339,0.13419597813768808,0.529360653014543,0.0739618615867692,0.5163380213821566,0.13297159869867806,0.5098162273282747,0.12844096213547262,0.1366753666902075,0.08544324734703973,0.5157503758895075,0.13801335033242676,0.5172348485017491,0.07527308840373112,0.5306753633649505,0.13033817472644396,0.5183026595994715,0.1317006268556162,0.003795799589889582,0.008451491955202154,0,0.011131921658327116,0.018526980523527973,0,0.03518804096646698,0.012319893864996169,0,0.002807461254700362,0.0029265544527499942,0,0.032746003121448146,0.015331551102240857,0,0.005275955242672113,0.03331796226603201,0,0.039732027232114206,0.0033877803410463946,0,0.012102271199379556,0.035112887059408626,0,0.02047549291658038,0.005148163840934206,0,0.015504224253781507,0.030090227743830175,-0.0011599685779161175,0,0,0.004541997793904182,0,0,0.0003069710580371779,0,0,0.0018075189567847815,0,0,0.002784752500392381,0,0,0.004093287783841487,0,0,0.010903302692893647,0,0,0.010476595197471555,0,0,0.0006963521311261372,0,0,0.010056857650765761
Block PF,block,32000,400,3,,,,,,30,1,2018-08-29T16:49:42.613,8,0.8593211287058794,7.830203823,0,,0.007244720765751333,0.0034319579183382004,0.0006995941073872833,0.0031131687400258483,-0.0012882388031308922,0.0011120506809585429,-0.013867713537220494,0.03363550329034018,0.005227857530006527,0.0001587719704217727,0.024379682279822082,0.00773642927075785,-0.03655756370361718,-0.10864132435398566,-0.01638568021114506,-0.016194927901725942,-0.00017193558718509028,-0.02508497676565158,-0.0817703599016979,-0.04141252285206376,-0.04137263441877703,-0.032549632034941975,-0.01822233406367757,-0.004297837074492716,0.003113946632722353,0.033673521052534516,-0.00425482893366147,-0.02474775624354808,0.03686768741168556,0.007158556177283712,0.015868799731304506,-0.07474776022031224,-0.018603726202304216,-0.001014641935659255,0.13711092972751496,0.08668947292770524,0.5132080272782804,0.129620746185274,0.5196771000353247,0.0746749039620593,0.5238382684754334,0.13414853090536782,0.5181757536334081,0.1351725719542786,0.1434364603825906,0.08675971502007716,0.5274585400540794,0.13219691936449648,0.521605553571103,0.07529523989908687,0.5048500166897064,0.14161448784052125,0.5388940046208502,0.1362718537154306,0.1359698840647153,0.08661530805552434,0.5147553359943832,0.13373577371006135,0.5200563563269467,0.07587464745011797,0.5127313696522381,0.13010774664682448,0.5130590791114401,0.13271788803604256,0.00170780942781671,0.009799173761720298,0,0.011595984975818383,0.02039657891931298,0,0.03426614468659762,0.012216327671279874,0,-0.0013105051786276945,0.0034158551921720437,0,0.03128268613482165,0.015262248952709908,0,0.003907266775340941,0.038839498008892026,0,0.04314925587456353,0.0013861491274703964,0,0.010140748005290252,0.034940185707874084,0,0.016368652090613188,0.005052999932665654,0,0.013227681523776076,0.03633013897304056,-0.0009476486193887045,0,0,0.0037359188543376128,0,0,0.0010724865066776067,0,0,0.004265791570109012,0,0,0.0052934948645264645,0,0,0.004452690167471302,0,0,0.002225700558333954,0,0,0.009351091334550815,0,0,0.012641217772477382,0,0,0.013798942768844847
Block PF,block,32000,400,3,,,,,,30,1,2018-08-29T16:49:42.613,9,1.0037488591958545,7.732427575,0,,0.006845214765201331,0.014119978982765069,0.0003787765542190153,-0.0076535407717827535,8951857935196594e-20,-0.0011588182012566006,-30674039117162266e-21,0.011284167814441803,0.01701946341602434,0.014572648689409162,-0.02575750079179162,-0.0017197118033579935,0.004094552910435506,-0.018317488019425177,-0.0018313544647572955,0.009516104004888948,-0.0007332827619156435,0.016413657829870698,0.0591414921909498,0.005429587928103885,-0.0011830389031153299,-0.009894323944047101,0.01245505441679201,0.010986666075939122,0.003579902939494034,-0.002021902276035936,0.0046869880704975,-0.04500197740641254,-0.00188227666472629,0.014385267685418146,0.026540332267566136,-0.1243640769895572,-0.017503003693699504,-0.0017904226829987824,0.1390843920949345,0.08464315308277773,0.5253644047014978,0.1290824255055935,0.5156194007029933,0.07544582634975752,0.5139160056753944,0.13122874031104279,0.5182137779797233,0.12718400248410502,0.1385274635712584,0.08578452995904312,0.518325828542093,0.13297217790985386,0.5298535512542336,0.07346107005359938,0.5259866647572744,0.12973832721718398,0.5216145014125873,0.13880864949894928,0.13641031227178227,0.08594284125833743,0.5245089809423473,0.1348229074753326,0.5176892403413648,0.07521117783207125,0.5419047313465749,0.12845483594212986,0.5269574544631608,0.13266026295015035,0.0013183842245073141,0.011206842398381224,0,0.010765400792465013,0.021794140104818865,0,0.031012767080048007,0.017597243469163706,0,0.002425329788848876,0.0034990537449775087,0,0.03209227961349292,0.01594344083533472,0,0.00495567639000799,0.03350799227905252,0,0.03391177381011566,0.0009446534070948187,0,0.011310602112950648,0.032719702379470895,0,0.016952235531574534,0.007811272636295236,0,0.012263168671816465,0.03797412206186679,-0.0019427405515732357,0,0,0.005028945443356231,0,0,0.005667365875485845,0,0,0.0030251058482764085,0,0,-0.00045650916177846266,0,0,0.0047179730254561115,0,0,0.0006030076949161505,0,0,0.009473045523340976,0,0,0.007461690679728613,0,0,0.00836364309535322
Block PF,block,32000,400,3,,,,,,30,1,2018-08-29T16:49:42.613,10,0.7084419007269529,7.80471584,0,,0.0068328240450891715,0.006982823577961016,0.0005147855713870023,-0.0006647851042588449,-0.0018192857471636126,0.01940543475100609,0.07407857149383901,0.05781980057090963,0.019028492518166074,-0.0017291162846249791,0.011172164608303864,0.003181861933724217,-0.010093596789721992,0.00673792106751403,-0.016053644827393354,0.016244363425055225,0.02243963945932287,0.024217231365663505,-0.004829903323368648,0.014122238953053534,0.00023186161662480664,0.01883992106289445,0.01858789129213445,0.012686197927802172,0.0033533603449262817,-0.026437726870051803,-0.005309707424339005,-0.06613347982754958,-0.04212797355182296,-0.004996297683446116,0.03407953244809225,-0.06318547702048682,-0.02743102097697714,-0.004373657057791358,0.13980425582324452,0.08410586408438947,0.5333108887062472,0.12941196453343906,0.5358691921823194,0.07373029494107715,0.5229771531448193,0.13376170342972118,0.5243409853543834,0.1299736984279681,0.14012675265338,0.08635736998471995,0.518299349599731,0.1340021792666511,0.5236244469281158,0.07548006552532535,0.5250810426372035,0.13395568167482594,0.5214608902237471,0.13373067669217187,0.13620489574313974,0.0868247353011488,0.5331287285562324,0.1325002804112451,0.5161507069623094,0.07480346180070799,0.5159585712577055,0.13073203025953126,0.5282592354750603,0.13488949691008179,0.003700558557512235,0.007736860951916026,0,0.0061315245936733815,0.017505090407012508,0,0.030543261334701415,0.01493152373280312,0,0.0027407293643807616,0.005217478458795463,0,0.035308193653022596,0.015922591270418698,0,0.00648602832718922,0.0341820013529085,0,0.04002114852313163,0.00011772529596557602,0,0.010548715937957982,0.03250378180764353,0,0.018129352676973173,0.008213925816251973,0,0.013960687656041743,0.0353454188501289,-0.002781180487869922,0,0,0.0033983987436746648,0,0,0.008020891102334239,0,0,0.003271633052226822,0,0,-0.0006693033815387467,0,0,0.004988944164620582,0,0,0.003940289938935725,0,0,0.008670946626024717,0,0,0.004011332411651176,0,0,0.008443086816185523
