ideal
1.741426416389197
1.9588317322838555
0.6075418853702481
-0.8249472012649068
particle
50
3
3
100
2000
10000
200
8.983394804795326
0.0032791133434008357
8.532750801335323
0.4473648901166026
franken
50
3
3
100
2000
10000
200
9.19701609106862
-0.3854508769117748
8.731287494965848
0.8511794730145475
ideal
100
1
3
100
2000
10000
200
0.09024660023864443
0.03787905613592898
0.058282500797727926
-0.005914956695012459
finkel
100
1
3
100
2000
10000
200
1.7201207312417464
1.9568638440607555
0.5353960082158365
-0.7721391210348458
particle
100
1
3
100
2000
10000
200
13.486948682757095
0.1142475727457396
12.978456198348901
0.39424491166245257
franken
100
1
3
100
2000
10000
200
5.640097150094687
-0.39839359840821437
5.199194275966892
0.839296472536007
ideal
100
2
3
100
2000
10000
200
0.08960087509409416
0.07537569824310426
0.05037873945935185
-0.036153562608361986
finkel
100
2
3
100
2000
10000
200
1.453338661004476
1.7552390489640564
0.4015098337211176
-0.7034102216806979
particle
100
2
3
100
2000
10000
200
5.495698803382184
0.45293211461051686
5.069172026962529
-0.026405338190861556
franken
100
2
3
100
2000
10000
200
3.363229582148898
-0.38962503896247364
2.9172766362126907
0.8355779848986814
ideal
100
3
3
100
2000
10000
200
0.07052863043137841
0.05617180971389913
0.03052303587577468
-0.01616621515829541
finkel
100
3
3
100
2000
10000
200
1.706478292832331
1.8349290057869878
0.605682463484284
-0.7341331764389409
particle
100
3
3
100
2000
10000
200
7.832391302349276
0.44461693286649184
7.403923123398489
-0.01614875391570531
franken
100
3
3
100
2000
10000
200
5.423181343745453
-0.3995542906745678
4.979410999879567
0.8433246345404519
ideal
10
1
3
100
2000
10000
200
0.06520338941733848
0.02044441927155975
0.025127710967508057
0.019631259178270678
finkel
10
1
3
100
2000
10000
200
1.8971156988984592
2.333222574691146
0.32608286058997565
-0.7621897363826623
particle
10
1
3
100
2000
10000
200
5.098848378912429
-0.310326665583806
4.648283302045605
0.7608917424506302
franken
10
1
3
100
2000
10000
200
4.2783987038282785
-0.3678424419808007
3.8198800515363054
0.8263610942727734
ideal
10
2
3
100
2000
10000
200
0.08425066156972012
0.11081928138709429
0.04810031415416153
-0.0746689339715357
finkel
10
2
3
100
2000
10000
200
1.2529390236208826
1.5699321974464577
0.27190358315774793
-0.5888967569833233
particle
10
2
3
100
2000
10000
200
5.592946314476986
-0.34589552075228935
5.126150953584176
0.8126908816450994
franken
10
2
3
100
2000
10000
200
5.0443575200910535
-0.37365678267731606
4.615563491189756
0.8024508115786134
ideal
10
3
3
100
2000
10000
200
0.12443641627517098
0.07962794094379559
0.09453559477606167
-0.04972711944468631
finkel
10
3
3
100
2000
10000
200
2.6621982889423195
1.6642885126496416
1.5683786168384677
-0.5704688405457896
particle
10
3
3
100
2000
10000
200
13.579391304084394
-0.38251227726579845
13.04128355571928
0.920620025630915
franken
10
3
3
100
2000
10000
200
11.795435861444142
-0.3420271862398217
11.394259621506919
0.7432034261770454
ideal
25
1
3
100
2000
10000
200
0.05274156716657978
0.0851502927862518
0.01968250069142402
-0.05209122631109605
finkel
25
1
3
100
2000
10000
200
2.8542644198259604
2.074706915444192
1.6169774244315778
-0.8374199200498091
particle
25
1
3
100
2000
10000
200
14.843627120630412
-0.4326798939129872
14.275752321584026
1.0005546929593745
franken
25
1
3
100
2000
10000
200
13.008036308005169
-0.3941494969739337
12.550587027243413
0.8515987777356915
ideal
25
2
3
100
2000
10000
200
0.06896630876036493
0.023047367192436385
0.03817527351274705
0.0077436680551815065
finkel
25
2
3
100
2000
10000
200
2.084826603466384
2.047743020766666
0.7871901278778511
-0.750106545178133
particle
25
2
3
100
2000
10000
200
14.507919221494404
-0.39803604108595314
14.01571841190177
0.8902368506785866
franken
25
2
3
100
2000
10000
200
9.046925557809939
-0.38295700942486155
8.588966146020075
0.8409164212147255
ideal
25
3
3
100
2000
10000
200
0.06381783088975407
0.12943733726647347
0.023652830549439216
-0.08927233692615862
finkel
25
3
3
100
2000
10000
200
1.6566557194731077
1.6941729189331494
0.6544940245645566
-0.6920112240245981
particle
25
3
3
100
2000
10000
200
9.25671038958569
-0.2799138288562345
8.780789056427423
0.7558351620145016
franken
25
3
3
100
2000
10000
200
5.2816710495591686
-0.3670828432298384
4.820739071756706
0.8280148210323003
ideal
50
1
3
100
2000
10000
200
0.08572478913836637
0.05545107012124777
0.04619243176719289
-0.015918712750074306
finkel
50
1
3
100
2000
10000
200
1.5458034451372982
1.7455598153695373
0.553897412890515
-0.7536537831227546
particle
50
1
3
100
2000
10000
200
10.021511687339263
0.3689117396430426
9.597058791339927
0.055541156356294176
franken
50
1
3
100
2000
10000
200
5.530194939415926
-0.4026284409970177
5.08843617221501
0.8443872081979347
ideal
50
2
3
100
2000
10000
200
0.06635450694344285
0.023819246389158527
0.04310873403346928
-0.0005734734791849588
finkel
50
2
3
100
2000
10000
200
1.6243136535570424
1.7641289783277678
0.5603904508845496
-0.7002057756552752
particle
50
2
3
100
2000
10000
200
6.182881950175629
0.3730450849798552
5.772075743289002
0.037761121906772464
franken
50
2
3
100
2000
10000
200
3.6442259262763943
-0.38950035168757186
3.2005437647098947
0.8331825132540716
ideal
50
3
3
100
2000
10000
200
0.0497409806548912
0.055171992262051606
0.020364611702359762
-0.025795623309520167
finkel
50
3
3
100
2000
10000
200
1.7081725938992263
1.9318134827066655
0.5625512901316236
-0.7861921789390627
particle
50
3
3
100
2000
10000
200
5.362199874632632
-0.17685281352442317
4.790891248288213
0.7481614398688415
franken
50
3
3
100
2000
10000
200
5.200198214444515
-0.3823253908742938
4.760306180304351
0.8222174250144562
ideal
100
1
3
100
2000
10000
200
0.055429790145719436
0.08123520296421256
0.026025384334084925
-0.051830797152578066
finkel
100
1
3
100
2000
10000
200
1.6494330735553804
1.8457803022414745
0.5518668863800202
-0.7482141150661143
particle
100
1
3
100
2000
10000
200
12.24451825392693
0.052418388989789746
11.674875029485069
0.517224835452073
franken
100
1
3
100
2000
10000
200
5.861786173952132
-0.4025583537934297
5.408425758945184
0.8559187688003781
ideal
100
2
3
100
2000
10000
200
0.0964216660066549
0.02804342329567633
0.06740157542228657
0.000976667288691977
finkel
100
2
3
100
2000
10000
200
1.595993673386265
1.9109720371821222
0.4573780785406943
-0.7723564423365509
particle
100
2
3
100
2000
10000
200
18.32955458662836
-0.26543107295661555
17.767245176543078
0.827740483041895
franken
100
2
3
100
2000
10000
200
5.417203618719805
-0.37284187044473005
4.963742058480457
0.8263034306840791
ideal
100
3
3
100
2000
10000
200
0.0684458909370759
0.058223646206938845
0.03878875673278242
-0.028566512002645355
finkel
100
3
3
100
2000
10000
200
1.6700583026632192
1.821609736800164
0.5687342539533027
-0.7202856880902471
particle
100
3
3
100
2000
10000
200
10.716537147383281
0.2658424731049466
10.331083121673604
0.11961155260473272
franken
100
3
3
100
2000
10000
200
6.3794372550258736
-0.38616270569077893
5.933872559041211
0.8317274016754395
ideal
10
1
3
100
2000
10000
200
0.059969610597114205
-0.0969625369758554
0.02001352571028635
0.13691862186268325
finkel
10
1
3
100
2000
10000
200
1.3598083910091983
2.062570699112925
0.12754725420811022
-0.8303095623118372
particle
10
1
3
100
2000
10000
200
6.099992025890973
-0.3587175684185562
5.678511527659538
0.7801980666499911
franken
10
1
3
100
2000
10000
200
6.8276293114529425
-0.35091474551640583
6.36687597310818
0.8116680838611688
ideal
10
2
3
100
2000
10000
200
0.036158771106547256
-0.010943848309455939
0.017577252812662956
0.029525366603340247
finkel
10
2
3
100
2000
10000
200
1.6026833755072785
2.05546616732146
0.294506733231251
-0.747289525045432
particle
10
2
3
100
2000
10000
200
7.460412850734113
-0.39908133133694873
7.0094695435868415
0.8500246384842222
franken
10
2
3
100
2000
10000
200
7.229439158403278
-0.374907728285796
6.767551741891334
0.8367951447977416
ideal
10
3
3
100
2000
10000
200
0.05237837956641284
-0.057972613023068144
0.03088971964416701
0.07946127294531398
finkel
10
3
3
100
2000
10000
200
2.060642216535166
2.6885391303993944
0.34755304153533007
-0.9754499553995588
particle
10
3
3
100
2000
10000
200
1.0301046433441254
-0.3029157382469024
0.6195635508441487
0.7134568307468792
franken
10
3
3
100
2000
10000
200
1.2935356019370392
-0.33328128338420626
0.8514643366891232
0.7753525486321221
ideal
25
1
3
100
2000
10000
200
0.08143062022963626
0.041006861027750224
0.042114751525661215
-0.0016909923237751704
finkel
25
1
3
100
2000
10000
200
1.741633458653392
1.5116305213479933
0.8664100892387112
-0.6364071519333124
particle
25
1
3
100
2000
10000
200
5.146400240630827
0.06404156329610786
4.714964277681109
0.36739439965360965
franken
25
1
3
100
2000
10000
200
4.654349288125753
-0.4204157941248492
4.200851082002724
0.87391400024788
ideal
25
2
3
100
2000
10000
200
0.06430089218063884
0.10062335593434993
0.018122825068862685
-0.05444528882257377
finkel
25
2
3
100
2000
10000
200
1.8426745336735513
1.7506039735733019
0.7507326887685789
-0.6586621286683296
particle
25
2
3
100
2000
10000
200
3.7561414561099644
-0.1253453664775534
3.1946895703586162
0.6867972522289011
franken
25
2
3
100
2000
10000
200
4.090197401084844
-0.3747454540966411
3.660458886578793
0.8044839686026933
ideal
25
3
3
100
2000
10000
200
0.08998909919315834
-0.012937466329389635
0.05876734330701196
0.04415922221553604
finkel
25
3
3
100
2000
10000
200
1.7954437656287934
1.8699956940581628
0.6436431911771875
-0.7181951196065567
particle
25
3
3
100
2000
10000
200
11.018558889150002
0.00897671288208804
10.573438118274165
0.43614405799374567
franken
25
3
3
100
2000
10000
200
7.189743910457441
-0.371820177605235
6.734117101553251
0.8274469865094249
ideal
50
1
3
100
2000
10000
200
0.05428970760810961
0.046341046867624386
0.030695834981073863
-0.02274717424058863
finkel
50
1
3
100
2000
10000
200
1.5451424420628537
1.6186465113974042
0.6135755179512343
-0.6870795872857852
particle
50
1
3
100
2000
10000
200
14.366972024180281
-0.6000125336063747
13.70937741113615
1.2576071466505057
franken
50
1
3
100
2000
10000
200
4.544840283601805
-0.4034903027617135
4.086916665218008
0.8614139211455103
ideal
50
2
3
100
2000
10000
200
0.06504567346516203
0.08044495860653902
0.039135776773537086
-0.05453506191491408
finkel
50
2
3
100
2000
10000
200
1.7776357764526027
2.1097896057778227
0.46493320139000566
-0.7970870307152258
particle
50
2
3
100
2000
10000
200
10.949560879422794
0.02354692459121477
10.490080022167014
0.43593393266456476
franken
50
2
3
100
2000
10000
200
5.994767641483959
-0.37891504930948755
5.546243345682237
0.827439345111209
ideal
50
3
3
100
2000
10000
200
0.0725248302207644
0.02236792239945351
0.041930759990106876
0.008226147831204017
finkel
50
3
3
100
2000
10000
200
1.9683031975929133
1.8397307596562633
0.8934799903828414
-0.764907552446191
particle
50
3
3
100
2000
10000
200
7.846468014605731
0.2673524258989704
7.4406511889642974
0.13846439974246486
franken
50
3
3
100
2000
10000
200
8.883444978489965
-0.3907944778560869
8.421810918049964
0.8524285382960873
ideal
100
1
3
100
2000
10000
200
0.0722190492172053
0.015072463284683695
0.049895638530862305
0.007250947401659317
finkel
100
1
3
100
2000
10000
200
1.7695555215807668
1.8734605152711667
0.6443099946192451
-0.7482149883096452
particle
100
1
3
100
2000
10000
200
13.299156525256576
0.11401579236767267
12.803278179290812
0.38186255359809174
franken
100
1
3
100
2000
10000
200
5.692736464227999
-0.39223115935242275
5.239829270693544
0.845138352886877
ideal
100
2
3
100
2000
10000
200
0.0718852893874743
0.08473311120226946
0.03949898724958895
-0.052346809064384124
finkel
100
2
3
100
2000
10000
200
1.7276135243532647
1.9096765758363838
0.6023224749811191
-0.7843855264642382
particle
100
2
3
100
2000
10000
200
18.270180397657843
0.02687986003336954
17.78840473216044
0.45489580546403463
franken
100
2
3
100
2000
10000
200
5.4148765739561915
-0.404777519906933
4.957265807923888
0.8623882859392357
ideal
100
3
3
100
2000
10000
200
0.07758345892295648
0.10248942354951063
0.041668884337470395
-0.06657484896402453
finkel
100
3
3
100
2000
10000
200
1.9977546119806098
1.9203932358844857
0.875667748035587
-0.7983063719394626
particle
100
3
3
100
2000
10000
200
9.828164687713146
0.4516488368735283
9.404403583660846
-0.027887732821229166
franken
100
3
3
100
2000
10000
200
7.039335353419495
-0.39486034111283774
6.594890710574347
0.8393049839579856
ideal,10,1,3,100,2000,10000,200,0.08254367562746782,-0.017846490486903566,0.04574737757102642,0.05464278854334498
finkel,10,1,3,100,2000,10000,200,2.494482511067013,1.766807914208101,1.293338721952678,-0.565664125093766
particle,10,1,3,100,2000,10000,200,14.236921385824646,-0.342328200077681,13.73679901823685,0.842450567665479
franken,10,1,3,100,2000,10000,200,7.147443895923543,-0.2657295151039289,6.618154411264192,0.7950189997632787
ideal,10,2,3,100,2000,10000,200,0.1370887164563427,0.04921198674108962,0.09343218254268655,-0.005555452827433478
finkel,10,2,3,100,2000,10000,200,1.962512399421773,1.9802199357894985,0.8252829856049919,-0.8429905219727178
particle,10,2,3,100,2000,10000,200,4.9312569912588575,-0.33320879602832404,4.5018609245572945,0.7626048627298863
franken,10,2,3,100,2000,10000,200,5.030021154903678,-0.3393845599974528,4.567676570185181,0.8017291447159495
ideal,10,3,3,100,2000,10000,200,0.144585614222014,0.19514907166796794,0.09099117340142591,-0.14155463084737988
finkel,10,3,3,100,2000,10000,200,2.2913023242500423,2.132131400619315,1.068085919144911,-0.9089149955141833
particle,10,3,3,100,2000,10000,200,4.6411438813391515,-0.16099394029711914,4.211697949259107,0.5904398723771629
franken,10,3,3,100,2000,10000,200,7.885181983772688,-0.3701336882056081,7.435485890052167,0.8198297819261283
ideal,25,1,3,100,2000,10000,200,0.0963972806496336,0.11379892927058666,0.042178958030187286,-0.059580606651140344
finkel,25,1,3,100,2000,10000,200,1.5258020975398194,1.805135791163495,0.47903626963966095,-0.7583699632633367
particle,25,1,3,100,2000,10000,200,9.606286524297186,-0.46822727424820054,9.008333365147767,1.0661804333976184
franken,25,1,3,100,2000,10000,200,7.201670011505912,-0.37073946717579276,6.764432374920146,0.8079771037615591
ideal,25,2,3,100,2000,10000,200,0.06772735583847207,0.06505800450332436,0.04135221093400319,-0.03868285959885545
finkel,25,2,3,100,2000,10000,200,1.5286289179515753,1.9330664285176935,0.36340132521855556,-0.7678388357846739
particle,25,2,3,100,2000,10000,200,8.100644280846677,-0.4920838505449754,7.60436287381482,0.988365257576832
franken,25,2,3,100,2000,10000,200,5.196179457480517,-0.37303624221338666,4.748459415961885,0.8207562837320188
ideal,25,3,3,100,2000,10000,200,0.08411992544845433,0.1070077581116296,0.05662618990240602,-0.0795140225655813
finkel,25,3,3,100,2000,10000,200,2.202488031383347,2.007318253882165,1.0205826183887818,-0.8254128408875999
particle,25,3,3,100,2000,10000,200,14.55880307362944,-0.42282376764543983,14.068439334115538,0.9131875071593394
franken,25,3,3,100,2000,10000,200,7.160051280082216,-0.38904171892939254,6.7399753921149586,0.8091176068966495
ideal,50,1,3,100,2000,10000,200,0.06690618486198341,0.13656244763637265,0.027380302601956574,-0.0970365653763458
finkel,50,1,3,100,2000,10000,200,1.553140581281657,1.8705073339859966,0.460342825057951,-0.7777095777622904
particle,50,1,3,100,2000,10000,200,8.38966269338179,0.11100092269746685,7.999659482061171,0.27900228862315335
franken,50,1,3,100,2000,10000,200,6.142954045563984,-0.39468807739852696,5.681225534828708,0.8564165881338035
ideal,50,2,3,100,2000,10000,200,0.08915615538578542,0.052463810643785525,0.05433551826912185,-0.017643173527121966
finkel,50,2,3,100,2000,10000,200,1.563932169864219,1.8253908945044253,0.48718991160717623,-0.7486486362473828
particle,50,2,3,100,2000,10000,200,15.911055150415002,-0.3526946900114342,15.255621662836104,1.0081281775903297
franken,50,2,3,100,2000,10000,200,4.777971621447229,-0.3872213583468963,4.33960405566097,0.8255889241331551
ideal,50,3,3,100,2000,10000,200,0.07019051334331,0.07933219586441569,0.0380326508402259,-0.04717433336133158
finkel,50,3,3,100,2000,10000,200,1.5938494945078951,1.735085879270135,0.6256108924910915,-0.7668472772533311
particle,50,3,3,100,2000,10000,200,9.719512543299187,-0.05830391024001283,9.27580588815053,0.5020105653886691
franken,50,3,3,100,2000,10000,200,6.326143015061763,-0.3833408744527877,5.886076309307449,0.8234075802071016
ideal,100,1,3,100,2000,10000,200,0.06325360592398276,0.08413431502255084,0.029535656876411222,-0.05041636597497932
finkel,100,1,3,100,2000,10000,200,1.7613992138984573,2.013321631341816,0.5306700494759655,-0.7825924669193244
particle,100,1,3,100,2000,10000,200,10.265086642735957,-0.2763428160244857,9.63195402131825,0.9094754374421907
franken,100,1,3,100,2000,10000,200,3.6147922051061445,-0.40178859088963786,3.1716403801692037,0.8449404158265789
ideal,100,2,3,100,2000,10000,200,0.06231580447662795,0.05577354236338505,0.02812366305960206,-0.021581400946359162
finkel,100,2,3,100,2000,10000,200,1.8158108898801846,1.9324001513590934,0.7142973668550516,-0.8308866283339605
particle,100,2,3,100,2000,10000,200,7.941322729397356,0.427408728605772,7.518639377914927,-0.004725377123343243
franken,100,2,3,100,2000,10000,200,6.586744132281963,-0.3908132711681361,6.136753418953593,0.8408039844965043
ideal,100,3,3,100,2000,10000,200,0.0719468181746806,0.0491315306928955,0.044087845768819155,-0.021272558287034053
finkel,100,3,3,100,2000,10000,200,1.9555362374998897,1.8903753395096041,0.8338393586962685,-0.7686784607059831
particle,100,3,3,100,2000,10000,200,15.539299280492566,0.14711062246255735,15.161182637474235,0.23100602055577477
franken,100,3,3,100,2000,10000,200,8.278335040037094,-0.3959709225790312,7.826160938756292,0.8481450238598347
ideal,10,1,3,100,2000,10000,200,0.03782814490181111,0.08646780075998965,0.01812437474847759,-0.06676403060665612
finkel,10,1,3,100,2000,10000,200,1.1513479740596673,1.6525232447936162,0.13675671896149943,-0.6379319896954484
particle,10,1,3,100,2000,10000,200,5.375597300085398,-0.34952208531358325,4.924653583631339,0.8004658017676421
franken,10,1,3,100,2000,10000,200,5.402586983101382,-0.374134923051093,4.970530072825746,0.8061918333267277
ideal,10,2,3,100,2000,10000,200,0.08257762853641794,0.09981227229908352,0.0384075772327821,-0.05564222099544767
finkel,10,2,3,100,2000,10000,200,1.2646330854239547,1.8474892046878448,0.1479112923177192,-0.7307674115816093
particle,10,2,3,100,2000,10000,200,7.220312234773485,-0.31312653541758984,6.787890713639942,0.7455480565511333
franken,10,2,3,100,2000,10000,200,8.156220400835375,-0.36561221746736067,7.684004729486425,0.8378278888163129
ideal,10,3,3,100,2000,10000,200,0.09049067899175957,0.22828660571400664,0.0351343026713222,-0.17293022939356928
finkel,10,3,3,100,2000,10000,200,2.1408185146542986,1.8035212154922722,1.0878003491924386,-0.7505030500304125
particle,10,3,3,100,2000,10000,200,7.294894538995081,-0.2970580421079306,6.8173505780402435,0.7746020030627686
franken,10,3,3,100,2000,10000,200,7.4497209926953145,-0.39845169803150476,7.022573255852147,0.8255994348746726
ideal,25,1,3,100,2000,10000,200,0.09747706871398228,0.06772103113667527,0.06963970461697094,-0.03988366703966396
finkel,25,1,3,100,2000,10000,200,1.8129725508552463,1.824367100913428,0.7248044680948402,-0.736199018153022
particle,25,1,3,100,2000,10000,200,4.627045109038489,0.02128407179227787,4.2636413804037545,0.3421196568424566
franken,25,1,3,100,2000,10000,200,5.835141054809044,-0.37421292099556114,5.380815388811535,0.8285385869930698
ideal,25,2,3,100,2000,10000,200,0.05835270797774322,0.012351729992225308,0.026772196082691702,0.019228781902826227
finkel,25,2,3,100,2000,10000,200,1.1693501707415181,1.5856709006032195,0.26827698577077796,-0.6845977156324792
particle,25,2,3,100,2000,10000,200,5.3736095496182985,-0.2429145850715607,4.795730836234401,0.8207932984554587
franken,25,2,3,100,2000,10000,200,3.718335392412886,-0.38758080541326745,3.2946234845226385,0.8112927133035148
ideal,25,3,3,100,2000,10000,200,0.10693080109147701,0.017674215139936056,0.07928518510988361,0.009971400841657364
finkel,25,3,3,100,2000,10000,200,1.3990120528786336,1.7780356432238642,0.31290315070545843,-0.691926741050689
particle,25,3,3,100,2000,10000,200,2.425272327685531,-0.008852551097691591,1.9915553766233869,0.44256950215983526
franken,25,3,3,100,2000,10000,200,2.8846772364922724,-0.36968171701520947,2.438581506311205,0.8157774471962764
ideal,50,1,3,100,2000,10000,200,0.10244933795018246,0.11298447766812574,0.053401379899983836,-0.06393651961792712
finkel,50,1,3,100,2000,10000,200,1.7412125119856987,2.1215073540073757,0.4108567252706524,-0.7911515672923297
particle,50,1,3,100,2000,10000,200,8.715511937096625,0.2564563015754733,8.30606328922152,0.15299234629963035
franken,50,1,3,100,2000,10000,200,4.164920314207635,-0.3980445963788354,3.7165082519325705,0.8464566586539
ideal,50,2,3,100,2000,10000,200,0.06540354196565454,0.0633839506766324,0.03396098004743675,-0.03194138875841461
finkel,50,2,3,100,2000,10000,200,1.6045547179078534,1.65345602229005,0.6599868551011365,-0.7088881594833331
particle,50,2,3,100,2000,10000,200,6.347950762466344,0.44383784887085836,5.919091751583272,-0.014978837987787529
franken,50,2,3,100,2000,10000,200,7.142954426553457,-0.3934733926608737,6.686015238361853,0.8504125808524772
ideal,50,3,3,100,2000,10000,200,0.10737739812756215,0.07586991293472613,0.07251525299537274,-0.04100776780253671
finkel,50,3,3,100,2000,10000,200,1.7708127387310042,1.848064841496826,0.706696656848514,-0.7839487596143357
particle,50,3,3,100,2000,10000,200,6.250033830467278,0.3845426267661567,5.836825653195386,0.028665550505735583
franken,50,3,3,100,2000,10000,200,5.266841016766322,-0.3870304614585389,4.789988601899144,0.8638828763257167
ideal,100,1,3,100,2000,10000,200,0.06848292299422065,0.041581584430873786,0.04043644986985176,-0.013535111306504902
finkel,100,1,3,100,2000,10000,200,1.572813777898882,1.8348533864456644,0.4800555930819914,-0.7420952016287735
particle,100,1,3,100,2000,10000,200,6.896075408891985,0.39254478246741886,6.481973758355658,0.021556868068907938
franken,100,1,3,100,2000,10000,200,3.693398447376547,-0.41063371501096585,3.2486842520564854,0.8553479103310272
ideal,100,2,3,100,2000,10000,200,0.09286230347005961,0.04717792933069626,0.061450187106622624,-0.015765812967259284
finkel,100,2,3,100,2000,10000,200,1.9167488760207139,1.9103159725645176,0.7686398204982612,-0.762206917042065
particle,100,2,3,100,2000,10000,200,17.41953089780768,0.1614133857104307,17.01138317090656,0.24673434119068557
franken,100,2,3,100,2000,10000,200,6.5428832317159555,-0.37813361202164614,6.097098595913036,0.8239182478245655
ideal,100,3,3,100,2000,10000,200,0.0586482225267168,0.1061496264453299,0.026714821341636708,-0.07421622526024982
finkel,100,3,3,100,2000,10000,200,1.7133087651904075,1.758220733046472,0.712488009459799,-0.7573999773158636
particle,100,3,3,100,2000,10000,200,12.867992095566587,0.0171885999472157,12.383815681991173,0.466987813628199
franken,100,3,3,100,2000,10000,200,5.853076191286985,-0.3914388487764121,5.4030247349675635,0.841490305095833
ideal,10,1,3,100,2000,10000,200,0.09944722593519317,0.2628519591337348,0.05421698187603375,-0.2176217150745754
finkel,10,1,3,100,2000,10000,200,1.9194482723860202,2.6418963871917467,0.1772168459467203,-0.8996649607524466
particle,10,1,3,100,2000,10000,200,4.853768654136218,-0.29992569496068117,4.420012359282091,0.7336819898148086
franken,10,1,3,100,2000,10000,200,5.387776618800971,-0.3704747972556117,4.927682299686105,0.8305691163704778
ideal,10,2,3,100,2000,10000,200,0.08415899101067724,0.1583252978545661,0.03172801965906912,-0.10589432650295795
finkel,10,2,3,100,2000,10000,200,1.8665295940126871,2.631782495512221,0.27776372171218094,-1.0430166232117148
particle,10,2,3,100,2000,10000,200,8.5672692777605,-0.33673782435763666,8.110862862003422,0.7931442401147158
franken,10,2,3,100,2000,10000,200,9.471084276268249,-0.36126684700210593,9.019735772020425,0.8126153512499306
ideal,10,3,3,100,2000,10000,200,0.05766114597479636,0.10235050969263752,0.03228608798796364,-0.07697545170580479
finkel,10,3,3,100,2000,10000,200,1.518552162181318,1.7175632768867366,0.5451468894757393,-0.7441580041811576
particle,10,3,3,100,2000,10000,200,2.675492073314181,-0.38154666481510424,2.2290874388449913,0.8279512992842945
franken,10,3,3,100,2000,10000,200,2.7846473984628415,-0.34826393690817053,2.328051509112116,0.8048598262588963
ideal,25,1,3,100,2000,10000,200,0.07221223960083573,0.0320847373880597,0.038368579937753985,0.0017589222750220342
