ideal,25,1,1,5,5,25,0,0,0.06186957213450173,0.14848319675965405,0.010973246338403603,-0.09758687096355591
particle,25,1,1,5,5,25,0,0,0.2661842337422161,0.2681977739603759,0.060984332937127884,-0.06299787315528765
franken,25,1,1,5,5,25,0,0,7.322553018020813,8.217912886655489,0.19785852603009396,-1.093218394664771
ideal,25,1,2,5,5,25,0,0,0.07517183489716824,0.07786912156128456,0.04268750306221126,-0.04538478972632759
particle,25,1,2,5,5,25,0,0,10.962481967683388,-0.7032903305624508,10.4452230067157,1.220549291530137
franken,25,1,2,5,5,25,0,0,18.318926425355823,9.280756534113682,9.185505934232628,-0.14733604299049036
ideal,25,1,3,5,5,25,0,0,0.09192137637911008,0.08582237045850133,0.05396197856469119,-0.04786297264408245
particle,25,1,3,5,5,25,0,0,9.780496105872531,0.7446045883826987,9.15265724402331,-0.11676572653347675
franken,25,1,3,5,5,25,0,0,24.35038262910516,5.630277604932764,18.986162006906678,-0.2660569827342828
ideal,25,1,4,5,5,25,0,0,0.08448753807224937,0.04236867079512158,0.06184783887910419,-0.019728971601976387
particle,25,1,4,5,5,25,0,0,19.27615215627414,1.5894952150816792,18.00447685639867,-0.31781991520621383
franken,25,1,4,5,5,25,0,0,31.948008905986498,10.57118231863738,21.867857996179826,-0.4910314088307023
ideal,25,1,5,5,5,25,0,0,0.051670444964712,0.05962055779452366,0.019615311294823815,-0.02756542412463548
particle,25,1,5,5,5,25,0,0,54.414561710561166,0.45235878581443223,53.583134636421256,0.3790682883254655
franken,25,1,5,5,5,25,0,0,31.914391107393037,22.332294148845904,10.915107992809872,-1.333011034262735
ideal,25,1,6,5,5,25,0,0,0.13950361467042124,0.07871811518828972,0.10792143092185812,-0.04713593143972661
particle,25,1,6,5,5,25,0,0,63.19309181133693,1.7554079110129903,61.90519483695807,-0.467510936634125
franken,25,1,6,5,5,25,0,0,59.04286519063563,10.004678743425746,49.86045173194103,-0.8222652847311417
ideal,25,1,7,5,5,25,0,0,0.10757558208403505,0.06338820314746471,0.07829926598534687,-0.03411188704877656
particle,25,1,7,5,5,25,0,0,109.52089865708051,1.1481964717038518,108.58227454094765,-0.20957235557097892
franken,25,1,7,5,5,25,0,0,86.49724825851943,29.745814021063456,58.379855643283065,-1.6284214058270765
ideal,25,1,8,5,5,25,0,0,0.09635910213004163,0.0461931074365802,0.06792842287440877,-0.017762428180947344
particle,25,1,8,5,5,25,0,0,341.66056413178785,1.4313468263400324,340.5755313466252,-0.34631404117742787
franken,25,1,8,5,5,25,0,0,107.75746217043216,6.498276864132981,102.40992411927208,-1.150738812972913
ideal,25,1,9,5,5,25,0,0,0.19957939315509737,0.0434083945637386,0.1590709617125092,-0.002899963121150432
particle,25,1,9,5,5,25,0,0,715.1155925510836,1.68204941612984,713.8081300404241,-0.37458690547036155
franken,25,1,9,5,5,25,0,0,370.9719117548487,4.952867795408716,366.95598408196355,-0.9369401225236398
ideal,25,1,10,5,5,25,0,0,0.13654015412750198,0.03746658993300714,0.09827501052523233,0.0007985536692625286
particle,25,1,10,5,5,25,0,0,2002.1640822586764,1.574939433164726,2000.9505132415807,-0.3613704160689297
franken,25,1,10,5,5,25,0,0,672.2250959860862,21.07278480423005,652.6791700259117,-1.526858844055627
26ideal,25,1,1,5,5,25,0,0,0.04569559794439581,0.11159156631450376,0.01395451067457503,-0.07985047904468297
particle,25,1,1,5,5,25,0,0,0.2542082827979954,0.36683852389211213,0.061373265965642576,-0.1740035070597593
franken,25,1,1,5,5,25,0,0,21.417838064344625,22.096758964656708,0.2937603955984718,-0.9726812959105497
ideal,25,1,2,5,5,25,0,0,0.05049106124854937,0.0822778016841465,0.020149446045061182,-0.051936186480658314
particle,25,1,2,5,5,25,0,0,4.995287477394133,-0.601519771418559,4.534694659877024,1.0621125889356677
franken,25,1,2,5,5,25,0,0,10.203736028574742,8.065906899873772,2.6154630991783296,-0.47763397047735906
ideal,25,1,3,5,5,25,0,0,0.05634890559023844,0.1076210174233456,0.025343336984588426,-0.07661544881769557
particle,25,1,3,5,5,25,0,0,18.734878437540804,0.3911260047148908,18.12745209343758,0.21630033938833357
franken,25,1,3,5,5,25,0,0,13.943102125744357,10.94140189181457,4.343198409527639,-1.3414981755978552
ideal,25,1,4,5,5,25,0,0,0.07837040934945518,0.103869634987482,0.0495025539107207,-0.07500177954874752
particle,25,1,4,5,5,25,0,0,31.67048658395158,0.46655553231850777,31.089495657048595,0.11443539458447453
franken,25,1,4,5,5,25,0,0,29.882715242950564,19.41089097947438,11.480574798899708,-1.008750535423528
ideal,25,1,5,5,5,25,0,0,0.09508243516967627,0.040990445192635616,0.06239608075951386,-0.008304090782473196
particle,25,1,5,5,5,25,0,0,58.463971733604986,0.5203518350094838,57.639624574017034,0.3039953245784638
franken,25,1,5,5,5,25,0,0,33.048660526787955,5.688568466402973,28.002273625069083,-0.6421815646841011
ideal,25,1,6,5,5,25,0,0,0.06588245478976071,0.04040767418201943,0.03022158766153268,-0.004746807053791394
particle,25,1,6,5,5,25,0,0,77.33200730432316,1.1154517803746757,76.48817483583368,-0.2716193118852034
franken,25,1,6,5,5,25,0,0,103.942644514577,13.62382507358966,90.81563487924913,-0.49681543826180685
ideal,25,1,7,5,5,25,0,0,0.0681530752592418,0.0030556068317652285,0.049245751277270655,0.01585171715020591
particle,25,1,7,5,5,25,0,0,176.06862149111592,1.4625172518301253,175.07351229767218,-0.46740805838637267
franken,25,1,7,5,5,25,0,0,240.89246637291518,159.14173952214614,83.36050346266151,-1.6097766118924697
ideal,25,1,8,5,5,25,0,0,0.14821408134206468,0.11393037962337185,0.11558122369416411,-0.08129752197547126
particle,25,1,8,5,5,25,0,0,576.434721058341,1.5578982341643193,575.2829469269453,-0.40612410276858646
franken,25,1,8,5,5,25,0,0,155.5175966754594,74.34945832564718,82.5120454441162,-1.3439070943039644
ideal,25,1,9,5,5,25,0,0,0.12660697496742424,0.059883964651434696,0.09710023493197237,-0.030377224615982842
particle,25,1,9,5,5,25,0,0,1526.0516755267488,1.2920326503964532,1525.092576232723,-0.33293335637106036
franken,25,1,9,5,5,25,0,0,278.1234385394451,24.438610398085494,254.8920041644368,-1.2071760230772297
ideal,25,1,10,5,5,25,0,0,0.13438606645365736,0.0793625231828326,0.1007067411377849,-0.045683197866960124
particle,25,1,10,5,5,25,0,0,2313.5821635359866,1.4051330809968297,2312.44738623501,-0.2703557800202272
franken,25,1,10,5,5,25,0,0,380.567895282923,18.415399413533557,363.298053188827,-1.145557319437564
finkel,25,1,2,5,5,25,1,20,93261772024599360,93261772024598780,577.6576107570106,-5.598509257080352,4
ideal,25,2,1,5,5,25,0,0,0.05209656191702335,0.059660481418137845,0.017248383380918896,-0.02481230288203339
particle,25,2,1,5,5,25,0,0,0.25399507793641674,0.3789502328379092,0.06143137047543402,-0.18638652537692638
franken,25,2,1,5,5,25,0,0,17.653032070587415,18.58287993968092,0.2703422742350219,-1.2001901433285287
ideal,25,2,2,5,5,25,0,0,0.0404785730570147,0.03884361421306659,0.010694958901691748,-0.009060000057743633
particle,25,2,2,5,5,25,0,0,4.215940703842946,-0.4409065092457583,3.7285654953142227,0.9282817177744815
franken,25,2,2,5,5,25,0,0,7.67850791185935,3.38773275760924,4.330934996879081,-0.040159842628970946
ideal,25,2,3,5,5,25,0,0,0.05799342166592206,0.05217745793533499,0.0317060520717501,-0.02589008834116303
particle,25,2,3,5,5,25,0,0,8.597985095344646,0.752645619579455,8.028411762599239,-0.18307228683404972
franken,25,2,3,5,5,25,0,0,24.028129483539686,6.7792269833572,17.96032997789559,-0.7114274777131098
ideal,25,2,4,5,5,25,0,0,0.14263754549249616,0.1696094633383089,0.09021209787259217,-0.11718401571840488
particle,25,2,4,5,5,25,0,0,21.31397376093704,0.5800507914371156,20.71614000007265,0.017782969427272158
franken,25,2,4,5,5,25,0,0,45.55951231980028,3.5035201371850224,42.24338303435433,-0.18739085173906692
ideal,25,2,5,5,5,25,0,0,0.07010547219740174,0.048057985278786575,0.041908272895819706,-0.019860785977204545
particle,25,2,5,5,5,25,0,0,28.983524103110927,1.1757165729175267,28.0905497194307,-0.28274218923730227
franken,25,2,5,5,5,25,0,0,42.4540471631228,12.480581132571023,30.92270807323599,-0.9492420426842085
ideal,25,2,6,5,5,25,0,0,0.07079526029827216,0.07858213620887708,0.04273098866681023,-0.05051786457741515
particle,25,2,6,5,5,25,0,0,85.53607711318622,1.6285801144282037,84.22798363492434,-0.32048663616634604
franken,25,2,6,5,5,25,0,0,114.1916236100274,19.466527380769698,95.90753865313404,-1.1824424238763294
ideal,25,2,7,5,5,25,0,0,0.11287705662910144,0.07428920658853769,0.06643394847228631,-0.027846098431722567
particle,25,2,7,5,5,25,0,0,93.36337764068705,1.342096188822751,92.37530664315341,-0.35402519128910126
franken,25,2,7,5,5,25,0,0,110.42146642818179,38.99712681642837,73.17016459249334,-1.7458249807399326
ideal,25,2,8,5,5,25,0,0,0.15000427859916393,0.04104204013858068,0.12878978540591843,-0.019827546945335207
particle,25,2,8,5,5,25,0,0,201.07949728224378,1.1875641803967805,200.22696842913936,-0.3350353272923482
franken,25,2,8,5,5,25,0,0,340.97013700218685,9.048471925254859,333.03397231365653,-1.1123072367245794
ideal,25,2,9,5,5,25,0,0,0.16179965811238967,0.0053625126774153875,0.13189536433231364,0.024541781102660684
particle,25,2,9,5,5,25,0,0,549.2354342197308,1.2655424148637051,548.28244705509,-0.312555250222818
franken,25,2,9,5,5,25,0,0,564.1060544099961,49.78446839317389,515.9509976558995,-1.6294116390772122
ideal,25,2,10,5,5,25,0,0,0.09437264385646216,0.018071701986949462,0.07114217807896436,0.005158763790548351
particle,25,2,10,5,5,25,0,0,1298.5854768451736,2.6201813997219503,1296.40333576091,-0.43804031545830413
franken,25,2,10,5,5,25,0,0,2350.2959981774993,18.989310268086417,2332.051615511777,-0.7449276023641587
finkel,25,2,3,5,5,25,50,940,1736702008375376e14,1736702008375376e14,1404.9095029570396,-7.714015158946022,4
