model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType
ideal,25,1,1,400,32000,1600000,0,0,0.004066712717404191,0.021229488877211544,0.0011097830666935262,-0.018272559226500878,0,none,,,1.9657157795566016,none
particle,25,1,1,400,32000,1600000,0,0,3721059984868681e-21,-0.00011445679139418519,10228411555821148e-22,0.00011715501022347173,0,none,,,1.9570656884847557,none
franken,25,1,1,400,32000,1600000,0,0,0.00014550563472532092,-0.0006274947905747785,40749597373631924e-21,0.0007322508279264674,0,none,,,1.9576342273946554,none
ideal,25,1,2,400,32000,1600000,0,0,0.004838544860419107,0.01570168712066472,0.001044457775663082,-0.011907600035908697,0,none,,,2.1786785949568364,none
particle,25,1,2,400,32000,1600000,0,0,4.605042785186497,-0.6787710795895382,4.185553762003569,1.0982601027724663,0,none,1958.409790091,,4.573403717685195,none
franken,25,1,2,400,32000,1600000,0,0,4.602704693456737,-0.6797504818476715,4.1837894155692,1.0986657597352063,0,none,4.033168266,,4.558269970223198,none
ideal,25,1,1,400,32000,1600000,0,0,0.003132205630495507,-0.01013816096464576,0.0011801114067906257,0.01209025518835064,0,none,,,2.221943465103619,none
particle,25,1,1,400,32000,1600000,0,0,23727583175122176e-22,0.00014447337530740234,9081798655055948e-22,-0.00014300879685539574,0,none,,,2.207496049123327,none
franken,25,1,1,400,32000,1600000,0,0,0.00013208127684800688,0.00012495887127936256,4574228851163828e-20,-3861988294299399e-20,0,none,,,2.20231293846758,none
particle,25,1,1,400,32000,1600000,0,0,3392244421814192e-21,7608074595580328e-20,1550865498696836e-21,-7423936703268593e-20,0,none,,,1.9843136358167142,none
franken,25,1,1,400,32000,1600000,0,0,0.00015393144514211533,0.0035697420036397975,6908745150162957e-20,-0.003484898009999312,0,none,,,1.9833428070898447,none
particle,25,1,1,400,32000,1600000,0,0,24397688052103455e-22,-0.0007424984949266633,8727392936235939e-22,0.00074406552443825,0,none,,,2.0291954905727327,none
franken,25,1,1,400,32000,1600000,0,0,0.00011816887834988925,-0.0006228693950289244,5559832709156334e-20,0.0006854399462872505,0,none,,,2.0295329361680814,none
ideal,25,1,1,400,32000,1600000,0,0,0.0057914279959952126,0.012458003448318128,0.0021221521274329314,-0.008788727579755845,0,none,,,1.844146201036987,none
particle,25,1,1,400,32000,1600000,0,0,23286009715485015e-22,-25404722388822076e-22,6454059052122171e-22,4223667305218519e-21,0,none,,,1.863690968689569,none
franken,25,1,1,400,32000,1600000,0,0,0.00015996932171922338,-0.00033746301296749825,4985060878651452e-20,0.00044758172590020687,0,none,,,1.8640520439729131,none
ideal,25,1,1,400,32000,1600000,0,0,0.005299876864242693,-0.002403072902826653,0.0020749655018155386,0.005627984265253807,0,none,,,2.765564997134089,none
particle,25,1,1,400,32000,1600000,0,0,26522242262632034e-22,0.0001603096464228848,1189688052205453e-21,-0.0001588471102488271,0,none,,,2.7533346678494133,none
franken,25,1,1,400,32000,1600000,0,0,0.0001886405421801374,0.008541079634808185,6605827620060713e-20,-0.008418497368828656,0,none,,,2.7473704484514276,none
ideal,25,1,1,400,32000,160000,0,0,0.005288170869171835,0.017112652733223738,0.001760777148018276,-0.013585259012070177,0,none,,,2.371827351795764,none
particle,25,1,1,400,32000,160000,0,0,27261424650940343e-21,-0.0005108337673189467,7974782672580064e-21,0.000530120409297307,0,none,,,2.371445194899017,none
franken,25,1,1,400,32000,160000,0,0,0.0001508355300187961,-0.00029197390943963564,52113886628815126e-21,0.0003906955528296163,0,none,,,2.3699682914902134,none
ideal,25,1,2,400,32000,160000,0,0,0.004271666691351847,-0.0010938318658435253,0.0014039991015502703,0.003961499455645101,0,none,,,2.1704431890356513,none
particle,25,1,2,400,32000,160000,0,0,3.504034633991544,-0.6795105329896106,3.084946272459875,1.0985988945212792,0,none,20.582102831,,3.851683079577687,none
franken,25,1,2,400,32000,160000,0,0,3.5333708888784865,-0.679081493732982,3.1129752827040336,1.099477099907435,0,none,4.256658661,,3.8596780865383886,none
ideal,25,1,3,400,32000,160000,1,0,0.008354954579828098,0.01347728715337615,0.0043676425205227565,-0.009489975094070804,0,none,,,3.1073301257910195,none
particle,25,1,3,400,32000,160000,1,0,2.8278111992874813,-0.3993215471747597,2.4417055270192956,0.7854272194429457,0,none,30.51805413,,4.092372938238459,none
franken,25,1,3,400,32000,160000,1,0,2.526501059777502,-0.41558213214838147,2.1564142543712332,0.7856689375546508,0,none,4.377934581,,4.149138718166022,none
ideal,25,1,4,400,32000,160000,1,0,0.011583366661780168,0.0071964972714425035,0.006955353688991484,-0.002568484298653817,0,none,,,2.381848829590506,none
particle,25,1,4,400,32000,160000,1,0,6.0219263137151975,-0.3748644011412964,5.590791920887995,0.8059987939684996,0,none,20.021179845,,4.629381440719573,none
franken,25,1,4,400,32000,160000,1,0,5.262363017665566,-0.3197255227335465,4.872348782770476,0.7097397576286368,0,none,4.011849603,,4.564162613855851,none
ideal,25,1,5,400,32000,160000,1,0,0.005580078016937528,-0.014589171675979562,0.0029109707002124203,0.01725827899270467,0,none,,,3.0228203990587854,none
particle,25,1,5,400,32000,160000,1,0,6.831369042286547,-0.17432000321954136,6.462191236830767,0.5434978086753212,0,none,23.149574561,,4.560042825548466,none
franken,25,1,5,400,32000,160000,1,0,5.048724119339272,-0.27973122050809407,4.645355529456325,0.6830998103910407,0,none,4.498761629,,4.380540586855232,none
ideal,25,1,6,400,32000,160000,1,0,0.006112609337203433,-0.004946959825733177,0.0032369598947791555,0.007822609268157456,0,none,,,3.0431053691533583,none
particle,25,1,6,400,32000,160000,1,0,10.063791269363074,-0.2607503349534799,9.664593614409437,0.6599479899071162,0,none,27.72722132,,6.768948141097213,none
franken,25,1,6,400,32000,160000,1,0,9.846042728096428,-0.2588857127613179,9.437075333908755,0.6678531069489924,0,none,4.377388607,,6.577724670824076,none
