model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType,useForward,neighborhoodsize,mvlmean,mvlvar
truth,28,1,1,,,,,0,,,,,0,none,,,,none,,,(-1.0781916051540876, 0.0)
observed,28,1,1,,,,,0,,,,,0,none,,,,none,,,(-2.058030379945513, 0.0)
ideal,28,1,0,80,1280,6400,0,0,,,,,0,none,,,2.304419797944014,none,,,0,3
particle,28,1,1,80,1280,6400,0,0,0.0007322890895617901,-0.00579857977366897,0.0003100455948490645,0.006220823268381696,0,none,,,2.3299073438406777,none,,,-0.009842476674939808,3.0187748122649203
franken,28,1,1,80,1280,6400,0,0,0.00402236113241742,-0.014316275044938154,0.0014152873037397214,0.016923348873615855,0,none,,,2.331123478283509,none,,4,0.005568059549158493,3.1158937586576334
truth,28,1,3,,,,,0,,,,,0,none,,,,none,,,(-0.608710214217848, 0.0)
observed,28,1,3,,,,,0,,,,,0,none,,,,none,,,(2.582950710637741, 0.0)
ideal,28,1,2,80,1280,6400,0,0,0.0050922296606512926,0.01458182287575882,0.0016463449641291243,-0.011135938179236651,0,none,,,2.173212886649837,none,,,1.733559378563182,3.47249275656665
particle,28,1,2,80,1280,6400,0,0,1.6666042349018886,-0.6429515932621408,1.3083251217780787,1.0012307063859511,0,none,0.199010571,,3.339632729690761,none,,,1.5412997505611894,0.9325987443463457
franken,28,1,2,80,1280,6400,0,0,1.5958314133461513,-0.6237929287730055,1.237284820912489,0.982339521206668,0,none,0.24147763,,3.2899758462993978,none,,4,1.4296170263421686,2.0477824608029986
truth,28,1,4,,,,,0,,,,,0,none,,,,none,,,(-1.387653961360847, 0.0)
observed,28,1,4,,,,,0,,,,,0,none,,,,none,,,(-0.428253709175374, 0.0)
ideal,28,1,3,80,1280,6400,1,0,0.004961021227690734,-0.013638018180209524,0.00181088055823481,0.01678815884966545,0,none,,,2.0267071292916707,none,,,0.9369377017947886,3.9194642683849317
particle,28,1,3,80,1280,6400,1,0,2.448622737156636,-0.34228866729335006,2.1803024617133833,0.6106089427366034,0,none,0.113977392,,4.125173170087757,none,,,1.317931804397259,0.5774831086432708
franken,28,1,3,80,1280,6400,1,0,2.8496293413868474,-0.4529899040369647,2.5355822222147384,0.7670370232090741,0,none,0.019456604,,3.9907122603073404,none,,4,0.7401870216313384,1.8760361731631203
