model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType
finkel,25,1,9,200,8000,40000,50,118896,25959915104449587e10,25959915104449587e10,18.202934300963307,-10.494898695848523,1,sampled..uniform,1.665970543,,53.47372491865512
finkel,25,1,10,200,8000,40000,50,138820,15200771604990008e10,15200771604990008e10,8.782534476206614,-11.12905016577085,1,sampled..uniform,1.718810982,,185.4266235317926
finkel,25,1,2,200,8000,40000,50,18493,0.6500910100595311,0.39332654678855256,0.3066321517949143,-0.04986768852393596,2,sampled..uniform,1.834599981,,1.213803941469161
finkel,25,1,3,200,8000,40000,50,12464,1.7795732224672927,0.9963311296278781,1.1234815921237615,-0.34023949928434705,2,sampled..uniform,1.91169497,,1.5194000793283118
finkel,25,1,4,200,8000,40000,50,11542,5.110981172701941,1.531611532680674,4.114250645467908,-0.5348810054466396,2,sampled..uniform,2.079030446,,1.6511120575533424
finkel,25,1,5,200,8000,40000,50,11393,8.978856715165167,1.7756410497467348,7.77365937224262,-0.5704437068241888,2,sampled..uniform,1.819036435,,2.0799837457288017
finkel,25,1,6,200,8000,40000,50,11314,12.819347287104168,5.71883407210118,7.940857056617955,-0.8403438416149671,2,sampled..uniform,2.117591963,,2.1931793567270232
finkel,25,1,7,200,8000,40000,50,15967,33.7437647839247,26.247354454151207,8.801956182920007,-1.305545853146507,2,sampled..uniform,1.769063009,,4.953093624018194
finkel,25,1,8,200,8000,40000,50,62910,12457877969603253e10,12457877969603253e10,14.073666597133299,-5.358559827087406,2,sampled..uniform,1.699195326,,14.168537095490354
finkel,25,1,9,200,8000,40000,50,99057,400946231312468e13,400946231312468e13,9.278690171094114,-14.356437601265943,2,sampled..uniform,1.772106268,,47.47399159419118
finkel,25,1,10,200,8000,40000,50,117285,3982960145421025e26,3982960145421025e26,7.2214998828507895,-23.778663948602954,2,sampled..uniform,1.384144814,,184.6484597350369
finkel,25,1,2,200,8000,40000,50,18154,0.5586696109439435,0.2774862586824019,0.25678929425363595,0.024394058007905648,4,sampled..uniform,2.025297627,,1.2555045512996925
finkel,25,1,3,200,8000,40000,50,12807,1.7254895878617575,0.9619753227657766,1.019286138392586,-0.25577187329660545,4,sampled..uniform,1.849250063,,1.4139647864390397
finkel,25,1,4,200,8000,40000,50,11422,4.189749904352086,1.4548519797779482,3.2081266475547774,-0.47322872298063867,4,sampled..uniform,1.800249881,,1.7405260109461806
finkel,25,1,5,200,8000,40000,50,11412,11.60267418016536,1.7346848986010746,10.437086950416738,-0.5690976688524519,4,sampled..uniform,2.083422299,,2.0297737209080537
finkel,25,1,6,200,8000,40000,50,11312,14.784396811351485,3.86587021461391,11.699857218149958,-0.7813306214123878,4,sampled..uniform,2.133287853,,2.01916872494251
finkel,25,1,7,200,8000,40000,50,15098,49374449840803986e10,49374449840803986e10,19.246902464356864,-4.793436483208467,4,sampled..uniform,2.18840875,,3.6793280093438945
finkel,25,1,8,200,8000,40000,50,65242,272.94440200445405,258.3339720977392,16.524692426692177,-1.9142625199772836,4,sampled..uniform,1.760220358,,12.856906488203686
finkel,25,1,9,200,8000,40000,50,110033,3675810219264553e11,3675810219264553e11,19.766459984159717,-6.990796098940348,4,sampled..uniform,1.631218917,,43.91524705917306
finkel,25,1,10,200,8000,40000,50,123763,,,,,4,sampled..uniform,1.682453667,SingularException
finkel,25,1,2,200,8000,40000,50,18550,0.7345212729903688,0.39776025616097477,0.30906377307373,0.027697243755664083,6,sampled..uniform,1.874409048,,1.3472653812884523
finkel,25,1,3,200,8000,40000,50,13432,1.898846148757292,0.7870177521111497,1.2991003493200306,-0.1872719526738885,6,sampled..uniform,2.119712512,,1.4923591402249325
finkel,25,1,4,200,8000,40000,50,12020,4.734093677309024,1.1938357841043346,3.8885127368921157,-0.3482548436874281,6,sampled..uniform,1.889798551,,1.6818828248230198
finkel,25,1,5,200,8000,40000,50,11336,8.745357247309123,1.7563600346748216,7.616203471860654,-0.627206259226353,6,sampled..uniform,1.853155449,,1.9986915967507688
finkel,25,1,6,200,8000,40000,50,11705,11.774380449610804,4.118020980575577,8.450076729270721,-0.7937172602354966,6,sampled..uniform,2.037925919,,2.4672668210375863
finkel,25,1,7,200,8000,40000,50,17081,14689918960900361e10,14689918960900361e10,12.643193227969839,-4.583721458138697,6,sampled..uniform,1.702224454,,4.8146647343685505
finkel,25,1,8,200,8000,40000,50,71022,201.65322969810128,187.88822696896816,15.663416936937217,-1.8984142078040618,6,sampled..uniform,1.983806873,,15.403051023071338
finkel,25,1,9,200,8000,40000,50,120040,15622725382941686e11,15622725382941686e11,31.081189573683826,-10.144107961377626,6,sampled..uniform,1.60454665,,50.07562423779915
finkel,25,1,10,200,8000,40000,50,138589,12437070078261877e10,12437070078261877e10,6.5091939993124965,-14.684420311631923,6,sampled..uniform,1.642915828,,179.1766200141731
finkel,25,1,2,200,8000,40000,200,24274,0.5963321765488256,0.21814341374637355,0.27646911613227854,0.10171964667017361,1,sampled..uniform,6.038918037,,1.388979123327803
finkel,25,1,3,200,8000,40000,200,14753,2.0214798845669466,0.6576869681778783,1.5487962367588277,-0.18500332036975914,1,sampled..uniform,5.204609131,,1.6816372069190269
finkel,25,1,4,200,8000,40000,200,12634,5.931539421981936,1.3328518982477768,4.993921953433502,-0.3952344296993429,1,sampled..uniform,5.531054118,,1.8024237512731265
finkel,25,1,5,200,8000,40000,200,12000,9.457180384557539,1.7993531745660156,8.191691804405668,-0.5338645944141466,1,sampled..uniform,5.163725902,,2.0988421367174337
finkel,25,1,6,200,8000,40000,200,12001,14.698243143686096,3.508796202314418,11.834751401036236,-0.6453044596645604,1,sampled..uniform,5.073867005,,2.0264829830333264
finkel,25,1,7,200,8000,40000,200,15646,21.176724012556168,13.184783155590155,9.226562479433154,-1.2346216224671398,1,sampled..uniform,5.080853313,,4.573294807420503
finkel,25,1,8,200,8000,40000,200,121677,11409746994328455e11,11409746994328455e11,13.698112795442071,-9.033269908735628,1,sampled..uniform,4.430866846,,12.649534796719717
finkel,25,1,9,200,8000,40000,200,329674,675517233484908e12,675517233484908e12,12.82922816161907,-10.023508577745861,1,sampled..uniform,4.16453204,,41.76864664069044
finkel,25,1,10,200,8000,40000,200,434116,9940400484302842e10,9940400484302842e10,10.788705071560413,-17.637704724271178,1,sampled..uniform,3.620765573,,169.79799532087102
finkel,25,1,2,200,8000,40000,200,24717,0.5546717408783578,0.16089162093934345,0.29603345630682165,0.09774666363219281,2,sampled..uniform,5.178002274,,1.3715023043720818
finkel,25,1,3,200,8000,40000,200,14385,1.8386820298178475,0.7234745322265836,1.2756188383327676,-0.16041134074150382,2,sampled..uniform,5.379435159,,1.5968682852254643
finkel,25,1,4,200,8000,40000,200,12698,4.280644690530838,1.2573084689155531,3.392339343228491,-0.36900312161320636,2,sampled..uniform,5.159613675,,1.7128664481778733
finkel,25,1,5,200,8000,40000,200,12334,7.134766837104069,1.985027394780424,5.704771329322979,-0.5550318869993356,2,sampled..uniform,5.23241154,,2.178082023701651
finkel,25,1,6,200,8000,40000,200,12074,11.363516466015193,4.229077101476396,7.853310378086456,-0.7188710135476575,2,sampled..uniform,5.012221508,,2.5598634249989063
finkel,25,1,7,200,8000,40000,200,19936,28.55255061562477,11.210463218796997,18.309403576600687,-0.967316179772913,2,sampled..uniform,4.693433764,,5.298233006796272
finkel,25,1,8,200,8000,40000,200,164826,22147338612628005e10,22147338612628005e10,13.656900357382858,-5.246253026978097,2,sampled..uniform,4.918239232,,16.110591903313203
finkel,25,1,9,200,8000,40000,200,355553,788.05404027158,762.2926702722264,28.711429161370553,-2.950059162016812,2,sampled..uniform,4.202034847,,53.24010060363162
finkel,25,1,10,200,8000,40000,200,516167,30859064178753488e10,30859064178753488e10,8.628033370178184,-14.78581771773302,2,sampled..uniform,4.582177943,,197.90384511011715
finkel,25,1,2,200,8000,40000,200,24362,0.6353771632449954,0.25461899910410624,0.3462264951792538,0.03453166896163517,4,sampled..uniform,5.222962771,,1.2786776775493538
finkel,25,1,3,200,8000,40000,200,14587,1.840319946567671,0.7136646485178203,1.2411592511236345,-0.11450395307378386,4,sampled..uniform,5.072727195,,1.616311532545601
finkel,25,1,4,200,8000,40000,200,12654,4.305995653058246,1.2414319334686215,3.3517267983602217,-0.28716307877059666,4,sampled..uniform,5.424460799,,1.7931909499794951
finkel,25,1,5,200,8000,40000,200,11984,6.862570598055113,2.001050737031289,5.380052537284389,-0.5185326762605641,4,sampled..uniform,5.228873362,,2.1677853282973647
finkel,25,1,6,200,8000,40000,200,12227,12.96253454950856,8.243412191353796,5.539538615171075,-0.8204162570163134,4,sampled..uniform,5.284860709,,2.589280376702464
finkel,25,1,7,200,8000,40000,200,17829,20.06685877646586,13.734374332326754,7.568731556539104,-1.2362471123999972,4,sampled..uniform,4.680043423,,6.011585453397182
finkel,25,1,8,200,8000,40000,200,140905,406.7989017276685,394.58540652481867,14.276399915261772,-2.062904712412029,4,sampled..uniform,4.531127052,,18.18800334254861
finkel,25,1,9,200,8000,40000,200,356080,5033879085036969e12,5033879085036969e12,9.820160290312996,-10.327090871567906,4,sampled..uniform,4.369839895,,52.33018338339628
finkel,25,1,10,200,8000,40000,200,450436,5827420289994308e10,5827420289994308e10,13.175879458106062,-10.813483596617246,4,sampled..uniform,3.689406796,,198.67267860049745
finkel,25,1,2,200,8000,40000,200,26065,1.0233016317599672,0.19131465015853738,0.6710406592234118,0.16094632237801815,6,sampled..uniform,5.362811537,,1.479348472578973
finkel,25,1,3,200,8000,40000,200,13435,1.6740047547806995,0.6819353902078749,1.18335696333576,-0.1912875987629353,6,sampled..uniform,5.160155876,,1.5469709483951801
finkel,25,1,4,200,8000,40000,200,12727,4.477341962404576,1.2394521293587815,3.602649287860393,-0.36475945481459826,6,sampled..uniform,5.308202439,,1.7549527004553667
finkel,25,1,5,200,8000,40000,200,12290,6.785698569719828,1.9104970633732328,5.380348630546942,-0.5051471242003495,6,sampled..uniform,5.308159998,,2.1753450576163713
finkel,25,1,6,200,8000,40000,200,12271,13.80029104341533,6.9206095059338715,7.619483908088313,-0.7398023706068562,6,sampled..uniform,5.128056241,,2.6914780170659984
finkel,25,1,7,200,8000,40000,200,18960,26.109066861279953,14.272836656073853,12.83726301508378,-1.001032809877677,6,sampled..uniform,5.062114788,,5.963563574766059
finkel,25,1,8,200,8000,40000,200,159942,49831511878413014e10,49831511878413014e10,15.952070010254744,-5.420056296778331,6,sampled..uniform,4.79700029,,18.583797560185644
finkel,25,1,9,200,8000,40000,200,381818,13198629928072488e9,13198629928072488e9,20.67923197087169,-6.7512825035026545,6,sampled..uniform,4.498646914,,58.17274029706082
finkel,25,1,10,200,8000,40000,200,479068,4436372272968222e10,4436372272968222e10,5.63564482165321,-10.968561541788517,6,sampled..uniform,3.93002315,,196.76216322781866
finkel,25,1,2,200,8000,40000,800,31603,0.7033091792940988,0.0025036507995424284,0.4358906042259487,0.26491492426860763,1,sampled..uniform,18.94945212,,1.4596330711487417
finkel,25,1,3,200,8000,40000,800,16479,2.0446839909826675,0.5640353501551864,1.4251041071909927,0.05554453363648843,1,sampled..uniform,18.643982299,,1.7424685976937524
finkel,25,1,4,200,8000,40000,800,13019,5.555580884563042,1.1257506279776575,4.737291622803384,-0.3074613662179971,1,sampled..uniform,18.323016276,,1.9560594698625826
finkel,25,1,5,200,8000,40000,800,12390,7.958173214093177,1.7296793270564184,6.706294805858429,-0.4778009188216714,1,sampled..uniform,18.659161045,,2.202902897933644
finkel,25,1,6,200,8000,40000,800,12474,13.711719959666212,7.082232486514862,7.324069490028104,-0.6945820168767514,1,sampled..uniform,21.741281835,,2.4277507980945146
finkel,25,1,7,200,8000,40000,800,18511,26.317414084835928,13.788452759035525,13.614201822446587,-1.0852404966461846,1,sampled..uniform,19.370690399,,5.019944689842291
finkel,25,1,8,200,8000,40000,800,371743,785.4558900805558,772.8732713640949,14.551545388060841,-1.968926671599824,1,sampled..uniform,17.304153096,,15.716348555579508
finkel,25,1,9,200,8000,40000,800,1022212,2289.6479285108394,2282.957792328432,10.051735799629478,-3.361599617222611,1,sampled..uniform,14.488246823,,50.41218194923211
finkel,25,1,10,200,8000,40000,800,1740331,26017823891834035e10,26017823891834035e10,11.157342298125984,-11.037260103570917,1,sampled..uniform,12.82136416,,185.677181956634
finkel,25,1,2,200,8000,40000,800,30946,0.6669247444723558,0.39738600542353575,0.25253052401899123,0.017008215029828834,2,sampled..uniform,18.654059967,,1.5604511280523343
finkel,25,1,3,200,8000,40000,800,16722,1.8814328745729731,0.3954618307849472,1.4178571670962912,0.06811387669173494,2,sampled..uniform,18.456150969,,1.7487596507546046
finkel,25,1,4,200,8000,40000,800,13430,5.44370558871338,1.2130269982213056,4.53209869536719,-0.30142010487511695,2,sampled..uniform,19.381797013,,1.8350913881385986
finkel,25,1,5,200,8000,40000,800,12671,8.072986526575985,1.7056440826978045,6.7864215619718875,-0.4190791180937049,2,sampled..uniform,18.243244933,,2.3914411622085434
finkel,25,1,6,200,8000,40000,800,12569,13.419398083323307,7.234971044603151,6.922288239429332,-0.7378612007091787,2,sampled..uniform,17.914751251,,2.5662580491322924
finkel,25,1,7,200,8000,40000,800,17044,1451004240219546e12,1451004240219546e12,10.583574461745878,-4.69494810302871,2,sampled..uniform,16.499360747,,5.183015669485586
finkel,25,1,8,200,8000,40000,800,295432,10614996613153069e10,10614996613153069e10,15.554806735816985,-5.132880437059497,2,sampled..uniform,15.880010883,,15.48508780092399
finkel,25,1,9,200,8000,40000,800,903849,4438339462344039e26,4438339462344039e26,49.5377201692956,-12.158303602840638,2,sampled..uniform,14.258848672,,50.93217618132069
finkel,25,1,10,200,8000,40000,800,1685475,6757705738264691e11,6757705738264691e11,16.598146951179768,-18.156295770038398,2,sampled..uniform,12.741635498,,182.63693582056453
finkel,25,1,2,200,8000,40000,800,30667,0.678115486272812,-0.01152758542126514,0.383311260007903,0.30633181168617424,4,sampled..uniform,18.428663357,,1.4159686313415925
finkel,25,1,3,200,8000,40000,800,15575,2.260839884306743,0.4790323646647324,1.7399382378839818,0.041869281758029155,4,sampled..uniform,18.792244081,,1.7227900129198406
finkel,25,1,4,200,8000,40000,800,13091,4.418845344679546,1.0202289601708041,3.6690237436426294,-0.2704073591338878,4,sampled..uniform,18.357218588,,1.9674487120878084
finkel,25,1,5,200,8000,40000,800,12509,8.997547223783949,1.533878917911315,7.865261135416033,-0.40159282954339853,4,sampled..uniform,18.220426054,,2.068901768125502
finkel,25,1,6,200,8000,40000,800,12554,9.71150933313086,3.0781231531770477,7.271589268795911,-0.638203088842099,4,sampled..uniform,17.19732505,,2.217613891850595
finkel,25,1,7,200,8000,40000,800,16479,23.046689202943718,15.921160272581425,8.236990133417732,-1.1114612030554418,4,sampled..uniform,15.970191562,,5.1172778529752945
finkel,25,1,8,200,8000,40000,800,300215,183.5308880386818,171.5907132576325,13.58125799912443,-1.6410832180750923,4,sampled..uniform,15.50829221,,16.905326614099845
finkel,25,1,9,200,8000,40000,800,987490,34210894420384048e9,34210894420384048e9,8.307370343688882,-9.791045514813623,4,sampled..uniform,13.070102376,,51.75738191795075
finkel,25,1,10,200,8000,40000,800,1648488,7415935551248461e10,7415935551248461e10,5.202222082376427,-14.170230563743203,4,sampled..uniform,11.561008209,,186.2037412449806
finkel,25,1,2,200,8000,40000,800,31473,0.6760474442493375,0.09425176630895499,0.37531772767030447,0.20647795027007798,6,sampled..uniform,17.23472229,,1.5015222308979583
finkel,25,1,3,200,8000,40000,800,14865,1.808264130033139,0.3727662875373111,1.3389155907482033,0.09658225174762458,6,sampled..uniform,16.869712884,,1.696428271598119
finkel,25,1,4,200,8000,40000,800,13171,4.502098178001207,0.9410300595118233,3.7664106604906693,-0.20534254200128552,6,sampled..uniform,17.365110145,,1.8071292334588547
finkel,25,1,5,200,8000,40000,800,12789,11.546170752643365,1.3330447562557395,10.654729249747303,-0.4416032533596787,6,sampled..uniform,17.126720202,,2.294285592034536
finkel,25,1,6,200,8000,40000,800,12396,9.635965773060148,2.8591510365545876,7.407836942419491,-0.6310222059139303,6,sampled..uniform,16.828241442,,2.345846754712011
finkel,25,1,7,200,8000,40000,800,17789,19.439745060769173,11.86432127221273,8.749626149639711,-1.1742023610832661,6,sampled..uniform,15.313272899,,5.266991902817233
finkel,25,1,8,200,8000,40000,800,241122,4969347444938694e10,4969347444938694e10,18.811455362278345,-5.390382286192075,6,sampled..uniform,14.923583212,,16.31462913788222
finkel,25,1,9,200,8000,40000,800,1125459,18011452474970409e12,18011452474970409e12,11.159546105695341,-6.8563029466932255,6,sampled..uniform,13.529942337,,52.17452835304279
finkel,25,1,10,200,8000,40000,800,1607393,10619389206319266e25,10619389206319266e25,13.35356674495473,-20.46977934455289,6,sampled..uniform,11.273519262,,183.01250813961914
ideal,25,2,1,200,8000,40000,0,0,0.035937610616562504,0.05657731004867489,0.01649436795953719,-0.03713406739164958,0,none,,,2.8466203108401555
particle,25,2,1,200,8000,40000,0,0,0.00011082267171772742,0.0012606501623956823,4450468266764492e-20,-0.0011943321733455998,0,none,,,2.974957927138775
franken,25,2,1,200,8000,40000,0,0,0.0005018567026898946,-0.007962400496670713,0.00012876944413561345,0.008335487755224994,0,none,,,2.985242228098704
ideal,25,2,2,200,8000,40000,0,0,0.04753180164794954,-0.0078017586988010645,0.021492164605663736,0.033841395741086855,0,none,,,1.8279919474723179
particle,25,2,2,200,8000,40000,0,0,2.8205511967819197,-0.7196174787184557,2.3282146858599777,1.211953989640398,0,none,1.434270935,,3.72742842291259
franken,25,2,2,200,8000,40000,0,0,2.8878366644386704,-0.7258119709984829,2.3924954728937537,1.2211531625433996,0,none,0.26019997,,3.764573277482689
ideal,25,2,3,200,8000,40000,0,0,0.06155089361883817,0.08580157914760664,0.02945089407938266,-0.05370157960815113,0,none,,,2.71739481128661
particle,25,2,3,200,8000,40000,0,0,7.449578150814558,-0.20071262848168228,7.038899425969934,0.6113913533263053,0,none,1.673250666,,4.160026190572106
franken,25,2,3,200,8000,40000,0,0,6.3782051667480495,-0.38976206309082256,5.940610541178249,0.8273566886606242,0,none,0.275881478,,4.524028241967989
ideal,25,2,4,200,8000,40000,0,0,0.062344905336902304,0.03755803920427872,0.03842040307265829,-0.013633536940034718,0,none,,,4.36322173491119
particle,25,2,4,200,8000,40000,0,0,10.054093664039618,0.04809117314818831,9.46022912119108,0.5457733697003481,0,none,1.722184242,,5.143762361344097
franken,25,2,4,200,8000,40000,0,0,12.789235765665836,-0.22756772262925729,12.305378957804777,0.7114245304903136,0,none,0.277011281,,6.089546251170491
ideal,25,2,5,200,8000,40000,0,0,0.1545520848595131,0.10521360997995721,0.09848210058362752,-0.04914362570407162,0,none,,,9.097411032610133
particle,25,2,5,200,8000,40000,0,0,13.488479759436297,0.43016965791887796,12.938884412846868,0.11942568867055169,0,none,0.779374786,,6.359091325740272
franken,25,2,5,200,8000,40000,0,0,17.232216535251986,-0.14402094841089322,16.719304515013913,0.656932968648967,0,none,0.270001775,,5.772660972257675
ideal,25,2,6,200,8000,40000,0,0,0.11640338838081266,0.014954036523757819,0.08586167824632918,0.015587673610725657,0,none,,,17.063804003452525
particle,25,2,6,200,8000,40000,0,0,37.131098865738245,-0.21911385907585243,36.50933154331435,0.8408811814997494,0,none,1.217267871,,9.580615953845681
franken,25,2,6,200,8000,40000,0,0,31.337326408254846,-0.0864107079383418,30.782363219058208,0.6413738971349819,0,none,0.274446321,,7.384251588533741
ideal,25,2,7,200,8000,40000,0,0,0.13062636682392215,0.10902988550881665,0.0977300699207636,-0.07613358860565811,0,none,,,41.360867035436975
particle,25,2,7,200,8000,40000,0,0,81.5898364362834,0.4620777467090865,80.77367347319633,0.3540852163779988,0,none,1.959779037,,18.628451764793184
franken,25,2,7,200,8000,40000,0,0,59.51324438552341,0.09013890372729547,58.899103709616234,0.5240017721798654,0,none,0.263653059,,13.540239849880596
ideal,25,2,8,200,8000,40000,0,0,0.12683036527112984,0.04107903424369444,0.09028827928774473,-0.004536948260309322,0,none,,,99.86632321196068
particle,25,2,8,200,8000,40000,0,0,103.52244707776437,0.8729393593778608,102.78910920403392,-0.13960148564740568,0,none,2.484003569,,48.317111128555425
franken,25,2,8,200,8000,40000,0,0,131.2139379435016,0.20733371527649536,130.53808068895557,0.4685235392695618,0,none,0.316167458,,34.009215774549425
ideal,25,2,9,200,8000,40000,0,0,0.1870770272530054,0.1601753444848864,0.12060508369160686,-0.09370340092348785,0,none,,,217.71039147509003
particle,25,2,9,200,8000,40000,0,0,195.69334873618476,1.039441512080268,194.8823479358783,-0.228440711773759,0,none,1.773404759,,110.96404304621686
franken,25,2,9,200,8000,40000,0,0,198.94929048547272,0.605633052885371,198.27874376197525,0.06491367061211899,0,none,0.239303903,,79.55393613937267
ideal,25,2,10,200,8000,40000,0,0,0.16807334417820524,0.12455841059284453,0.11970351252797166,-0.07618857894261095,0,none,,,505.0594158684629
particle,25,2,10,200,8000,40000,0,0,408.77442113759827,1.036745497088466,407.96368802194,-0.22601238143022823,0,none,0.244179571,,298.0839665959028
franken,25,2,10,200,8000,40000,0,0,399.13717268472146,0.6760337944899284,398.4045759242362,0.056562965995365824,0,none,0.323788982,,201.13739255061714
finkel,25,2,2,200,8000,40000,1,375,0.5131283829293993,0.7047639145062781,0.12799628962841061,-0.31963182120528943,1,sampled..uniform,0.807475142,,1.1152889277114542
finkel,25,2,3,200,8000,40000,1,495,1.4885025218690346,1.4927753149875889,0.5919072876099287,-0.5961800807284829,1,sampled..uniform,0.610477703,,1.151751044909142
finkel,25,2,4,200,8000,40000,1,818,3.6111044666465166,1.6268481525884106,2.658418694254191,-0.6741623801960852,1,sampled..uniform,0.627387046,,1.674470334421848
finkel,25,2,5,200,8000,40000,1,1099,7.201623775734205,2.321894842502232,5.825234933773504,-0.9455060005415304,1,sampled..uniform,0.799130901,,1.2112226638227388
finkel,25,2,6,200,8000,40000,1,1275,12.981317406320738,3.1505206107864616,10.928513117731892,-1.097716322197617,1,sampled..uniform,0.578716548,,1.0984062373716401
finkel,25,2,7,200,8000,40000,1,1735,14.096012644238712,8.512626700343512,7.046348746563838,-1.4629628026686377,1,sampled..uniform,0.636389273,,2.299111769563938
finkel,25,2,8,200,8000,40000,1,2156,-6114504166307074e27,-6114504166307074e27,3.1010327442877146,-5.519622473271481,1,sampled..uniform,0.749022325,,9.010468722467019
finkel,25,2,9,200,8000,40000,1,2853,272.3363650363554,271.2384334614087,4.460638565723026,-3.362706990776344,1,sampled..uniform,0.554665233,,36.938048587065204
finkel,25,2,10,200,8000,40000,1,2842,13500144518230462e8,13500144518230462e8,4.985287883291933,-7.728886373061269,1,sampled..uniform,0.828148687,,134.2890928999373
finkel,25,2,2,200,8000,40000,1,369,0.43267688732976933,0.6542378070920853,0.11136344012272004,-0.33292435988503605,2,sampled..uniform,0.612226166,,1.1307130696336412
finkel,25,2,3,200,8000,40000,1,488,1.3541116122233121,1.278486654091691,0.603652467611894,-0.5280275094802727,2,sampled..uniform,0.599899403,,1.190531881474999
finkel,25,2,4,200,8000,40000,1,747,3.4705807254435435,2.1423793877253225,2.165062212393717,-0.8368608746754966,2,sampled..uniform,0.83052683,,1.6289266280411878
finkel,25,2,5,200,8000,40000,1,1110,7.7844604823751915,2.472819876952636,6.274914201462201,-0.963273596039644,2,sampled..uniform,0.598898299,,1.161749107908757
finkel,25,2,6,200,8000,40000,1,1411,13.80778997486317,3.00803044508842,11.81788249151393,-1.0181229617391845,2,sampled..uniform,0.631666067,,1.1492706999195614
finkel,25,2,7,200,8000,40000,1,1852,13.238938242479168,7.279052270392148,7.245584332367838,-1.2856983602808174,2,sampled..uniform,0.728533261,,2.7294029146362133
finkel,25,2,8,200,8000,40000,1,2313,120.3983364344515,118.85826216516523,4.1257741196369135,-2.585699850350664,2,sampled..uniform,0.579888099,,11.029073395617564
finkel,25,2,9,200,8000,40000,1,2827,15503735486747589e11,15503735486747589e11,4.091140267559525,-10.304867326027873,2,sampled..uniform,0.781090383,,39.420298807731434
finkel,25,2,10,200,8000,40000,1,3194,8251877435323477e10,8251877435323477e10,17.317565173134508,-10.943364142089562,2,sampled..uniform,0.56379486,,138.05944028803344
finkel,25,2,2,200,8000,40000,1,337,0.44838549527162763,0.7042410419485314,0.09631845536673868,-0.3521740020436424,4,sampled..uniform,0.591932676,,1.1253417142968862
finkel,25,2,3,200,8000,40000,1,481,1.451811307098116,1.4751148842168167,0.5649317353660046,-0.5882353124847055,4,sampled..uniform,0.816794842,,1.1491762803767012
finkel,25,2,4,200,8000,40000,1,758,3.420860127828246,2.0054022210390126,2.225139148976302,-0.8096812421870685,4,sampled..uniform,0.636496474,,1.6596879207888802
finkel,25,2,5,200,8000,40000,1,1081,7.463295543312382,2.3365032884042067,6.112881134586555,-0.9860888796783802,4,sampled..uniform,0.65515986,,1.3362417411813374
finkel,25,2,6,200,8000,40000,1,1398,14.717080246902288,2.314055949617923,13.314746647384712,-0.9117223501003472,4,sampled..uniform,0.797137703,,1.251940404259192
finkel,25,2,7,200,8000,40000,1,1809,14.087877488794724,9.155029122603754,6.495877177424412,-1.56302881123344,4,sampled..uniform,0.596154521,,2.4755598404414476
finkel,25,2,8,200,8000,40000,1,2250,78.04771799261366,77.05501525749807,3.4866605416107115,-2.493957806495121,4,sampled..uniform,0.787745438,,11.431638563260911
finkel,25,2,9,200,8000,40000,1,2846,,,,,4,sampled..uniform,0.578641743,SingularException
finkel,25,2,10,200,8000,40000,1,2863,13891155479124186e25,13891155479124186e25,7.8845214393428265,-16.594342005450788,4,sampled..uniform,0.570196956,,137.23041696919944
finkel,25,2,2,200,8000,40000,1,380,0.49024672625088,0.7028266765163156,0.11953219181524627,-0.3321121420806819,6,sampled..uniform,0.821401047,,1.1021413122454153
finkel,25,2,3,200,8000,40000,1,508,1.507461750566465,1.3956545045333562,0.6491709715771727,-0.5373637255440639,6,sampled..uniform,0.609342241,,1.09807262895027
finkel,25,2,4,200,8000,40000,1,735,3.5187250834389854,2.086334803224803,2.2601992700264493,-0.8278089898122664,6,sampled..uniform,0.643364942,,1.626057699863882
finkel,25,2,5,200,8000,40000,1,1078,8.114307117508433,2.3456971006732257,6.729003766695037,-0.9603937498598298,6,sampled..uniform,0.745837694,,1.279754869746637
finkel,25,2,6,200,8000,40000,1,1415,14.021151110956543,2.8042648630825653,12.24326781531104,-1.0263815674370604,6,sampled..uniform,0.601557496,,1.2320633550246802
finkel,25,2,7,200,8000,40000,1,1741,16.738912614994334,10.304140222212624,7.826867316139,-1.3920949233572926,6,sampled..uniform,0.897913512,,2.1886098790605946
finkel,25,2,8,200,8000,40000,1,2136,31892167602184316e12,31892167602184316e12,3.354169302038173,-6.582351708279238,6,sampled..uniform,0.591452728,,8.014669574122788
finkel,25,2,9,200,8000,40000,1,2789,8028396009093046e11,8028396009093046e11,4.6418532718970775,-13.937517870657429,6,sampled..uniform,0.571666038,,34.57364116840589
finkel,25,2,10,200,8000,40000,1,2985,782292042268078e11,782292042268078e11,7.370215127784004,-11.268133378738275,6,sampled..uniform,0.750065126,,125.67582005398889
finkel,25,2,2,200,8000,40000,10,7468,0.4741806331997074,0.4147078283989235,0.16585064494684873,-0.10637784014606481,1,sampled..uniform,0.787316911,,1.2074066433132236
finkel,25,2,3,200,8000,40000,10,8910,1.1975788863115895,0.8844790215127787,0.6553359559277753,-0.3422360911289646,1,sampled..uniform,1.020650131,,1.2271851661396145
finkel,25,2,4,200,8000,40000,10,9559,3.408414986569902,1.2989524117275917,2.606466335732719,-0.49700376089040826,1,sampled..uniform,0.806628169,,1.7812546040654293
finkel,25,2,5,200,8000,40000,10,9984,8.06174375893133,1.881855897125026,6.944146531277248,-0.7642586694709455,1,sampled..uniform,0.836406483,,1.2605931647209707
