model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType
ideal,25,1,1,80,16,80,0,0,0.004376582957303412,-0.006235224700982783,0.0016381062959602234,0.008973701362325972,0,none,,,1.982571198908786,none
particle,25,1,1,80,16,80,0,0,0.05369035612514434,0.0958316487875776,0.012775135553223318,-0.05491642821565659,0,none,,,1.9559757580666985,none
franken,25,1,1,80,16,80,0,0,0.257574340538447,0.18228924178444977,0.05197377407637981,0.023311324677617404,0,none,,,1.8959948362714543,none
ideal,25,1,2,80,16,80,0,0,0.004275573596013313,0.007697457183226009,0.0015350035186258838,-0.004956887105838579,0,none,,,2.4532963845808866,none
particle,25,1,2,80,16,80,0,0,2.774536362522779,-0.6296465246146434,2.363103092852278,1.0410797942851442,0,none,0.081826176,,4.284762362249382,none
franken,25,1,2,80,16,80,0,0,3.1264831068913557,-0.35096573107568657,2.622878226888628,0.8545706110784146,0,none,0.184716839,,4.41114958847579,none
ideal,25,1,3,80,16,80,0,0,0.005619474627873836,0.02067391744952085,0.0025410429780849293,-0.01759548579973194,0,none,,,2.1752008998031824,none
particle,25,1,3,80,16,80,0,0,6.552451910538611,-0.3792899477976329,6.039106265461146,0.8926355928750982,0,none,7696e-7,,5.07786876972266,none
franken,25,1,3,80,16,80,0,0,5.424297713429737,0.06275206632338926,4.92919025037639,0.43235539672995904,0,none,394018e-9,,4.595383498910771,none
ideal,25,1,4,80,16,80,0,0,0.0059801411453567765,0.015619480358445126,0.0023695752881012096,-0.012008914501189561,0,none,,,2.6559606851903883,none
particle,25,1,4,80,16,80,0,0,9.43978698219579,-0.13432201785343903,8.90021428282084,0.6738947172283873,0,none,668594e-9,,5.96912763163013,none
franken,25,1,4,80,16,80,0,0,6.937957793464198,0.32526352890539084,6.2907257694063965,0.3219684951524118,0,none,292916e-9,,4.705964542368021,none
ideal,25,1,5,80,16,80,0,0,0.006963141567249646,0.002546740202667902,0.00363255876433138,0.0007838426002503632,0,none,,,2.393596653716519,none
particle,25,1,5,80,16,80,0,0,6.287441564193813,0.36452793837428626,5.860445511405412,0.06246811441411425,0,none,0.001394536,,6.143117971883706,none
franken,25,1,5,80,16,80,0,0,6.278093091384269,0.13937123888661954,5.706347102265461,0.43237475023218863,0,none,401397e-9,,4.793712618967981,none
ideal,25,1,6,80,16,80,0,0,0.004531480112441705,0.023649626088017545,0.0015359711394613603,-0.0206541171150372,0,none,,,2.2582296455169204,none
particle,25,1,6,80,16,80,0,0,7.864268568672501,0.29357600077055235,7.406807350089525,0.16388521781242313,0,none,0.00151906,,5.913473616212327,none
franken,25,1,6,80,16,80,0,0,5.241969956185284,0.08856534580231812,4.787097558034024,0.36630705234894045,0,none,590447e-9,,5.302281576021932,none
ideal,25,1,7,80,16,80,0,0,0.006540044364719309,-0.015072173226744312,0.004270495533857771,0.01734172205760585,0,none,,,2.8008039777839744,none
