model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType
ideal,50,1,1,600,72000,360000,0,0,0.0047804866686711,0.009272963331783388,0.001378487412974852,-0.0058709640760871385,0,none,,,1.9078535637551954,none
particle,50,1,1,600,72000,360000,0,0,11172800133687104e-21,-0.0005791183522694532,33980036039408613e-22,0.0005868931487991995,0,none,,,1.9208485394744172,none
franken,50,1,1,600,72000,360000,0,0,7574907056575919e-20,-0.00020594279318240927,31355629659613316e-21,0.0002503362340885551,0,none,,,1.9197788599464083,none
ideal,50,1,2,600,72000,360000,0,0,0.005537798499607987,0.0068365662678566835,0.001872781029795712,-0.003171548798044407,0,none,,,1.4170251046193127,none
particle,50,1,2,600,72000,360000,0,0,2.890743105442328,-0.6419202989202065,2.5336004968419563,0.9990629075205784,0,none,121.986920226,,2.9600650005824165,none
franken,50,1,2,600,72000,360000,0,0,2.881340075447196,-0.6421336738655662,2.5231054039048386,1.0003683454079233,0,none,42.780363092,,2.957476357622529,none
ideal,50,1,3,600,72000,360000,1,0,0.004423991459188261,0.015361964002466852,0.001826451990404998,-0.012764424533683589,0,none,,,1.6236050229023828,none
particle,50,1,3,600,72000,360000,1,0,2.0494036090405943,-0.19809337705830193,1.8034848173681333,0.4440121687307633,0,none,146.431971019,,2.5151944715818333,none
franken,50,1,3,600,72000,360000,1,0,1.2424419515094065,-0.4528432834252257,0.9328173409261042,0.7624678940085281,0,none,40.379381721,,2.4349091128071403,none
ideal,50,1,4,600,72000,360000,1,0,0.005364008524560053,0.004897016390658565,0.0015133730951791837,-0.0010463809612776963,0,none,,,1.9624312885380748,none
particle,50,1,4,600,72000,360000,1,0,1.6146001346839438,-0.3630437581650709,1.3018305487188382,0.6758133441301767,0,none,98.613409439,,2.579838962911312,none
franken,50,1,4,600,72000,360000,1,0,0.9848111007696448,-0.3996095595799856,0.6740141242713688,0.7104065360782618,0,none,39.993984783,,2.527106827410122,none
ideal,50,1,5,600,72000,360000,1,0,0.005621017958065253,-0.00740149864388516,0.0019806143387280637,0.011041902263222346,0,none,,,2.046357963011675,none
particle,50,1,5,600,72000,360000,1,0,3.0381834045532026,-0.23905950224477374,2.751622492315699,0.5256204144822774,0,none,142.565859669,,4.040090166283317,none
franken,50,1,5,600,72000,360000,1,0,2.8861310965595144,-0.3827128479395552,2.5711898724494677,0.6976540720496022,0,none,45.478688125,,3.9105299528198625,none
ideal,50,1,6,600,72000,360000,1,0,0.005606353651245643,0.01691312706763906,0.0023410618828513716,-0.013647835299244787,0,none,,,2.2362242557608414,none
particle,50,1,6,600,72000,360000,1,0,5.074836438982583,-0.27875587853544137,4.767499896566934,0.5860924209510903,0,none,47.405618427,,3.9554218268465884,none
franken,50,1,6,600,72000,360000,1,0,3.7998082040015078,-0.37337221868725523,3.4837208841735285,0.6894595385152346,0,none,41.22142033,,3.705461030431092,none
ideal,50,1,7,600,72000,360000,1,0,0.0056601697579864215,0.007897655673088463,0.0023069183530939528,-0.004544404268195994,0,none,,,1.9209750541368469,none
particle,50,1,7,600,72000,360000,1,0,2.414914680139378,-0.02469402787919843,2.1593027455469773,0.2803059624715998,0,none,108.197702872,,2.535029532130119,none
franken,50,1,7,600,72000,360000,1,0,1.6243868864865025,-0.37071601685986594,1.3074043538066098,0.6876985495397586,0,none,40.208791751,,2.454948011997122,none
ideal,50,1,8,600,72000,360000,1,0,0.004622467930497332,-6158315214969956e-20,0.0023545711035716167,0.0023294799790754155,0,none,,,1.8501698468495997,none
particle,50,1,8,600,72000,360000,1,0,5.419048882278493,-0.30927795889438103,5.11960517302471,0.6087216681481639,0,none,141.316972816,,3.6181219204079658,none
franken,50,1,8,600,72000,360000,1,0,5.226146316577568,-0.36813402773829673,4.909558938514929,0.6847214058009351,0,none,40.65055894,,3.8714045490321998,none
ideal,50,1,9,600,72000,360000,1,0,0.006010334267463315,0.013800876781863508,0.0020436865323893594,-0.009834229046789553,0,none,,,2.2349271157963506,none
particle,50,1,9,600,72000,360000,1,0,3.887927252823528,-0.29567360456584907,3.5869161071154534,0.5966847502739236,0,none,148.287171261,,4.125858341386115,none
franken,50,1,9,600,72000,360000,1,0,3.9248021948356318,-0.3725871072653656,3.607675969215583,0.6897133328854144,0,none,40.405986405,,3.637575013376365,none
ideal,50,1,10,600,72000,360000,1,0,0.006422098506798818,0.014877068685263062,0.002923780866286517,-0.01137875104475076,0,none,,,2.6039832158314113,none
particle,50,1,10,600,72000,360000,1,0,8.32002506345311,-0.23821211506557294,7.99703727081746,0.561199907701224,0,none,95.300531611,,5.224916083978935,none
franken,50,1,10,600,72000,360000,1,0,7.430948569462544,-0.3699510738112837,7.113764234244144,0.6871354090296836,0,none,41.025346932,,4.6361464765352345,none
ideal,50,1,11,600,72000,360000,1,0,0.0048105009330092225,0.001370504365105843,0.0017688640617454594,0.0016711325061579201,0,none,,,2.6105602164976163,none
particle,50,1,11,600,72000,360000,1,0,5.894148930212475,0.013484857863437588,5.636077229570756,0.24458684277828077,0,none,28.156676805,,4.9772047477540085,none
franken,50,1,11,600,72000,360000,1,0,6.078098163796472,-0.3723495080382863,5.759287668320273,0.6911600035144847,0,none,41.488184299,,4.5822530192767195,none
ideal,50,1,12,600,72000,360000,1,0,0.00633913092248951,0.004687563537930622,0.0031082167955604643,-0.0014566494110015739,0,none,,,2.1584954140809813,none
particle,50,1,12,600,72000,360000,1,0,10.444007700919514,-0.3431760080669412,10.121710625098519,0.6654730838879356,0,none,85.701430118,,6.046386633657423,none
franken,50,1,12,600,72000,360000,1,0,7.138257262753574,-0.36839832307964854,6.820412615073979,0.6862429707592442,0,none,40.60028617,,5.3448475113823495,none
ideal,50,1,13,600,72000,360000,1,0,0.004543742771616109,-0.0017127823125814012,0.00201519792586957,0.004241327158327939,0,none,,,2.469641602065645,none
particle,50,1,13,600,72000,360000,1,0,9.878170730420177,-0.30197212639728127,9.533933110826833,0.6462097459906259,0,none,102.523759583,,5.798844449989455,none
franken,50,1,13,600,72000,360000,1,0,7.602691604942557,-0.3662094062762864,7.286744341992628,0.6821566692262145,0,none,39.869150722,,5.036827191985548,none
ideal,50,1,14,600,72000,360000,1,0,0.005624820566009747,-0.0012816565368874433,0.0020137340640795044,0.004892743038817686,0,none,,,2.4172171345705094,none
particle,50,1,14,600,72000,360000,1,0,10.774520609200543,-0.3385030992730106,10.430818783143803,0.682204925329753,0,none,153.831799945,,5.816342224391448,none
franken,50,1,14,600,72000,360000,1,0,9.246729721714724,-0.3683229014077047,8.930529180025419,0.6845234430970087,0,none,39.64228669,,6.041691631260878,none
ideal,50,1,15,600,72000,360000,1,0,0.0041071887340989,0.0034309729908116454,0.0018740489274545202,-0.0011978331841672656,0,none,,,1.8359165264635744,none
particle,50,1,15,600,72000,360000,1,0,12.110151223476649,-0.2371039754939884,11.75963183521645,0.5876233637541886,0,none,75.505918599,,7.104144943166851,none
franken,50,1,15,600,72000,360000,1,0,10.33622057064635,-0.3683342767926252,10.019025544747006,0.6855293026919702,0,none,39.083239507,,7.001172972443949,none
ideal,50,1,16,600,72000,360000,1,0,0.005840782288014855,0.026985832971773954,0.0025635935919644764,-0.023708644275723577,0,none,,,2.0488971774598697,none
particle,50,1,16,600,72000,360000,1,0,11.292455903782626,-0.1658690984766767,10.973620719648526,0.4847042826107758,0,none,117.351920905,,7.527133054131878,none
franken,50,1,16,600,72000,360000,1,0,13.015487665965567,-0.36077524127899946,12.698165880870187,0.6780970263743794,0,none,39.30849441,,8.18141117391767,none
ideal,50,1,17,600,72000,360000,1,0,0.00484878550201109,0.004744538084171496,0.0020496017693690783,-0.0019453543515294837,0,none,,,1.968016363526344,none
particle,50,1,17,600,72000,360000,1,0,13.559737434412892,0.011104764015860816,13.302343967212398,0.24628870318463444,0,none,139.453557711,,9.228378713546498,none
franken,50,1,17,600,72000,360000,1,0,16.8459156051456,-0.37717578302034893,16.530089603459263,0.6930017847066879,0,none,41.266939139,,8.506389726205954,none
ideal,50,1,18,600,72000,360000,1,0,0.007861400756579956,-0.005375831764463074,0.005201802708698077,0.008035429812344952,0,none,,,2.053899369679695,none
particle,50,1,18,600,72000,360000,1,0,23.19797366567522,-0.06402939096347772,22.94339127423379,0.3186117824049115,0,none,64.118248312,,12.343013635130562,none
franken,50,1,18,600,72000,360000,1,0,25.456017816143124,-0.35788730548104924,25.14157372186596,0.6723313997582111,0,none,39.808582987,,10.467056210703138,none
ideal,50,1,19,600,72000,360000,1,0,0.00505262338047982,-0.008237734114800013,0.0020376016514148357,0.011252755843864998,0,none,,,2.5597381605239486,none
particle,50,1,19,600,72000,360000,1,0,17.066801232060996,-0.027847371684094513,16.804537752897343,0.29011085084775035,0,none,129.211407922,,10.54095833217705,none
franken,50,1,19,600,72000,360000,1,0,21.529510349831032,-0.35646045942678334,21.214230271037174,0.6717405382206391,0,none,41.164745568,,10.879814177588976,none
ideal,50,1,20,600,72000,360000,1,0,0.004596316319639738,-0.012277668547435144,0.0018513081218864815,0.015022676745188403,0,none,,,2.5350539143228508,none
particle,50,1,20,600,72000,360000,1,0,23.178932621466437,-0.1693578326889028,22.87335084454648,0.47493960960886245,0,none,76.678037605,,13.631469383694808,none
franken,50,1,20,600,72000,360000,1,0,31.642172388361253,-0.3611093509322712,31.324580424150035,0.6787013151434841,0,none,39.063272116,,15.242103123018353,none
finkel,50,1,2,600,72000,360000,40,180971,0.1638790277894706,0.41034644023452294,0.08894529067999565,-0.33541270312504795,6,bkf.SampleUniform,42.411556068,,1.2324584899319888,bkf.MhSampled
