model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType,sqerr,mhType,useForward,neighborhoodsize,mvlmean,mvlvar
truth,48,1,1,,,,,0,,,,,0,none,,,,none,,,2.6250285498781905,0
observed,48,1,1,,,,,0,,,,,0,none,,,,none,,,3.297534015232361,0
ideal,48,1,1,80,3200,12800,0,0,,,,,0,none,,,1.8532617482506006,none,,,0,3
particle,48,1,1,80,3200,12800,0,0,0.00038258999326876283,-0.0016557022810928385,0.00014181201545541421,0.0018964802589061872,0,none,,,1.8572647251472711,none,,,0.0028816981564350895,2.9976291335200957
franken,48,1,1,80,3200,12800,0,0,0.0015756484526480664,0.0010092051327627305,0.0003179309874915121,0.00024851233239382427,0,none,,,1.859047707337761,none,,4,0.020020930173835494,3.0087738418595844
truth,48,1,2,,,,,0,,,,,0,none,,,,none,,,-1.581779042500026,0
observed,48,1,2,,,,,0,0.6931464992705169,0,0.6931464992705169,0,0,none,,,,none,,,1.1267682541516002,27
ideal,48,1,2,80,3200,12800,0,0,0.0038030894267949466,0.013298518046941876,0.0011351362581970006,-0.01063056487834393,0,none,,,1.48810324494236,none,,,1.0356463707050858,2.989318466860442
particle,48,1,2,80,3200,12800,0,0,1.6639934331829163,-0.5848952778555332,1.3820044284410617,0.8668842825973873,0,none,0.393748211,,1.2157030239739886,none,,,0.8901611194633441,0.06718900949721439
franken,48,1,2,80,3200,12800,0,0,1.6700653581010014,-0.5871451808169585,1.3874725013858629,0.8697380375320969,0,none,0.372770988,,1.2794098612953724,none,,4,0.9040226052105195,1.7120220049126416
truth,48,1,3,,,,,0,,,,,0,none,,,,none,,,-0.10456639207767271,0
observed,48,1,3,,,,,0,0.5700626635094402,0,0.5700626635094402,0,0,none,,,,none,,,-0.33975575133826674,27
ideal,48,1,3,80,3200,12800,1,0,0.004025076517363101,0.01224976878561361,0.0010315522335814118,-0.009256244501831922,0,none,,,1.8098353809342518,none,,,-0.7545316670041357,3.1166868507782306
particle,48,1,3,80,3200,12800,1,0,1.6955634320712614,-0.3566173311989999,1.5000654969312701,0.552115266338991,0,none,0.227562686,,1.7431523540612726,none,,,0.4370839931454325,0.44024153027768803
franken,48,1,3,80,3200,12800,1,0,1.4957069726906798,-0.48702708225915153,1.248417516922172,0.7343165380276597,0,none,0.169876771,,1.5711207792967656,none,,4,-0.7528602773710364,1.6586941654743608
truth,48,1,4,,,,,0,,,,,0,none,,,,none,,,-3.5194481771579245,0
observed,48,1,4,,,,,0,0.83894075638383,0,0.83894075638383,0,0,none,,,,none,,,-2.5608381755503475,27
ideal,48,1,4,80,3200,12800,1,0,0.004414757128686046,0.006417230379280978,0.0014560744043612278,-0.0034585476549561585,0,none,,,1.8615398614034644,none,,,-2.1533433049817123,3.154264455727636
particle,48,1,4,80,3200,12800,1,0,1.1644935833240109,-0.4079444452121925,0.9405754796236283,0.6318625489125751,0,none,0.237483196,,1.900896464252824,none,,,-0.0452335967781494,1.8300667146850484
franken,48,1,4,80,3200,12800,1,0,0.8908755734778407,-0.4785724977102275,0.6442892424822693,0.725158828705799,0,none,0.159530976,,1.676683123386761,none,,4,-1.5991695665283552,1.7035034353786105
truth,48,1,5,,,,,0,,,,,0,none,,,,none,,,-2.2936802831471272,0
observed,48,1,5,,,,,0,1.260574041332521,-4163336342344337e-32,1.260574041332521,0,0,none,,,,none,,,-4.0876444140041786,27
ideal,48,1,5,80,3200,12800,1,0,0.004326029958007758,-0.002296148197376696,0.0011226391358955896,0.005499539019488864,0,none,,,1.5384693242973029,none,,,-3.398777589942175,3.164004606363714
particle,48,1,5,80,3200,12800,1,0,2.2615257777482944,-0.4675249483756144,2.0073099069032763,0.7217408192206326,0,none,0.222508675,,1.6362277013962043,none,,,0.06707716340593342,1.3021691139202596
franken,48,1,5,80,3200,12800,1,0,1.8302750151998484,-0.47183702262990146,1.583338106337914,0.7187739314918359,0,none,0.143776187,,1.3561672246423673,none,,4,-2.4928781202022807,1.721888832578232
truth,48,1,6,,,,,0,,,,,0,none,,,,none,,,-2.917427078397241,0
observed,48,1,6,,,,,0,1.2151822060698847,-13877787807814457e-33,1.2151822060698847,0,0,none,,,,none,,,-5.672329102981623,27
ideal,48,1,6,80,3200,12800,1,0,0.003574823438928883,0.010346743565070982,0.0012123804939578754,-0.007984300620099975,0,none,,,1.9413744696850714,none,,,-4.620586374787556,3.1664862025845855
particle,48,1,6,80,3200,12800,1,0,2.065886080784093,-0.38852111812052137,1.8453234577468405,0.6090837411577739,0,none,0.365859796,,1.814413968047222,none,,,-2.0121923538062307,1.550189140713284
franken,48,1,6,80,3200,12800,1,0,1.6094408210279323,-0.47153907643668624,1.3593495466788719,0.7216303507857468,0,none,0.180563011,,1.5613267335643979,none,,4,-3.366730126135931,1.7930372965805301
truth,48,1,7,,,,,0,,,,,0,none,,,,none,,,-1.0388085606266975,0
observed,48,1,7,,,,,0,1.154574561314558,0,1.154574561314558,0,0,none,,,,none,,,-0.7280829163637906,27
ideal,48,1,7,80,3200,12800,1,0,0.0040076196243869515,0.034953223559946775,0.001024278977511844,-0.03196988291307167,0,none,,,1.7904363877762255,none,,,-2.659769857537487,3.1671182555670145
particle,48,1,7,80,3200,12800,1,0,1.8442902618613402,-0.4634213756554789,1.5838493879105944,0.723862249606225,0,none,0.221950411,,1.8044788335886952,none,,,-0.08212926470987361,0.26181768753792145
franken,48,1,7,80,3200,12800,1,0,1.506136582662279,-0.4654219604465524,1.2566566764316636,0.7149018666771676,0,none,0.159815976,,1.4006986421650274,none,,4,-1.7774570232084907,1.723960513526861
truth,48,1,8,,,,,0,,,,,0,none,,,,none,,,-2.2221493647516875,0
observed,48,1,8,,,,,0,0.7558048762401417,-13877787807814457e-33,0.7558048762401417,0,0,none,,,,none,,,-1.38316716117928,27
ideal,48,1,8,80,3200,12800,1,0,0.005913731243969008,0.010950550762698477,0.0019443594468620308,-0.0069811789655914985,0,none,,,1.4594625710880622,none,,,-1.9477381128255264,3.1672795478165936
particle,48,1,8,80,3200,12800,1,0,1.51440083909428,-0.33995018884896555,1.3177221324930612,0.536628895450184,0,none,0.361780956,,1.5456283148912933,none,,,-0.26400166555318116,0.2627434682765029
franken,48,1,8,80,3200,12800,1,0,1.2725167852246848,-0.4660955978751672,1.0228169658632396,0.7157954172366124,0,none,0.140120294,,1.1530513362039507,none,,4,-1.2519805941614697,1.6740235411265836
truth,48,1,9,,,,,0,,,,,0,none,,,,none,,,2.041788546288525,0
observed,48,1,9,,,,,0,0.8894578800668301,-13877787807814457e-33,0.8894578800668301,0,0,none,,,,none,,,1.1123406954128243,27
ideal,48,1,9,80,3200,12800,1,0,0.004013740271608391,0.009308268004510137,0.0009573230098221888,-0.006251850742723934,0,none,,,1.5821960790349703,none,,,-0.929528335405402,3.167320782421089
particle,48,1,9,80,3200,12800,1,0,1.7238043084219525,-0.3662659901802062,1.509044246080579,0.5810260525215796,0,none,0.293234976,,1.7604452848449972,none,,,0.2115511686255636,0.4927773495773134
franken,48,1,9,80,3200,12800,1,0,1.3297597603756208,-0.47243584322456994,1.0834629235935838,0.718732680006607,0,none,0.136751993,,1.3273304941644626,none,,4,-0.5076745910801442,1.7196621858319485
truth,48,1,10,,,,,0,,,,,0,none,,,,none,,,0.715679320751535,0
observed,48,1,10,,,,,0,1.2713179943229227,0,1.2713179943229227,0,0,none,,,,none,,,-2.4069352589740447,27
ideal,48,1,10,80,3200,12800,1,0,0.004199041696213346,0.001609299704612946,0.0011506367953796723,0.0014391051962207274,0,none,,,1.6682391586723613,none,,,-2.7003827549523494,3.1673313397384546
