model,mod,M,MEquiv,version,dimension,rep,startTime,step,checksum,putime,samptime,klerror,kl,covdiv,meandiv,entropydiv,d01,d02,d03,d04,d05,v0101,v0202,v0303,v0404,v0505,v0102,v0203,v0304,v0405,v0103,v0204,v0305,t01,t02,t03,t04,t05,o01,o02,o03,o04,o05
Bootstrap PF,boot,20250000,4500,2.1,5,1,2019-01-31T21:23:51.211,1,4.7006569458621,293.776847006,0,,19.806992761349047,24.512288899860813,0.05289275391787231,-4.758188892429639,0.016297586535980457,0.19855661297627325,0.05230459132191889,-0.028956776058021383,0.05287521339408574,0.10005396174827111,0.099949492480248,0.1016210684428726,0.10098058590723291,0.10013785151914965,0.02661827341397674,0.02613923044816686,0.027195961383238397,0.026125344225815753,-0.03819950168103327,-0.03746551421562153,-0.037480404009799025,7.9351218780374815,7.906680484080733,8.117362901343784,7.918627521537166,7.592277595009691,9.074067406645641,7.008514794860645,9.106920053218564,7.611958098016234,4.334063273180112
Bootstrap PF,boot,20250000,4500,2.1,5,1,2019-01-31T21:23:51.211,2,8.96053880452916,177.754580311,0,,39.54799895716348,44.24201995918279,0.16248463803108232,-4.856505640050391,0.25108854290971294,0.2628024424974882,-0.08369718460484599,-0.14875601572859587,0.15995140572881184,0.13327660923730375,0.14090428647749265,0.13976345379602842,0.14082177706235974,0.13626131021090201,0.04508754989468586,0.04354501471269107,0.045565987272746244,0.052419562900027555,-0.0814292006593942,-0.08500881704322039,-0.07670421598286313,7.999332802305233,8.117137233646842,8.068314320091334,7.74917853773725,7.55594725681409,7.652921234736041,10.108352946847068,7.697298173318034,7.547128537457454,9.40393648616326
Bootstrap PF,boot,20250000,4500,2.1,5,1,2019-01-31T21:23:51.211,3,8.037781687370055,198.721038183,0,,88.02482124336868,92.88750868432804,0.15069436567139372,-5.0133818066307665,-0.040756450318324866,-0.06198075108682133,-0.000175549943000064,0.11079916488925967,0.16880490287643557,0.1783703448601157,0.19003777517259912,0.1894527301809843,0.19291435653869454,0.1864736054130633,0.06023128129639375,0.06131011555984241,0.06362672906031552,0.07446766221109367,-0.1267799556113401,-0.13217336715850014,-0.12110427854846204,8.208322471256215,8.278034361470231,7.884254935532112,7.514957517246069,7.612593642176302,6.46015524203162,7.3564422925435995,8.265450351851058,6.434377643335924,7.910084432663137
Bootstrap PF,boot,20250000,4500,2.1,5,1,2019-01-31T21:23:51.211,4,8.698749121682198,182.694747279,0,,188.44997471839642,193.71120838360673,0.02881192420315642,-5.290045589413473,0.005908600853370416,-0.1369066571577715,-0.04534149717909841,0.14007198574124669,0.23039840893008368,0.2044242024832502,0.2273270212248483,0.2310704428744589,0.213668910221642,0.21128072921671215,0.05792439743862502,0.07959769441823716,0.08105597543737048,0.0845164783458329,-0.16136698966598736,-0.1510457359046472,-0.14439227285892692,8.530705290210587,8.265257600683512,7.506183680955576,7.319856086744636,7.862802551387643,9.207547643504139,7.278101250034205,8.772898889979318,6.43047356726304,8.815225625788973
Bootstrap PF,boot,20250000,4500,2.1,5,1,2019-01-31T21:23:51.211,5,10.701160368915799,183.998196069,0,,322.3570276767123,327.8458736581863,0.04387171114091068,-5.532717692614945,0.2253883285463889,-0.9331106350180427,-0.7130964668881941,0.3057280719561133,0.9664067654691504,0.23851681766886998,0.29057233237176766,0.2366567130731076,0.21589143318295478,0.20830050639622436,0.07428389013638141,0.10306682599636996,0.10724685681434096,0.08343125570009818,-0.1708822800394449,-0.14666311199976353,-0.1294121097117516,8.828636715255447,7.898469431353639,6.981738887438552,7.338665637928295,8.37890514210537,8.123883452837457,7.236536701120878,5.205074643701282,6.9975908470549975,10.896016503269173
Bootstrap PF,boot,20250000,4500,2.1,5,1,2019-01-31T21:23:51.211,6,8.373496668835017,175.754579167,0,,450.84676311054153,456.3435294099165,0.17779787329793467,-5.674564172672954,-0.74747561763375,-1.1902789797482294,-0.13868741371695936,0.8004920882380491,0.6926741093976716,0.30418370076040174,0.31503917058040437,0.253441234169632,0.21659611927580907,0.22995433677936597,0.09222567392582089,0.14266989190528342,0.11646367009133064,0.04515849180522711,-0.17763426003939253,-0.12279906340856964,-0.17181081566275017,8.793793481298158,7.044508769103447,6.532567780938948,7.764581376989653,9.135287537805809,7.397076682347881,4.347985889970985,6.771197243348442,6.722223123671964,8.022749647185975
Bootstrap PF,boot,20250000,4500,2.1,5,1,2019-01-31T21:23:51.211,7,10.770372902039838,191.913242869,0,,567.0546011211928,572.2811702264863,0.6897413145604957,-5.916310419854001,-0.33193287837096985,0.0790867689435304,0.33390923938595396,0.22654687143754515,-0.19867795240648434,0.29222282862990023,0.29100853919760544,0.2205514647776082,0.18757940065482548,0.21808525760882613,0.10175974335670157,0.1350048804562108,0.08965718763934584,0.03341705445101117,-0.14586530803646594,-0.11582693424540123,-0.16872017209519155,7.9512115023434715,5.833350110280338,6.5046191416478045,8.737611771241408,9.877873429949151,9.319773969175602,7.2446134459606,7.999673915099634,8.791769739317537,11.035460548299014
Bootstrap PF,boot,20250000,4500,2.1,5,1,2019-01-31T21:23:51.211,8,9.224285734773355,184.192183707,0,,466.25337443282615,471.89781943674444,0.1805671639192993,-5.8250121678376034,0.6601996888108603,0.8675179957421815,0.2890301463108669,-0.5397198127935798,-0.5263687815066778,0.33196159457079455,0.2756956220411874,0.20938108007634654,0.18178863389152983,0.25387246781754497,0.12569856910692298,0.13789494971196695,0.06751303785479058,0.016124960898833637,-0.12544770245745032,-0.12106102861582563,-0.19729185144002526,5.931460493357092,4.817795272003037,7.173621357030733,10.257510372281125,9.911907034179315,7.456105511407756,5.493635708911125,7.515493261790113,9.124855329054023,9.05435906178566
Bootstrap PF,boot,20250000,4500,2.1,5,1,2019-01-31T21:23:51.211,9,7.574904047323717,191.922748683,0,,658.0696381736973,664.2074751848335,0.01304905130143962,-6.150886062437611,1.0928358070269075,0.826985615297847,0.22678170211683302,-0.7425615759574828,-0.15445790934478953,0.33591126632023965,0.21483602109738112,0.18075814422110453,0.16946869377364504,0.33134380517097783,0.1596180985305626,0.12310724681965794,0.009499460108623658,0.007621035800398905,-0.05784135919391943,-0.134982671171796,-0.22301230591453325,3.1507820727124347,4.623238846056309,8.679557335776115,11.885644386479276,8.04251023915629,4.381637889976655,5.387883058035678,8.809512133959016,11.782551331952252,7.477305164985486
Bootstrap PF,boot,20250000,4500,2.1,5,1,2019-01-31T21:23:51.211,10,2.384868002218984,178.485346724,0,,627.1791625483282,633.3225576083498,0.15997768863354433,-6.303372748655102,0.5902765289540965,0.48188052810417403,0.18272970288420787,-0.5150955662060426,0.05465155626336937,0.2560952222379339,0.18209790979727433,0.14196362618112168,0.2129308420947047,0.44230077030727843,0.19245958037483557,0.08838561533899045,-0.07863571157428909,0.05385752720160592,0.023564989135158254,-0.17571092506067815,-0.19893574481273227,1.2061989996356013,5.108340880784158,11.05273725427224,12.215327003092343,3.4246644318963435,1.3813646556038932,5.030923317175956,10.046490729977194,11.569819184369306,2.2049506880318255
