model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime
particle,25,3,4,100,2000,10000,0,0,4.2124737500470095,0.06452103849413535,3.6513045912561166,0.49664812029675814,NA,NA,0.131088882
franken,25,3,4,100,2000,10000,0,0,6.173310370283647,-0.21548552766642756,5.686017770953979,0.7027781269960954,NA,NA,0.023213654
ideal,25,3,5,100,2000,10000,0,0,0.13322223898349983,0.0353477850137085,0.09845348606061947,-0.0005790320908281472,NA,NA,NA
particle,25,3,5,100,2000,10000,0,0,15.63884115097036,0.02359831779474486,15.11443477581103,0.5008080573645872,NA,NA,0.136556801
franken,25,3,5,100,2000,10000,0,0,11.582014630006988,-0.12611240762568546,11.066908995438958,0.6412180421937159,NA,NA,0.023869921
ideal,25,3,6,100,2000,10000,0,0,0.10140002196494735,0.07438896412944784,0.06960274483961078,-0.04259168700411125,NA,NA,NA
particle,25,3,6,100,2000,10000,0,0,27.76683953547004,0.07212749464682053,27.17968668919905,0.5150253516241703,NA,NA,0.18030716
franken,25,3,6,100,2000,10000,0,0,29.75956143746798,-0.01835444557527785,29.19412207497463,0.5837938080686336,NA,NA,0.028033243
ideal,25,3,7,100,2000,10000,0,0,0.1032205519643833,-4818100446998819e-20,0.07801059976154534,0.025258133207307954,NA,NA,NA
particle,25,3,7,100,2000,10000,0,0,29.29424737594117,0.7962552378440728,28.59803105053076,-0.10003891243365973,NA,NA,0.105922256
franken,25,3,7,100,2000,10000,0,0,51.57499866544991,-0.037744226144330706,51.00679674375748,0.6059461478367788,NA,NA,0.025527686
ideal,25,3,8,100,2000,10000,0,0,0.08309336229185384,0.06606024247851147,0.04792073959479775,-0.03088761978145537,NA,NA,NA
particle,25,3,8,100,2000,10000,0,0,73.67398945122702,0.41933606948431107,73.0377553657986,0.21689801594408764,NA,NA,0.190012472
franken,25,3,8,100,2000,10000,0,0,94.74344768820437,0.1047725727172091,94.15230137802031,0.4863737374668644,NA,NA,0.022300026
ideal,25,3,9,100,2000,10000,0,0,0.10826320276600142,-0.00754817200604424,0.07491526765920091,0.04089610711284475,NA,NA,NA
particle,25,3,9,100,2000,10000,0,0,113.10191618558564,1.0470303417507403,112.28140484885127,-0.22651900501636776,NA,NA,0.218416747
franken,25,3,9,100,2000,10000,0,0,217.11731726746726,0.3454492543023542,216.47027499164085,0.3015930215240657,NA,NA,0.025427296
ideal,25,3,10,100,2000,10000,0,0,0.11040172886082034,0.04077321014205748,0.08245887934391538,-0.012830360625152509,NA,NA,NA
particle,25,3,10,100,2000,10000,0,0,277.7533819378022,1.0686524134949966,276.9166196522619,-0.23189012795471314,NA,NA,0.109861951
franken,25,3,10,100,2000,10000,0,0,320.22610445501226,0.8432764573975329,319.4154601858631,-0.032632188248268315,NA,NA,0.025003584
ideal,25,4,1,100,2000,10000,0,0,0.05692813920787821,0.14432041778270105,0.0197419670824113,-0.10713424565723413
particle,25,4,1,100,2000,10000,0,0,0.00047443877153838205,-0.01028066673843439,7167563331761647e-20,0.010683429876655158
franken,25,4,1,100,2000,10000,0,0,0.0018306896254012407,-0.016169071140613972,0.0005666905959766866,0.017433070170038527
ideal,25,4,2,100,2000,10000,0,0,0.04490103040486256,-0.03178248137033382,0.016329174711945785,0.0603543370632506,NA,NA,NA
particle,25,4,2,100,2000,10000,0,0,8.556431325757114,-0.7245310536889586,8.058882420455319,1.2220799589907558,NA,NA,0.189182446
franken,25,4,2,100,2000,10000,0,0,8.153702476361534,-0.7177514753534235,7.664389133095801,1.2070648186191577,NA,NA,0.024283328
ideal,25,4,3,100,2000,10000,0,0,0.11501785569686682,0.09059862887688416,0.08064188786232836,-0.056222661042345703,NA,NA,NA
particle,25,4,3,100,2000,10000,0,0,9.368330627572725,-0.06051513479366885,8.844427053894103,0.5844187084722913,NA,NA,0.130353897
franken,25,4,3,100,2000,10000,0,0,6.475586182256143,-0.3696073609926676,6.049443571892684,0.7957499713561269,NA,NA,0.023699484
ideal,25,4,4,100,2000,10000,0,0,0.08029172325776297,0.0867713213098375,0.039786052997821425,-0.04626565104989594,NA,NA,NA
particle,25,4,4,100,2000,10000,0,0,19.046461665361328,-0.18925548290040517,18.470467829896062,0.7652493183656681,NA,NA,0.12762242
franken,25,4,4,100,2000,10000,0,0,9.962540371622943,-0.19805017041021206,9.476384173088736,0.6842063689444204,NA,NA,0.022486664
ideal,25,4,5,100,2000,10000,0,0,0.10124360597528459,0.031015394029384635,0.06871389109268965,0.001514320853210304,NA,NA,NA
particle,25,4,5,100,2000,10000,0,0,17.368424080361958,0.8718584904767845,16.67415155118742,-0.17758596130224827,NA,NA,0.178892363
franken,25,4,5,100,2000,10000,0,0,17.604902472354613,-0.11452480683970706,17.081293443986866,0.6381338352074527,NA,NA,0.024443969
ideal,25,4,6,100,2000,10000,0,0,0.09544019163102328,0.10731601432553092,0.06554639966311683,-0.07742222235762447,NA,NA,NA
particle,25,4,6,100,2000,10000,0,0,51.84975027870006,0.9104360232525397,51.11700468216211,-0.1776904267145976,NA,NA,0.238204748
franken,25,4,6,100,2000,10000,0,0,54.54013301318684,-0.07102863168007184,54.023006810034246,0.5881548348326648,NA,NA,0.024065133
ideal,25,4,7,100,2000,10000,0,0,0.11041063573798297,0.09334834876488829,0.08444841898479048,-0.0673861320116958,NA,NA,NA
particle,25,4,7,100,2000,10000,0,0,85.77844565236121,0.794386550463255,85.09536000194007,-0.11130090004210312,NA,NA,0.369645991
franken,25,4,7,100,2000,10000,0,0,97.37544239374331,0.01174315138623408,96.84386053997069,0.5198387023864008,NA,NA,0.026402061
ideal,25,4,8,100,2000,10000,0,0,0.07949576068343293,0.1271801653684844,0.04843118506430273,-0.09611558974935419,NA,NA,NA
particle,25,4,8,100,2000,10000,0,0,279.06790983938254,0.6928643625636631,278.1902168483099,0.1848286285089194,NA,NA,0.152793946
franken,25,4,8,100,2000,10000,0,0,121.58057900158335,0.5743569571279725,120.875487096696,0.13073494775936279,NA,NA,0.026931338
ideal,25,4,9,100,2000,10000,0,0,0.09282864975391063,0.08190794737544568,0.07187843645114823,-0.06095773407268332,NA,NA,NA
particle,25,4,9,100,2000,10000,0,0,388.91277008862227,1.015226557528206,388.11562959452186,-0.21808606342782377,NA,NA,0.097139418
franken,25,4,9,100,2000,10000,0,0,246.8546605845954,0.7412554000494345,246.06849614139375,0.044909043152190145,NA,NA,0.024451119
ideal,25,4,10,100,2000,10000,0,0,0.0793668729070382,-0.007208823634806627,0.05254195816128422,0.03403373838056061,NA,NA,NA
particle,25,4,10,100,2000,10000,0,0,851.1777328256451,1.0441912351936082,850.3619910413129,-0.22844945086145846,NA,NA,0.096673838
franken,25,4,10,100,2000,10000,0,0,611.7149394362085,0.7604973679863601,611.0101213779459,-0.05567930972370439,NA,NA,0.026587081
ideal,25,5,1,100,2000,10000,0,0,0.04173576726527911,0.06882415342581352,0.015798832154346982,-0.04288721831488139
particle,25,5,1,100,2000,10000,0,0,0.0005828612697987023,0.0019086044048873818,0.0002081731523416693,-0.0015339162874303492
franken,25,5,1,100,2000,10000,0,0,0.0021443315611550506,0.007828952661903532,0.0005884344519105008,-0.006273055552658982
ideal,25,5,2,100,2000,10000,0,0,0.05765468913358019,0.07387265787660027,0.02546967490735904,-0.04168764365037912,NA,NA,NA
particle,25,5,2,100,2000,10000,0,0,3.9378438670713365,-0.7159726613396464,3.4454478349536375,1.2083686934573454,NA,NA,0.140552705
franken,25,5,2,100,2000,10000,0,0,3.9671415809139905,-0.7124878804870991,3.4742458907278166,1.205383570673273,NA,NA,0.029727909
ideal,25,5,3,100,2000,10000,0,0,0.07153995593469574,0.051497402457830105,0.04253572952153141,-0.022493176044665796,NA,NA,NA
particle,25,5,3,100,2000,10000,0,0,7.400036962265966,-0.16169764584128893,7.01875484674458,0.5429797613626761,NA,NA,0.194885026
franken,25,5,3,100,2000,10000,0,0,4.032806710993971,-0.38130564912628284,3.593570396120435,0.8205419639998192,NA,NA,0.022760891
ideal,25,5,4,100,2000,10000,0,0,0.13803981571963284,-0.01933369799563686,0.08931062729436104,0.06806288642090867,NA,NA,NA
particle,25,5,4,100,2000,10000,0,0,9.028544677691615,0.532018071590395,8.474662147632955,0.021864458468264715,NA,NA,0.187365156
franken,25,5,4,100,2000,10000,0,0,11.679192649437795,-0.20637313332236912,11.178334836640998,0.7072309461191663,NA,NA,0.03131913
ideal,25,5,5,100,2000,10000,0,0,0.16360753894702162,0.10749296297128821,0.1246153585386657,-0.0685007825629323,NA,NA,NA
particle,25,5,5,100,2000,10000,0,0,34.533514344986486,0.08332614323853885,33.97750043388602,0.4726877678619309,NA,NA,0.182642131
franken,25,5,5,100,2000,10000,0,0,24.58745025099361,-0.0983966734682103,24.03329305425399,0.6525538702078318,NA,NA,0.034230639
ideal,25,5,6,100,2000,10000,0,0,0.10327252375839388,0.10113005442207876,0.06054805977658616,-0.05840559044027103,NA,NA,NA
particle,25,5,6,100,2000,10000,0,0,28.819548764799357,0.8309745308739549,28.11130850807961,-0.1227342741542066,NA,NA,0.167074535
franken,25,5,6,100,2000,10000,0,0,46.47816633804362,-0.04438857237070948,45.97426271021977,0.5482922001945614,NA,NA,0.024239272
ideal,25,5,7,100,2000,10000,0,0,0.08304226600681597,0.08855565424594838,0.055500079240885375,-0.06101346748001779,NA,NA,NA
particle,25,5,7,100,2000,10000,0,0,47.79382232641115,0.9674539802993141,47.02712377740352,-0.20075543129167944,NA,NA,0.125497801
franken,25,5,7,100,2000,10000,0,0,62.84338538655412,0.1134298529887898,62.241794621243045,0.48816091232228326,NA,NA,0.024386021
ideal,25,5,8,100,2000,10000,0,0,0.17085683403220947,0.10659986587590334,0.1285078890623611,-0.06425092090605497,NA,NA,NA
particle,25,5,8,100,2000,10000,0,0,136.27454308727158,-0.011148652452183452,135.6109694777989,0.674722261924864,NA,NA,0.113928885
franken,25,5,8,100,2000,10000,0,0,105.81554383809198,0.18598652107546756,105.27004595197204,0.35951136504449643,NA,NA,0.020779665
ideal,25,5,9,100,2000,10000,0,0,0.09073780623088112,0.11436303336684903,0.055813602691906314,-0.07943882982787423,NA,NA,NA
particle,25,5,9,100,2000,10000,0,0,702.104621376358,0.43858009163541456,701.1529101326934,0.5131311520292297,NA,NA,0.15498193
franken,25,5,9,100,2000,10000,0,0,210.18961779369212,0.32082327282534645,209.58249862642646,0.286295894440354,NA,NA,0.02364638
ideal,25,5,10,100,2000,10000,0,0,0.0485897237936677,0.1317566806027734,0.016664612023738593,-0.09983156883284429,NA,NA,NA
particle,25,5,10,100,2000,10000,0,0,403.63402863866656,1.04936629972701,402.81420933145716,-0.22954699251761257,NA,NA,0.086913895
franken,25,5,10,100,2000,10000,0,0,505.6514658565253,0.5085572119698469,504.9709372918678,0.17197135268762687,NA,NA,0.02299312
ideal,25,6,1,100,2000,10000,0,0,0.055205224086352804,0.095836247883825,0.01709103879993791,-0.05772206259741011
particle,25,6,1,100,2000,10000,0,0,0.00038541677861076454,0.0023432311218330726,0.0001245910159824099,-0.0020824053592047183
franken,25,6,1,100,2000,10000,0,0,0.002112447530952084,0.005821476512864382,0.0004913885011357061,-0.004200417483048005
ideal,25,6,2,100,2000,10000,0,0,0.05083446134805238,0.007273720413559254,0.013896338174013454,0.029664402760479675,NA,NA,NA
particle,25,6,2,100,2000,10000,0,0,5.657448719174389,-0.7170292131220918,5.1685300791036095,1.2059478531928711,NA,NA,0.141260857
franken,25,6,2,100,2000,10000,0,0,5.957718749304704,-0.7130883285246241,5.4654674114911215,1.205339666338207,NA,NA,0.025725162
ideal,25,6,3,100,2000,10000,0,0,0.09459891776596886,0.05600195363540031,0.06629113389966092,-0.027694169769092357,NA,NA,NA
particle,25,6,3,100,2000,10000,0,0,7.889635611086593,-0.16997111192587833,7.384882544901595,0.674724178110876,NA,NA,0.11244909
franken,25,6,3,100,2000,10000,0,0,6.156157244793445,-0.35013029236560367,5.7119036234093095,0.7943839137497399,NA,NA,0.026926275
ideal,25,6,4,100,2000,10000,0,0,0.06174286934763587,-0.0239843566629013,0.035496850476105415,0.050230375534431757,NA,NA,NA
particle,25,6,4,100,2000,10000,0,0,15.03727228855079,-0.3002461011285999,14.413792012000666,0.9237263776787239,NA,NA,0.12168201
franken,25,6,4,100,2000,10000,0,0,4.706194070649005,-0.21469688956048222,4.209777524447176,0.7111134357623108,NA,NA,0.023440187
ideal,25,6,5,100,2000,10000,0,0,0.08150158924363002,0.10714164164696915,0.05958324377100027,-0.08522329617433942,NA,NA,NA
particle,25,6,5,100,2000,10000,0,0,35.603296625673615,-0.036509087069308,35.03924358579029,0.6005621269526417,NA,NA,0.182919298
franken,25,6,5,100,2000,10000,0,0,21.334642573346997,-0.1661002362187802,20.820163726007372,0.6805790835584089,NA,NA,0.022546084
ideal,25,6,6,100,2000,10000,0,0,0.08977280736732217,0.015067054828165755,0.06362000555221553,0.01108574698694089,NA,NA,NA
particle,25,6,6,100,2000,10000,0,0,27.158252574526806,0.40177221166264165,26.391057440803188,0.3654229220609764,NA,NA,0.22569288
franken,25,6,6,100,2000,10000,0,0,24.181731580566794,-0.016918841384915145,23.634040127419436,0.5646102945322691,NA,NA,0.034315248
ideal,25,6,7,100,2000,10000,0,0,0.08504337211021447,0.07989159859397618,0.05933175925939059,-0.054179985743152276,NA,NA,NA
particle,25,6,7,100,2000,10000,0,0,42.45209026280136,0.3519011527150879,41.76603671736551,0.33415239272077607,NA,NA,0.144249679
franken,25,6,7,100,2000,10000,0,0,52.02863540730557,0.07662798539197235,51.439288522092944,0.5127188998206585,NA,NA,0.025290719
ideal,25,6,8,100,2000,10000,0,0,0.08862690684543462,0.15775693300561672,0.043809299087492114,-0.11293932524767421,NA,NA,NA
particle,25,6,8,100,2000,10000,0,0,57.10425519047301,1.0130866582799234,56.30742557894033,-0.21625704674724067,NA,NA,0.083536972
franken,25,6,8,100,2000,10000,0,0,69.69237228409014,0.2186425707691091,69.117266342485,0.3564633708360192,NA,NA,0.022888201
ideal,25,6,9,100,2000,10000,0,0,0.08455424910733177,0.06723298201590813,0.05554877386284703,-0.03822750677142341,NA,NA,NA
particle,25,6,9,100,2000,10000,0,0,130.00539336887854,1.0356658875314544,129.19103399561357,-0.22130651426647524,NA,NA,0.170853356
franken,25,6,9,100,2000,10000,0,0,184.57453109745765,0.16532686543995462,183.9403919474496,0.4688122845681139,NA,NA,0.032784773
ideal,25,6,10,100,2000,10000,0,0,0.08956245804071748,-0.04459174427398274,0.06312517724586247,0.07102902506883774,NA,NA,NA
particle,25,6,10,100,2000,10000,0,0,413.520594636356,0.4006197125107631,412.81024346136445,0.309731462480827,NA,NA,0.113082185
franken,25,6,10,100,2000,10000,0,0,277.3065961515248,0.5451954596896642,276.6349452264025,0.1264554654326953,NA,NA,0.022032682
ideal,25,7,1,100,2000,10000,0,0,0.046499314007823096,0.09104393648545472,0.009167999904554724,-0.053712622382186354
particle,25,7,1,100,2000,10000,0,0,0.00038386277072704285,0.002164586952914327,0.0001659503955611763,-0.0019466745777484609
franken,25,7,1,100,2000,10000,0,0,0.0028373372218606684,0.014370721911803691,0.0005953924306203506,-0.012128777120563374
ideal,25,7,2,100,2000,10000,0,0,0.051958851471347614,0.006506661543599579,0.022662257114513095,0.022789932813234944,NA,NA,NA
particle,25,7,2,100,2000,10000,0,0,3.8892170076256525,-0.7155828781047531,3.3984729207744264,1.2063269649559787,NA,NA,0.154643792
franken,25,7,2,100,2000,10000,0,0,4.04958780224379,-0.7165332902913404,3.5583170357998615,1.20780405673527,NA,NA,0.024502641
ideal,25,7,3,100,2000,10000,0,0,0.07102305296142186,0.16852071457394613,0.03286588520823767,-0.1303635468207619,NA,NA,NA
particle,25,7,3,100,2000,10000,0,0,8.61746236607875,-0.47713985893712924,8.089321339790057,1.0052808852258206,NA,NA,0.17480645
franken,25,7,3,100,2000,10000,0,0,3.832130041469942,-0.3661473358910205,3.372464095743065,0.8258132816178967,NA,NA,0.025635309
ideal,25,7,4,100,2000,10000,0,0,0.10538068957588848,0.12137649065079006,0.05978321548907207,-0.07577901656397366,NA,NA,NA
particle,25,7,4,100,2000,10000,0,0,8.598780106963611,-0.4579202031617314,7.975116315917832,1.0815839942075105,NA,NA,0.128361003
franken,25,7,4,100,2000,10000,0,0,5.610702851363846,-0.16141914298659482,5.107780523717733,0.6643414706327078,NA,NA,0.027790672
ideal,25,7,5,100,2000,10000,0,0,0.0907484033714622,0.08787273791990918,0.044511124973950655,-0.041635459522397646,NA,NA,NA
particle,25,7,5,100,2000,10000,0,0,18.787917623834325,0.1355233043718962,18.26333786362079,0.3890564558416374,NA,NA,0.150784532
franken,25,7,5,100,2000,10000,0,0,20.067512118968903,-0.10662103718843594,19.536094747255426,0.6380384089019111,NA,NA,0.025009622
ideal,25,7,6,100,2000,10000,0,0,0.0711355926051428,0.03245445143619305,0.04431848895840768,-0.005637347789457932,NA,NA,NA
particle,25,7,6,100,2000,10000,0,0,38.1433334494525,0.48385321768777806,37.36773796016211,0.29174227160260713,NA,NA,0.162822913
franken,25,7,6,100,2000,10000,0,0,34.4840155705533,-0.06629885643710903,33.971015089793205,0.5792993371972005,NA,NA,0.021572815
ideal,25,7,7,100,2000,10000,0,0,0.0810114055067598,0.0006771883905221932,0.04510621188673237,0.03522800522950525,NA,NA,NA
particle,25,7,7,100,2000,10000,0,0,39.62819469629654,0.4742420174078179,38.950409979487105,0.20354269940161554,NA,NA,0.174623249
franken,25,7,7,100,2000,10000,0,0,66.21666311855667,-0.05070447057006697,65.68467157800907,0.5826960111176516,NA,NA,0.032847798
ideal,25,7,8,100,2000,10000,0,0,0.08148297923240544,0.010553963936910327,0.05219906401650432,0.01872995127899078,NA,NA,NA
particle,25,7,8,100,2000,10000,0,0,77.0208556577683,0.5853550037863791,76.23882005733086,0.1966805966510618,NA,NA,0.21524385
franken,25,7,8,100,2000,10000,0,0,95.56844668198195,0.05970524971379032,95.00978225167185,0.4989591805963024,NA,NA,0.025282735
ideal,25,7,9,100,2000,10000,0,0,0.09472531400513726,0.013855623001072764,0.06435141506989432,0.016518275934170174,NA,NA,NA
