model,mod,M,MEquiv,r,sampType,mhType,hpl,nIter,useForward,overlap,isFuzzed,rejuv,version,dimension,rep,startTime,step,checksum,putime,samptime,klerror,kl,covdiv,meandiv,entropydiv,d01,d02,d03,d04,d05,d06,d07,d08,d09,d10,d11,d12,d13,d14,d15,v0101,v0202,v0303,v0404,v0505,v0606,v0707,v0808,v0909,v1010,v1111,v1212,v1313,v1414,v1515,v0102,v0203,v0304,v0405,v0506,v0607,v0708,v0809,v0910,v1011,v1112,v1213,v1314,v1415,v0103,v0204,v0305,v0406,v0507,v0608,v0709,v0810,v0911,v1012,v1113,v1214,v1315,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,o01,o02,o03,o04,o05,o06,o07,o08,o09,o10,o11,o12,o13,o14,o15
Block PF,block,33800,260,5,,,,,,,,,1.2,15,1,2019-01-24T20:22:25.357,1,7.833989691403445,9.638684175,0,,13.43615812421946,16.328128656043965,0.03179821705875885,-2.9237687488832655,-0.8264157582103051,0.10973199045911741,0.5416078134289233,-0.07122448214733446,-0.26492759071164773,0.29761831080102397,-0.13107331835229363,-0.36027744946353657,0.15082076274819123,0.2974158550567516,0.3473741811222748,-0.06811483112542938,-0.03131411025846731,-0.03213514828338848,-0.2595069946993034,0.1634743426234139,0.15099306706270474,0.13716619668396796,0.1646729859270269,0.17013332438671272,0.163862857200566,0.15329888072080747,0.14212236792670005,0.16013667781387556,0.1715123327741877,0.15345500646038626,0.15396755692629432,0.14868656907984265,0.1582586482072589,0.15683004614432125,0.04781318648810216,0.0425803034587117,0.032889371600894876,0.03744827858298173,0.0,0.042923720834408784,0.047615039860705914,0.03824746255735874,0.03802954777403845,0.0,0.03436087175794322,0.041753422963712344,0.04524397441385056,0.04435817115958786,-0.10303376852087819,-0.11551271666893428,-0.11515107916250943,0.0,0.0,-0.10516580658913778,-0.10852580557301122,-0.11519139055997675,0.0,0.0,-0.11113335097764716,-0.10790132009620311,-0.10502073884308298,8.112875252570259,7.887625929330944,8.164930015043005,8.451160592253553,7.761142287957583,7.229742752205544,8.00595586855637,8.782561728173746,8.143477153705566,7.38331359687803,7.842473308860685,8.41199075035262,8.060882205870444,7.709718082515523,8.008282049593063,6.89102058137962,8.272172896869193,8.782680154367862,8.77190843722179,7.252095662591176,7.610463709614784,7.118556374890007,8.989985657806521,8.002665006596244,7.391763434325997,8.761194790676868,8.350858658012577,8.60026041192761,7.547205495351735,7.824951352379855
Block PF,block,33800,260,5,,,,,,,,,1.2,15,1,2019-01-24T20:22:25.357,2,3.250591159805233,9.186852335,0,,0.7784586416333812,1.3251636546722172,0.07927202036716104,-0.6259770334059972,-0.18779193628700597,0.17932847330120374,-1.8683668415863455,-0.20962112251311638,1.4358671603452189,0.221237245440556,0.4095767948054281,0.027963998635217813,-1.0140285287887103,-0.3043133441656707,0.8082985902248474,-0.8890736340381387,0.013346341532018413,-0.6649103404062018,1.1566886343149982,0.39463313617010576,0.3283414660893165,0.39972715473793574,0.30690907943799667,0.4676758974583357,0.6735635891596722,0.3377213020505191,0.1500369844963849,0.3755619305712567,0.4278275758342511,0.45185884923714564,0.35293164372501307,0.5110671840181312,0.42799001084879923,0.5611544335518523,-0.04210110284023772,-0.0437480220428362,0.036177155043864616,0.08469474709598099,0.0,0.08225157685335763,0.10482149293099995,-0.04778776453364783,-0.0172963656642989,0.0,-0.06344865351975502,0.07293208513694617,0.029429383474702177,-0.06457769123254793,0.1939262041586735,0.15863421173779665,0.07846485100236943,0.0,0.0,-0.055777889258145884,-0.22743392967285977,-0.10443797879665129,0.0,0.0,0.11441036773072667,-0.020772774550638255,-0.020005104641696365,-8.786315603718629,0.1784190749739377,13.716820556551959,11.544181064844736,-6.320796594271733,1.4696738832806353,2.4171416275668687,4.533529040956503,10.27316549807519,7.437924940534768,-9.281288721698793,0.6261574810333062,-0.8903191489920635,13.388784322282616,2.719221730154885,-8.95858257065293,0.34590691047252314,12.150069454902766,11.353090771237841,-4.819638459861059,1.8676398295484176,3.125847730646246,3.86963488351037,9.466604081160312,7.183605115176774,-9.090100258405204,-0.6389693231170672,-1.0138596620949363,13.096826538331158,3.7438625310723377
Block PF,block,33800,260,5,,,,,,,,,1.2,15,1,2019-01-24T20:22:25.357,3,11.73449453222498,9.171990867,0,,1.7427640623278408e10,1.742764063643558e10,0.059896402165526386,-13.217068492963525,2.6101692204420472,1.549151904472759,-0.5030124888818737,-1.7657731187101449,-2.194864709208873,1.137512788833713,1.2253910145086468,0.9032722546824966,-0.4045584894168308,-0.42150389341149275,-0.9229963709268707,0.13311056431490997,-0.32919981136097043,0.45821141280691435,-0.18726512281750907,0.016858331912597817,0.008614985392787187,2.402557885967956e-5,0.0003390675691449018,0.00010854632129339705,0.15413833570732602,0.47294982002676694,0.090813809076187,0.5280656043451281,0.1900394607548481,0.438742097303488,0.7834713297904763,0.33954375381001956,0.5899357930825326,0.29162838662113827,-0.01205130480845822,0.00045488188493803265,-9.024679858515345e-5,-0.00019184181931438285,0.0,0.14657652909569835,-0.10382359436112462,-0.0023849290237478752,0.2711518637707799,0.0,-0.21817947475722657,-0.4248040472076629,0.2026597857652413,0.15249626559531373,-0.0006363071487105824,-0.0017091053882729622,5.105701105248556e-5,0.0,0.0,-0.04608572100004719,0.30837686950151133,-0.04235007481029842,0.0,0.0,0.06541114116286952,-0.1330790999485134,0.17711856266935708,3.0097949903728893,-5.887485361013882,5.9938644956112235,0.029141530146098535,2.908748273233532,-8.4564368922525,-5.292948125217942,0.38202930046155636,-0.7426750824177626,7.595430841796742,1.9004590147731164,-1.7991979931807611,-3.3030484201662285,-5.173899388873886,11.354509478613984,3.542076132654011,-5.620010753571957,5.534380016087715,0.248286840491434,2.5982640178789085,-7.882288145677367,-4.452850391232621,0.7444492621979651,-1.2515906324539894,6.882222241501595,1.4944121326360063,-1.4321345692332155,-3.711839676681196,-5.6222630222117065,11.786885228382587
Block PF,block,33800,260,5,,,,,,,,,1.2,15,1,2019-01-24T20:22:25.357,4,4.526494444812145,8.983684433,0,,5.806840183997088e41,5.806840183997088e41,0.21637740314756912,-84.79956962448973,2.146357993931846,1.0161028089771476,2.2980546774199953,-3.110026122336824,-0.03980409251685035,-2.1379780978008287,-0.8896044669040339,3.3951604192020852,2.928780617304975,-0.2947895111114187,0.5311212858688004,0.4060736552250903,0.13729829865509569,-0.6724248878916788,0.8215961786496235,2.2126768055396407e-32,2.1007806509980682e-32,2.9455490833480074e-33,8.395765571943187e-32,1.6295724459797425e-32,3.080111503184762e-6,5.175367125815399e-5,4.652211712526648e-10,1.5702371419371194e-5,5.376053987114598e-7,5.188487054804641,0.11113175697815876,0.14279163552268423,0.6040290594945054,0.4889938455827866,2.153102768164347e-32,-7.843097819314366e-33,1.007188791680484e-32,-2.3726443052083426e-32,0.0,1.2625651387923878e-5,1.5516238328150252e-7,8.546708220765355e-8,2.905456803598066e-6,0.0,0.7110393756476032,0.11681720030229766,0.19595997029964324,0.5044527868632948,-8.00627404181141e-33,-2.698145488516312e-32,-6.92639130592763e-33,0.0,0.0,3.785283794788119e-8,2.850711064628716e-5,1.581425142230462e-8,0.0,0.0,0.6541027236226205,0.20389709018087385,0.10652445782134413,0.08648054473135487,-1.785424628455985,5.5512018482389305,1.1527141187197487,-5.4962562400022135,4.07635902167164,6.565205099670958,-2.156678882979428,0.20919260705966253,7.129381392819601,1.5159833041396102,-0.8378549425722396,3.949671230143726,4.842303168520187,5.2673525524614995,-0.47097446555684114,-2.0177753743154154,5.5570021094468895,1.2528198957385004,-4.772102735796681,5.213278416299591,6.725608607231715,-1.6396969452515566,0.09338046997454567,7.002712609418235,1.7867411201364223,-1.5849989493488703,5.514852083075265,5.53331565289864,4.735060880197117
Block PF,block,33800,260,5,,,,,,,,,1.2,15,1,2019-01-24T20:22:25.357,5,-3.3409443633833913,9.134134009,0,,7.695959802835771e15,7.695959802835793e15,0.017460164108339286,-24.34468092860659,-1.1288103760188615,-0.18669020960486815,0.23656314081429564,1.4937361544181418,3.481346431956303,5.166941351924672,2.1526442027424793,-7.444102245508891,-5.552216430670949,-1.5718410799138365,1.5970499067546473,0.3969232431672154,1.3435792180345256,-1.6428656961113262,-0.5866245235093266,0.003892521643435261,0.010978356190209778,0.013338254195165456,0.0018445792702066067,0.004823185733884818,1.2412551360127738e-5,6.259995830987983e-7,1.1271871072555135e-6,2.4512627299228406e-7,1.6794610354777959e-7,0.01950543700146687,0.004203065130181624,0.057464877533509824,0.011304414223914023,0.07194648024149324,-0.005845239452321849,0.010123997196754275,0.001791701907466641,0.0007497245974823732,0.0,-2.0716861148980085e-6,7.929873283150307e-7,-4.2050427598033516e-7,-1.501757676297302e-7,0.0,0.008930613820294534,-0.014001547458440011,0.004495619002886318,-0.004911487695984989,-0.005007564202231077,-0.0005509738537764887,-0.005225067997510607,0.0,0.0,-3.4499080454448355e-6,-3.733682676328607e-7,4.331745645175875e-7,0.0,0.0,-0.03066008387525001,-0.003403175984044372,0.06032627885468442,3.3770030176198116,6.188478393978307,3.9022226839068157,-1.7392673871001518,1.2120488851377784,0.020055952908617523,6.38270912972575,7.918222619468487,3.1671939287115802,5.010796762411995,-0.28753289038668534,1.8785254535635763,6.212536590050505,1.5369354147158216,-3.3232877073047704,4.0523833141849,6.877278139661531,3.9701238879670204,-2.8949815869543345,1.843161013583067,-0.2621609013040735,6.127474754180629,7.848547427282726,3.6732762786543587,4.679731879797691,-0.3556363060835741,2.374397763333568,6.41968122678607,0.8685189931435277,-3.3540821859970182
Block PF,block,33800,260,5,,,,,,,,,1.2,15,1,2019-01-24T20:22:25.357,6,0.810396496770555,8.938853544,0,,2.1679931741466806e11,2.167993174508971e11,0.0007946132335586845,-36.22986642585516,-1.0147550838943973,2.6109193602595244,0.8522965556631652,-1.0776659422026782,-0.48097588774654554,1.332218155741904,10.035064257284223,3.715384531033396,2.004959010613484,-0.26701176612022515,0.16893672509949198,-3.441586093158798,-0.08239862411107357,0.2122573047863674,-0.2856713541047913,0.00028953655886958046,1.0319103683372274e-5,1.706747505663288e-6,7.628908906952014e-5,1.4332568451143546e-5,4.975542806629562e-12,2.6390515196686795e-11,1.0311645910938885e-11,3.9777529915105426e-12,3.919810773222102e-12,0.052751693388608675,0.003166701880864539,0.00040217701944500863,8.203280430034613e-6,0.0066039480210847755,-5.465781767052533e-5,-4.192063619876814e-6,-1.140318180522731e-5,3.3066759395164825e-5,0.0,-8.033870771065439e-12,8.081058936175881e-12,4.618364538980738e-12,3.366117245768502e-12,0.0,0.01205259655825203,-0.0007634387680020862,-2.0957428772708696e-5,-9.798777062291407e-5,2.2212421073130838e-5,2.805571601646227e-5,-4.942332563295161e-6,0.0,0.0,-7.656414878592074e-14,8.263765275079597e-12,5.3218869180858544e-12,0.0,0.0,-0.0020543490902988682,-6.347177789439624e-5,-0.0010401130361083028,5.878113956642128,4.914853973637262,-2.856186180373199,2.467529138359945,6.602278511002773,7.002071299485378,-5.198656296594571,-4.057651249990227,-1.6445399940042238,3.267948068958468,7.9179466214071805,1.5039576820538474,-0.9548074529173417,-1.6421184923112593,1.1832415456368888,5.993157569327814,4.485681189280369,-2.7278853653779738,3.369436975398079,7.555286719948543,7.676951313832221,-4.9989777639298785,-5.846811089899832,-1.3391147829587626,4.038467016720984,7.261473082483246,1.250497785978415,-3.454709274104935,-1.965404047065038,0.8286073316995417
Block PF,block,33800,260,5,,,,,,,,,1.2,15,1,2019-01-24T20:22:25.357,7,4.684586277110229,8.987108974,0,,4.399457619212333e9,4.399457646887099e9,0.015816417176843782,-27.690582417723462,-2.856808171927881,0.17928223193256398,-1.4227566925724338,-4.812407760025625,0.40679579211988504,0.5479284769834605,-3.008998426356467,-2.4798260880416425,1.9720417366631509,-0.9098998138327286,-8.912534227326308,0.8935846344981111,-0.082547784299416,1.4398060396188521,-0.10845045208420867,1.664606215807993e-7,3.1042571551467657e-7,1.9955299529227844e-6,2.0858991645084664e-6,4.93552272744069e-7,3.378302490619018e-6,0.0007121629152078618,0.0002137169392869935,9.51758966120492e-8,0.001174851380322459,0.0012761607720817188,0.000832282676959863,0.004821664409523005,0.00863410588726903,0.0002245931505511667,2.1399884327507312e-7,-7.823310812124831e-7,2.0386530269854433e-6,-1.0077260748134555e-6,0.0,4.213966557419664e-5,0.00039012288030833514,3.919787863550369e-6,-8.885071294813883e-6,0.0,0.0010297961429747307,0.0019987853362386544,0.006367408993339069,-0.001305127422759742,-5.603439912668507e-7,-7.960542081617691e-7,-9.89235824856334e-7,0.0,0.0,2.3120096632259464e-5,7.150412086782481e-6,-0.0004987447092076594,0.0,0.0,0.0024774577221655237,0.002642369611589934,-0.0010066842390197767,3.3577836138194597,-2.6851803477598692,2.6673945510475057,2.5753589315710337,8.56754554567151,2.3819336576563654,3.5187367201750828,3.2702609404184173,2.6916460004894365,5.395087424351863,6.412319064548153,-0.5639973742409021,3.5531078618931096,4.642698759962808,4.463539433847042,3.5386443884005314,-4.6236783883412835,2.1111821095546546,2.0481511129721293,8.401690961157724,2.8595223769548737,3.9131714765799974,3.795911544066569,4.358139409882217,5.100833701959688,6.563191441876708,-1.650774402973102,3.2599137363647195,4.952860406740994,4.749072997413449
Block PF,block,33800,260,5,,,,,,,,,1.2,15,1,2019-01-24T20:22:25.357,8,-2.2877536495530997,9.113444229,0,,4.1243892263649486e7,4.1243914921857856e7,0.07499959733109424,-22.733207973301507,-1.5240986015092024,1.932028510305579,0.851027893171878,-2.60880386174874,2.380826577848748,-4.147986431844696,1.1513103139554526,-5.62590845565054,4.634330918721785,0.7037341146245852,-0.07689944759749912,-1.375756233664961,0.7108021088285117,-3.9015538438688604,-0.43307344019905614,5.813243827244752e-6,3.024118025435825e-5,3.2327391433458984e-6,1.4617181938070864e-5,3.7256817885600287e-6,0.001342375553020321,0.0013699083050099424,0.002446086891004816,0.005380151767992514,0.02848043045634575,2.2085605411085934e-5,8.865644520611113e-5,9.673692379561485e-5,0.0006304277737498777,3.918111397727142e-5,-6.177313702006434e-6,5.633095401407501e-6,-5.657162785052409e-6,-5.932517477612172e-6,0.0,0.0013559293851604112,0.001830319594705324,-0.0036275184643268545,0.012377028867760946,0.0,3.8262014694105464e-5,4.791411797913048e-6,-0.0002345637783773029,-0.00014677111563848137,-4.2838379670037224e-6,-1.954990151024568e-5,1.1572885476806322e-6,0.0,0.0,0.001811609980432602,-0.0027139264976963587,-0.00834643323473331,0.0,0.0,-1.8718523149839783e-5,-6.500394038438316e-5,5.9655023735011254e-5,4.195548300423925,4.3502743713886804,4.6099128467402295,7.331071143276103,-4.535612101864792,0.5693059883156598,0.05168099943475182,10.168664359160546,0.641225264051947,-3.7414927797669586,1.4053361587797826,2.5029668162508414,5.882356020873692,4.278369859287997,-2.999271443919379,4.763496837331136,2.9809619112602395,5.209908306330375,7.049288050227733,-4.5200615882443635,0.31636073806823367,1.0781975191820203,10.338535845954572,0.7963442767403103,-4.251904638776333,1.5961126740606608,2.028426650166306,5.064310972382241,3.56772285964842,-2.2915863761549184
Block PF,block,33800,260,5,,,,,,,,,1.2,15,1,2019-01-24T20:22:25.357,9,0.31030175072598926,8.944858391,0,,3.821748360992012e6,3.821768995380674e6,0.05305052225159029,-20.68743918457191,0.6749555176285922,-2.509080575300315,-3.123702511983727,-2.994255785041852,1.9991291368779933,2.4704940056143725,-4.5643975734500986,7.009575482301313,3.3318443227305248,0.7200632539683465,-3.6198013454639404,3.126356579724676,0.7308495879144896,2.339122967711216,1.8473213083426954,0.00011914835007420727,0.0004012361506082634,3.70173692489819e-5,0.00014274906415197834,5.7778297604890304e-5,0.004070462791526194,0.0013018260805852588,0.0002263514505092317,0.0002663069448410297,1.1115595843547243e-5,0.008684365311643162,0.006241488839748197,0.0027111689264637325,2.5167820389075763e-5,1.5576583719102887e-5,-0.0002113649991053543,0.00011495695066072541,-6.56057640423854e-5,6.900725898627058e-5,0.0,0.0023010456064955893,-0.000541788415385926,0.0002405992873260975,-5.238797435972899e-5,0.0,-0.007362088075277081,0.004112047002386599,0.0001708259984671124,2.511330212460884e-7,-6.612352139783001e-5,-0.00017989717641374398,-4.192380562238855e-5,0.0,0.0,-0.0009584263101711419,-0.0005765154801904548,-4.7326125561986664e-5,0.0,0.0,-0.004851320462975269,0.00026730372905549337,-0.00015374892640351027,3.7396022908618063,7.407772342183232,-2.4658215939353214,5.178151196377439,0.30318930506092917,-0.7219156893816328,6.618068853674927,-1.2362254912176718,-3.323017138068186,-2.2942404106388508,6.732299771724229,3.3131486956676013,-4.90485506896025,-0.2692521625389278,-0.2153366837227011,5.2386050175929775,7.771137231472384,-1.3765361445403004,4.789025369843104,0.6975714655353629,0.4318250664739578,6.260117982342047,-1.3825004238440186,-2.750062349259526,-0.20027570053321542,5.770338636069817,2.940941748743602,-4.00091653685603,-0.10718692570330501,0.3059442077526625
Block PF,block,33800,260,5,,,,,,,,,1.2,15,1,2019-01-24T20:22:25.357,10,6.718564926923911,9.097473487,0,,259325.36707534653,259340.786030276,0.05466180686382929,-15.473616736333776,-11.035776306658923,7.189678765520783,-2.300900787155052,-7.764042040529368,0.9107738606234657,5.240445836376654,-6.50489926464781,1.3973729716586678,-1.988357934939133,-1.3417425365489537,1.5867694261692638,4.735439704504721,-0.0215063087236137,4.452589703322653,0.5586200040868539,0.0005546935540215345,0.0014779318820566138,0.0007618398444292702,0.0004978322087788568,0.008993719323076976,0.00018621598337869455,0.00010740736753214996,0.00019819166880999264,0.0005653400478445903,0.0007406127759177185,0.0012947894174642983,0.0015840370125442995,0.00020410741777971138,0.0004640449816850301,0.002094006324051745,-0.0007338181837828304,0.0010601435339822342,-0.00011211614130260279,0.001285082098348622,0.0,5.641103284342593e-5,-0.00014130232206187654,0.0002337761338796882,0.0005974986059020806,0.0,-0.001181626919539161,0.0004648208399244429,0.00028633081357559785,-0.0007965437310247901,-0.000532134798505702,-0.0001814569885960283,-0.002296978232422969,0.0,0.0,-7.853204814808155e-5,-0.00016371605977173867,0.00018422092043628965,0.0,0.0,-0.0001864389299444912,0.00047904907843116385,-0.00039126476545246275,8.554973951482035,-2.40213545619476,2.566110765126567,7.298263584302317,4.1522366106445086,2.7745429828864054,5.630239022383558,1.4760204221381896,2.6168116500561376,3.5097474850539276,4.66165666509729,-2.3059787735281607,-0.6024093750744467,-0.6759190081812172,6.367801616130315,8.819602139533485,-2.1226834266724968,2.266711165867999,8.050192730457857,3.1524030474867617,3.922336661752937,5.753412939596761,1.479785234289875,2.1233367504359526,2.7717935551518575,4.598990713826363,-1.166254249191092,-0.28408446089684064,-0.4975481617869142,6.715276785574009
