model,mod,M,MEquiv,r,sampType,mhType,hpl,nIter,useForward,overlap,isFuzzed,rejuv,dimension,rep,startTime,step,checksum,putime,samptime,klerror,kl,covdiv,meandiv,entropydiv,b01,b02,b03,b04,b05,b06,b07,b08,b09,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,v0101,v0202,v0303,v0404,v0505,v0606,v0707,v0808,v0909,v1010,v1111,v1212,v1313,v1414,v1515,v1616,v1717,v1818,v1919,v2020,v0102,v0203,v0304,v0405,v0506,v0607,v0708,v0809,v0910,v1011,v1112,v1213,v1314,v1415,v1516,v1617,v1718,v1819,v1920,v0103,v0204,v0305,v0406,v0507,v0608,v0709,v0810,v0911,v1012,v1113,v1214,v1315,v1416,v1517,v1618,v1719,v1820
Finkelstein PF,finkel,40,40,1,bkf.SampleUniform,bkf.MhSampled,30,160,1.0,2.0,bkf.FuzzFinkelParticles,0.25,20,1,2019-01-22T18:58:44.38,2,-5.390729225387302,5.407627723,0,,2.2436293809348286e27,2.2436293809348286e27,0.5817066921275205,-7.932731322972023,0.6474248356616563,-0.054116315798744985,-0.07446492783875591,-0.12264672979949154,0.07589338796302658,1.4426338969462815,0.03155825481587726,-0.03092322815257953,0.2520531539587454,0.2986763124576749,1.2825689862407617,-0.268468498078398,-0.12596613173722937,-1.7700303814152196,-0.047036989924330586,0.4066609669406958,-0.13338015154792027,0.024435321867244397,-0.0589770016655764,-0.1814995671866324,1.1779169119316846,0.013181431361124941,0.013557571050502433,0.041059688850167746,0.02775589791970584,1.0122504356167237,0.03738625703421503,0.038508706188063256,0.009342405278306366,0.0010346618357843969,1.8498788292828792,1.7749370367472766e-30,0.07583787766430714,4.8881450384616966e-5,0.038904241857026095,1.0697886480562868,0.05323997501398869,0.04289916081818679,0.0406048106186719,0.08991665588184788,0.026672566605532834,-0.0007732862182537542,-0.001358962572288084,0.008834491053021008,0.01622953240048583,0.01510425158475781,0.0014270568056371918,0.0003293157441507183,0.0001587015823776077,-0.0008951274914815789,1.0846837446788913e-31,3.771741203087963e-31,0.00020747572162679775,0.00018049550701130062,0.008451615899552572,-0.008923783272938786,0.0008540240778624865,0.012422169145156717,-0.004232665541167706,0.007677315797099337,0.0033864045177905153,-0.0035252387201933143,0.06792411992127109,0.0035274982486830165,-0.023890805661319202,0.0021570336600554713,-0.00020285191705640053,-0.018686176184562735,9.836109411974492e-31,-0.01803778844574142,6.567267035964924e-30,-0.007479516472799106,-0.00020432970321144405,-0.0015669603616211116,-0.019726487562673364,-0.005585581646230624,0.005564534460193515
Finkelstein PF,finkel,40,40,1,bkf.SampleUniform,bkf.MhSampled,30,160,1.0,2.0,bkf.FuzzFinkelParticles,0.25,20,1,2019-01-22T18:58:44.38,3,3.726769447369349,3.893249627,0,,Inf,Inf,0.3969862112808439,-13.450976289492115,0.7443047475769411,0.12353375404842581,-0.13053773066072516,-0.018212553821468802,0.039586091004443436,-1.4152320223501955,0.03436571567608526,-0.05801440914549261,-0.33399682128642016,-0.00710885814764417,-0.6138864505726707,-0.6629552726880836,-0.02299463261457313,0.15366887488700165,-0.21967184256599337,-0.4877755932630917,0.08363820520867105,-0.11593103970687935,-0.5280146766322726,0.025852022571282607,0.9286342562511533,0.01124810310942549,0.05951494912648288,0.006428670304742411,0.01902505625534026,0.9014469364872888,0.04880447760629772,7.888609052210118e-29,3.1554436208840472e-30,0.03540762364397324,2.727788733555379,0.1872558404728971,0.024352912448385805,0.005643301399408266,0.0019754906690632665,1.6337943186816908,0.04090379840664943,0.010573389133032178,0.0,0.04399476279680855,-0.0076448597826836405,-0.008156432944632282,0.0005468933194328428,-0.00030220694714167646,-0.014599964267284968,-0.04087569269857463,0.0,1.5777218104420236e-29,-1.873544649899903e-30,0.034792551059492464,0.18744465593779036,-0.020164951193596077,-0.001533358607844512,-0.000944959511761169,-0.006885323299093434,0.0202796535390166,-0.0024251935446906077,0.0,0.0,0.029597206745167727,-0.00042275988663014613,0.004210339904164904,0.01531134849329679,0.004502231033498852,-2.6821270777514404e-30,0.0,-9.367723249499515e-30,-2.15950672804252e-30,-0.008310985382268338,-0.03312296773783104,0.00790257940149782,-0.0002809053351644298,0.0066936684838545465,0.00027442310145190735,-0.013708882113876672,0.0,-0.0071101791283813085
Finkelstein PF,finkel,40,40,1,bkf.SampleUniform,bkf.MhSampled,30,160,1.0,2.0,bkf.FuzzFinkelParticles,0.25,20,1,2019-01-22T18:58:44.38,4,0.2001018295953898,3.598754289,0,,8.525791647552348e28,8.525791647552348e28,0.2509230976135873,-6.926163109615463,0.9845510496651624,0.1770059799546324,-0.046456065746691144,0.34346571755604005,-0.016926615584328175,0.8240685597995556,0.16496017155215165,-0.005140670998179497,0.1566398647293118,0.006163666356763908,-0.25108019726409303,0.0012278605915621021,-0.0004018908064504778,1.0122075430449953,-0.1733591226498863,-0.5672827195620052,-0.2783018572943956,0.3325327898485724,-0.3103239556310484,0.8388710736978784,1.2322680862669155,0.010033608210467913,0.04021618160618149,0.019791158668653577,0.02198504358730706,1.0906213095467496,0.010354924221147184,0.043097402019241886,0.0711954680413299,0.024291476088341528,1.3987695426890945,0.1342127575431088,0.06961299088177529,1.7749370367472766e-30,0.023883679900617693,1.4794772693358447,0.0009307608938165772,1.7749370367472766e-30,0.02040029100607709,4.930380657631324e-32,-0.020863006099669658,-0.002875772159725363,-0.002513022238264294,-0.00016327429435092206,-0.00013498014622194033,-0.009158237804246636,-0.0039860497002187694,0.011274361251143093,-0.002794621634431239,0.045904216700052965,-0.07864883076517737,-0.008417287030852776,2.3665827156630358e-31,-8.164710369037473e-30,0.04922860099442797,0.012704046548637729,-1.7009813268828068e-31,-2.662405555120915e-31,4.4373425918681915e-32,-0.016767638852908686,-0.0003613262990069049,-0.0070088366282535786,-0.018855256845272297,-0.0012499708361409486,0.04789434239344021,-0.0007144999177715162,-0.006357308083592657,-0.02554624440637839,0.012612193859101931,0.042450359225374205,-8.923988990312697e-31,0.0008550925040465013,-1.3952977261096647e-30,-0.0007082627704762399,1.3952977261096647e-30,-0.0012775582053388445,-2.9582283945787943e-31
Finkelstein PF,finkel,40,40,1,bkf.SampleUniform,bkf.MhSampled,30,160,1.0,2.0,bkf.FuzzFinkelParticles,0.25,20,1,2019-01-22T18:58:44.38,5,4.726911079560045,3.93811499,0,,1.0552069432209118e28,1.0552069432209118e28,0.2253770875527533,-8.47752276312725,-0.6447107782189874,1.2078665470302161,0.02543457168985963,-0.2567378850170057,-0.411045797779507,0.12236447665303912,-0.06616440057500173,-0.0361799642815237,0.02417313671435184,-0.0027000456811039353,1.015784199259735,-0.005283524161781017,0.22010110175520037,-0.30236804213622825,0.059419434719924835,-0.6283567013787499,0.04607646251108388,0.12033040360213754,-0.03206366322914889,1.0859027331497604,1.4165181634857642,4.437342591868191e-31,0.03733049925523688,0.1447564070504612,0.028388632120138216,1.702575954015564,0.06441200041663141,0.034173993578022664,0.045815990585542365,0.040847725109812084,1.2694072716650728,0.02061152617979485,6.873721450874681e-9,0.0038773143419560323,0.07082651538261502,0.7633822776656182,0.04921008004832973,0.023086903797824566,1.262177448353619e-29,3.1554436208840472e-30,7.395570986446987e-33,8.504906634414034e-32,0.0009434762160093536,-0.004727710530371927,-0.04531598203631424,0.0007894200852943938,0.009413140990039197,0.0017885312271204664,-0.002381804867571133,-0.020183633519196848,-0.009760841784302407,2.59138415484468e-6,7.644971144313951e-7,-0.00142666223088683,-0.06829235447722648,0.026098893958533743,-0.007120979473612086,-1.7828256457994868e-29,6.310887241768095e-30,0.01105408288667925,-4.5852540115971315e-31,-0.0009847156264202051,-0.06538500992809652,-0.003943322394409858,-0.07057465933793765,-0.0007785593171742961,0.005240021549024773,-0.013653884797848494,0.0014936943128421975,-2.1100893208093126e-5,-0.000325687239924249,-2.3417871504912642e-6,-0.007467070399570486,-0.01149005501824582,0.01326322802555671,5.758684608113387e-30,-8.914128228997434e-30
Finkelstein PF,finkel,40,40,1,bkf.SampleUniform,bkf.MhSampled,30,160,1.0,2.0,bkf.FuzzFinkelParticles,0.25,20,1,2019-01-22T18:58:44.38,6,8.142074788094593,4.472556087,0,,23.863220751098467,24.966920774340146,0.1082266088713004,-1.2119266321129767,-0.019443260194936585,0.02398731431837664,0.13487029224363045,0.001434098747016499,-0.0991416785995134,0.5142113780219542,0.021984852911242747,0.1510832997881586,-0.014655073940713192,-0.0489427169064971,0.46465150209163053,-0.015406145148748163,-0.03778063985317304,-0.1461438074594037,-0.08323687518787981,-0.559261758423212,-0.005106813148650247,-0.03017976049250315,0.04910379722514957,-0.09915869629719154,1.8296144362038278,0.0002838555654413553,0.045469766801092076,0.04568145788257726,0.010134397430220432,1.5998939429803687,0.041677094103287175,0.019366260756683205,0.03935137502576997,0.024548175344658696,1.2654965200050816,0.0281162643350732,0.0004570635415964578,0.0389129979859221,0.023444364491485764,1.1868553531538282,0.04358027638665547,0.04730718931428851,0.030568962315702122,0.23248085392200044,0.005015935243241682,-6.449151872072835e-5,0.00234705129353132,0.0014286051597799051,0.01037441906540023,-0.06367012052333794,0.0022073260962572313,0.0005779839441587955,-0.0009587742809976812,0.040432782263957245,0.005077582308051092,0.0008749662958875467,-0.0003712420048412336,-0.002361085401431973,-0.01053927652034161,0.014834868673393864,0.0008700034436157884,-0.011703331486668057,0.0051980978799563765,0.04160475877502753,0.00024236759960237776,0.006217960755929911,-0.03284178791951666,0.0019297528021267924,0.06643468718010963,-0.01201245013181685,-0.003183650484351652,-0.020780340483808796,-7.177375271230497e-5,4.5664224040332026e-7,-0.0047330198172609176,-0.0007859165257207509,0.025211667048893147,-0.003074951295079608,0.0034489720729970266,-0.01157723641365905,0.01067888133735466
Finkelstein PF,finkel,40,40,1,bkf.SampleUniform,bkf.MhSampled,30,160,1.0,2.0,bkf.FuzzFinkelParticles,0.25,20,1,2019-01-22T18:58:44.38,7,2.8730597077529865,2.991981986,0,,-4.2123434612170016e60,-4.2123434612170016e60,0.35807938199630235,-20.045448550440803,1.2219055281331306,0.7368415420985754,-0.07370347996467475,0.138638312371965,0.09036963213478177,0.9133054439921104,-0.03290877950688942,-1.726274968689891,0.19585794011623414,-1.549498089637673,-0.19067706342825952,-0.04426089859464133,-0.1058692885325847,0.3683030515428136,-1.3855625308660504,-0.29833894405880157,-0.0112608486480692,-0.03649694615836552,0.1588186580376596,0.02590229535566335,1.4569665857313916,4.930380657631324e-32,0.02181429610728604,0.023469104757984055,0.0005339578116584803,1.5070294164210118,0.04938878974299107,7.888609052210118e-29,4.437342591868191e-31,1.262177448353619e-29,1.512757691316181,0.020453311803066292,0.023095800988965232,3.1554436208840472e-30,1.9721522630525295e-31,1.2496924644731555,0.08714379637159082,0.03906606967319893,1.7749370367472766e-30,0.05221410343767018,7.888609052210118e-31,-1.5777218104420237e-31,-0.00020743785665746527,-3.245419839666127e-5,0.007628896193450654,0.08572396526560745,2.8103169748498546e-30,5.9164567891575885e-30,2.3665827156630354e-30,1.4593926746588719e-30,0.000503966426633833,0.00429973173012547,-3.3526588471893005e-31,-7.888609052210118e-31,7.395570986446987e-33,-0.06004950598611645,0.020577751203245995,-1.094544505994154e-30,1.4051584874249273e-30,0.032748269777177506,5.817849176004962e-31,0.0009243281705987634,-0.012091063554818355,0.0007732241989762143,2.4454688061851366e-29,2.144715586069626e-31,3.155443620884047e-29,3.056836007731421e-31,1.1537090738857299e-30,-0.044496639210486244,-5.768545369428649e-31,8.381647117973251e-32,-2.9582283945787947e-32,1.3805065841367708e-31,-0.06360549436961581,-4.141519752410312e-31,0.010537988899452108
Finkelstein PF,finkel,40,40,1,bkf.SampleUniform,bkf.MhSampled,30,160,1.0,2.0,bkf.FuzzFinkelParticles,0.25,20,1,2019-01-22T18:58:44.38,8,5.916207788757199,3.345947168,0,,Inf,Inf,0.08102457354190398,-6.613569617723807,0.4792452875082205,0.07025895903476964,-0.04982204626063885,-0.22551470685622022,-0.055625856809997654,0.4824089693625693,-0.11017492002648943,0.07813651357311535,0.3396599970728822,0.45902841103939096,-0.23644806679188335,-0.05902901069397504,-0.20412968372822027,-0.13117924860957264,0.3150985058492246,-0.3040566234725022,0.413594049720329,-0.09138451222285537,0.032856030004084325,0.06565668407036096,0.8991205951841489,0.04809290393656687,0.03453317970304159,0.03284808622925255,0.031165239947581764,1.834118147224559,0.01116199091784079,0.0,0.002546438926588769,3.865418435582958e-29,1.686524269808546,0.03249177267322788,3.1554436208840472e-30,4.437342591868191e-31,1.262177448353619e-29,0.996100852416031,0.0,0.005209232534658187,0.022254717156905045,0.019259228119161958,0.02897439839399464,-0.0004179823748104084,-0.006141197618312275,-5.4891690040666656e-5,-0.009812592466679178,0.02979862470069455,0.0,0.0,-8.283039504820624e-30,-5.522026336547083e-31,-0.08175115494081536,7.691393825904866e-31,1.1832913578315177e-30,2.3665827156630354e-30,-2.997671439839845e-30,0.0,0.0,0.001229752802543974,-0.003989596864099965,0.02040633749331991,0.0033133858042178454,0.0028706864201552213,0.036826027501912405,0.0023140128288276114,0.0,4.5759500953538024e-5,0.0,0.004964178743231403,2.662405555120915e-30,-1.1832913578315179e-31,2.859620781426168e-31,6.310887241768095e-30,-5.9164567891575885e-31,0.0,0.00837681641253309,0.0,0.0016442482758067007
Block PF,block,320,40,3,,,,,,,,,20,1,2019-01-22T18:59:32.14,1,13.277411686139242,0.124514585,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.2704071660734533,-13.277411686139242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0
Block PF,block,320,40,3,,,,,,,,,20,1,2019-01-22T18:59:32.14,2,-5.390729225387302,0.154081596,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.2434381568994846,5.390729225387302,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0
Block PF,block,320,40,3,,,,,,,,,20,1,2019-01-22T18:59:32.14,3,3.726769447369349,0.125258929,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-4.092912573013105,-3.726769447369349,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0
Block PF,block,320,40,3,,,,,,,,,20,1,2019-01-22T18:59:32.14,4,0.2001018295953898,0.144849375,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.12412054107685,-0.2001018295953898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0
Block PF,block,320,40,3,,,,,,,,,20,1,2019-01-22T18:59:32.14,5,4.726911079560045,0.134905459,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-6.863036629895053,-4.726911079560045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0
Block PF,block,320,40,3,,,,,,,,,20,1,2019-01-22T18:59:32.14,6,8.142074788094593,0.147638579,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-5.170513136773256,-8.142074788094593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0
Block PF,block,320,40,3,,,,,,,,,20,1,2019-01-22T18:59:32.14,7,2.8730597077529865,0.137830367,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.9284421029373022,-2.8730597077529865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0
Block PF,block,320,40,3,,,,,,,,,20,1,2019-01-22T18:59:32.14,8,5.916207788757199,0.168802415,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.5351875300228417,-5.916207788757199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0
Block PF,block,320,40,3,,,,,,,,,20,1,2019-01-22T18:59:32.14,9,-3.4199427776605256,0.134501272,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.223115021432375,3.4199427776605256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0
Block PF,block,320,40,3,,,,,,,,,20,1,2019-01-22T18:59:32.14,10,-2.049133631376759,0.1620912,0,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.5485128382517077,2.049133631376759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,NaN,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0,NaN,0.0,0.0
Finkelstein PF,finkel,40,40,1,bkf.SampleUniform,bkf.MhSampled,30,160,1.0,2.0,bkf.FuzzFinkelParticles,0.25,20,1,2019-01-22T18:59:32.14,1,13.277411686139242,2.662078151,0,,7.544203793393362e28,7.544203793393362e28,1.1300112354855514,-14.65325885899997,-0.21517605794562122,0.7657325696852935,-0.005732808275300538,-1.1348746743152922,-0.36228575602875157,-2.2758301794783895,-0.0711905804383628,-0.0789235561764805,0.256301467011268,0.06015333106002263,0.539857562286171,0.41886058522259173,0.45096838015299534,-1.0191151646155294,0.018690287944665762,-1.299304118068564,-0.1139227401680305,0.06976740284524596,0.39699066875844924,0.6817282748681421,2.5471739955337265,2.8398992587956425e-29,0.025608190715761717,4.437342591868191e-31,0.07790365092720522,1.3710917138266476,0.02170016828099404,0.006815215199863685,1.9721522630525295e-31,0.002860374582083354,2.4388638353535455,3.1554436208840472e-30,0.0008300209573796585,1.1093356479670479e-31,0.025529230959277196,1.9506449224901758,0.04174612279737311,4.437342591868191e-31,0.005459911662904069,0.0013074804699466816,5.600912427069184e-30,5.147317406567102e-30,-6.434146758208878e-31,1.429810390713084e-31,0.03513424178023229,-0.0007585807565269307,4.382298142080197e-5,-7.790001439057492e-31,6.656013887802288e-32,-0.002347155154001259,-7.060305101728056e-30,3.510431028233503e-30,-6.582058177937818e-31,-9.98402083170343e-31,0.061447348809948565,0.10380267643179042,-2.4553295675003995e-30,8.504906634414034e-31,-0.00025749530935779454,-0.010374523965405835,-3.549874073494553e-30,0.008270428028775709,-2.3665827156630358e-31,0.011635044355355747,0.016696321273708733,1.1142660286246792e-30,2.767101271274936e-5,1.765076275432014e-30,-2.662405555120915e-31,0.0036676175312080187,-5.9164567891575885e-31,-0.00030924688037569883,-2.7117093616972283e-32,0.0006187013137523131,-5.423418723394457e-32,-0.0009888033902982955,3.727367777169281e-30
Finkelstein PF,finkel,40,40,1,bkf.SampleUniform,bkf.MhSampled,30,160,1.0,2.0,bkf.FuzzFinkelParticles,0.25,20,1,2019-01-22T18:59:32.14,2,-5.390729225387302,3.822930371,0,,Inf,Inf,0.7419782839302773,-13.655584324246789,1.181443013714269,-0.23847912795433857,0.18039991051771587,0.06174508533691636,-0.19456779641120114,1.105306161620471,-0.021344957872535986,0.07317356439543243,0.012178254434756397,0.07240249500489992,1.228221446143639,-0.014569617978112959,-0.21139236393774108,-0.37621637812399733,-0.9017604735733386,0.1840556989882992,-0.07281864557721063,-0.1346462201194214,-0.18704111701143744,0.03622711999148187,2.6640806422482535,0.004006509438300474,0.0,0.010138471327938822,1.7749370367472766e-30,1.6566900194072394,0.039966379120353154,0.03101207986695466,0.050180062006260656,0.07528261162715259,1.0682030311445216,0.26070804083874594,1.9721522630525295e-31,0.031729494772289875,0.0009699517402257736,1.189590238676921,0.03365916785934252,0.0351197822009077,0.021555470687079175,0.02961581871306075,-0.0201488805459801,0.0,0.0,7.691393825904865e-30,-4.240127365562938e-31,0.00010332017345122957,-0.0004635868104011227,-0.00213987007681791,-0.002058303964211982,-0.03473261658780149,-0.08253714440809837,-2.070759876205156e-31,-1.6960509462251753e-30,-0.00032432062245597886,0.0021669784816702037,-0.05542538362703023,-0.005055845809768031,-0.0012762420682956594,-0.011099102344364611,0.0,-0.000668111008290675,0.0,0.0074134607604007035,-1.3016204936146696e-30,-0.002518337154310327,-0.0065496743148420805,0.0008407948342465378,-0.017646822727161393,-0.0005583397046187239,1.7256332301709635e-32,0.013816639486356483,-1.1401505270772437e-32,-0.02002925947829902,0.00012080251992925084,0.007698711053350685,-0.005464844755335735,0.004367561921887509
Finkelstein PF,finkel,40,40,1,bkf.SampleUniform,bkf.MhSampled,30,160,1.0,2.0,bkf.FuzzFinkelParticles,0.25,20,1,2019-01-22T18:59:32.14,3,3.726769447369349,4.297528199,0,,2.0230663176033224e89,2.0230663176033224e89,0.3321131755009346,-33.543200680081135,0.8525133074385842,-0.3739902739543506,0.0013927372306135055,-0.08959712527397601,-0.07284585726071624,-1.0813137417182832,-0.06936334061594351,0.028865330588182303,-0.31836207763158964,0.0017366490162897819,-0.028055515671031817,-0.10738319601460611,0.07584554468400828,0.05093593005546193,0.08321619870490915,-0.05620606392656108,0.10411805732395862,-0.35809744817516176,-0.1368780486943546,0.10088400884512438,1.6059885356357726,0.03135038777974993,0.03133652465488163,0.04957328199876962,0.04993654221413272,1.8468290591676464,0.024519227999668068,0.010963072232054167,1.9721522630525295e-29,0.11103788609072687,1.353616883595888,0.02139330870046535,0.03387553690964433,0.04313725287059068,0.0152713186003317,2.1227238497506065,0.02501860262010915,7.888609052210118e-29,3.1554436208840472e-30,0.04721063758867234,0.017530912256207655,-0.005702175901213071,-0.009590710757020227,-0.010662207249012672,-0.08573591499553956,0.008765556314202474,0.001781065678143021,-1.064962222048366e-29,-3.0962790529924715e-30,-0.0008196761395094899,0.0042016484253879875,0.0034407733719995395,-0.004056684706872763,-0.002529239510887781,-0.04314293247348017,-0.08986919563063145,-1.5185572425504477e-29,-1.5777218104420236e-29,1.7749370367472766e-31,0.0009841382286180304,0.0040913740910451715,0.005491172961879904,0.06293416813314912,0.005166331614143987,-0.05511626351369708,4.338734978715565e-30,-0.00673111704502749,3.234329711406149e-30,-0.014131218085045234,-0.01809544877003092,0.0033620553876053437,0.002243393741184341,-0.037853556176555204,0.004241071117303145,3.944304526105059e-31,3.0371144851008955e-30,-8.874685183736383e-31
