truth,48,1,1,,,,,0,,,,,0,none,,,,none,,,0.0007607823285129545,0
observed,48,1,1,,,,,0,,,,,0,none,,,,none,,,1.8188452217258995,0
truth,48,1,1,,,,,0,,,,,0,none,,,,none,,,-1.3751634245577595,0
observed,48,1,1,,,,,0,,,,,0,none,,,,none,,,0.8875308253604787,0
truth,48,1,1,,,,,0,,,,,0,none,,,,none,,,-1.2832073814276577,0
observed,48,1,1,,,,,0,,,,,0,none,,,,none,,,-2.002852444966603,0
truth,48,1,1,,,,,0,,,,,0,none,,,,none,,,-6.0293146042542585,0
observed,48,1,1,,,,,0,,,,,0,none,,,,none,,,-5.185166505359556,0
ideal,48,1,1,80,3200,12800,0,0,,,,,0,none,,,2.3230090932819984,none,,,0,3
particle,48,1,1,80,3200,12800,0,0,0.0003369244267478537,-0.0011899190130474913,0.00010163314699129576,0.0014252102928040496,0,none,,,2.3565830256506772,none,,,0.008390173093166652,3.025037097641649
franken,48,1,1,80,3200,12800,0,0,0.0014756357612148042,-0.0035055394163215486,0.00041458318058343926,0.004566591996952913,0,none,,,2.3530472553907797,none,,4,0.00952390838518863,3.0391004384608076
truth,48,1,1,,,,,0,,,,,0,none,,,,none,,,0.10146483923646514,0
observed,48,1,1,,,,,0,,,,,0,none,,,,none,,,2.3373912451300156,0
ideal,48,1,1,80,3200,12800,0,0,,,,,0,none,,,1.7767823151234223,none,,,0,3
particle,48,1,1,80,3200,12800,0,0,0.00029377658988689664,-0.0013047572411835212,945697354941269e-19,0.0015039640955762908,0,none,,,1.763969694028616,none,,,0.023430872311789384,3.0627244279474657
franken,48,1,1,80,3200,12800,0,0,0.0015570007756671358,0.006844574902367506,0.0006564992359992813,-0.005944073362699653,0,none,,,1.7537410774286089,none,,4,-0.015585182736299899,2.842746917873279
truth,48,1,1,,,,,0,,,,,0,none,,,,none,,,0.6705515127622019,0
observed,48,1,1,,,,,0,,,,,0,none,,,,none,,,2.1020396955046596,0
ideal,48,1,1,80,3200,12800,0,0,,,,,0,none,,,1.9239180180729218,none,,,0,3
particle,48,1,1,80,3200,12800,0,0,0.0003770229581255426,0.0003212370019345795,0.00012241312969429454,-6662717350333119e-20,0,none,,,1.9239079012961946,none,,,-0.009123663413035015,3.0688734551841943
franken,48,1,1,80,3200,12800,0,0,0.001296434030202735,0.012483767619629382,0.00036431052302958043,-0.011551644112456226,0,none,,,1.9137478553148777,none,,4,0.04123474147566423,2.9793950266234397
truth,48,1,1,,,,,0,,,,,0,none,,,,none,,,2.623136531079058,0
observed,48,1,1,,,,,0,,,,,0,none,,,,none,,,2.940708003346569,0
ideal,48,1,1,80,3200,12800,0,0,,,,,0,none,,,2.2524896728401536,none,,,0,3
particle,48,1,1,80,3200,12800,0,0,0.00038809511465977807,0.00044045649059773484,0.00011331845682123306,-0.00016567983275919,0,none,,,2.243456956935033,none,,,-0.008165342456749504,2.918048307538866
franken,48,1,1,80,3200,12800,0,0,0.0011626700277408706,0.0060770147873791674,0.0004317694258375263,-0.005346114185475822,0,none,,,2.2439463952997207,none,,4,0.006524555903928888,2.9864607439854347
truth,48,1,1,,,,,0,,,,,0,none,,,,none,,,0.26071955778998945,0
observed,48,1,1,,,,,0,,,,,0,none,,,,none,,,0.4950538622289006,0
ideal,48,1,1,80,3200,12800,0,0,,,,,0,none,,,2.153934587558196,none,,,0,3
particle,48,1,1,80,3200,12800,0,0,0.00032285105940387725,0.0044360456993843556,0.00011239205734853867,-0.0042255866973290165,0,none,,,2.1403343274750815,none,,,-0.012212591557709943,3.0550153581388826
franken,48,1,1,80,3200,12800,0,0,0.001391491604338678,0.010850658811255603,0.0005401237274649755,-0.009999290934381901,0,none,,,2.131081853166853,none,,4,-0.03125154843295471,2.9323643350931765
truth,48,1,2,,,,,0,,,,,0,none,,,,none,,,0.6498037676375193,0
observed,48,1,2,,,,,0,0.5956791768107489,0,0.5956791768107489,0,0,none,,,,none,,,-0.9379513690788934,27
ideal,48,1,2,80,3200,12800,0,0,0.004751366744145179,-0.012663139150337718,0.001483289103911347,0.01593121679057155,0,none,,,1.3475303017544205,none,,,-1.1034791255485377,2.989318466860442
particle,48,1,2,80,3200,12800,0,0,1.4675909761474872,-0.5840673195979832,1.18785198087202,0.8638063148734507,0,none,0.479995096,,1.413772653555185,none,,,-1.3072895518379017,0.26898006916734396
franken,48,1,2,80,3200,12800,0,0,1.4946148132903572,-0.5831669786674311,1.2144041270940547,0.8633776648637338,0,none,0.574411431,,1.0808195676081367,none,,4,-0.8507830565210297,1.8338918878918915
truth,48,1,3,,,,,0,,,,,0,none,,,,none,,,-2.747194990325477,0
observed,48,1,3,,,,,0,1.342412438931804,0,1.342412438931804,0,0,none,,,,none,,,-3.9131491815280306,27
